,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.35,0.18,0.98,0.53,0.26,0.81,0.65,0.58,0.55,0.54,0.47,0.45,0.34,0.9,0.73,0.31
PRES_0_1,1.0,1.0,,,0.98,0.54,0.26,0.81,0.65,0.58,0.55,0.54,0.47,0.45,0.34,0.91,0.74,0.31
PRES_0_0,3.08,,1.07,,3.02,,,2.3,2.1,1.62,,1.54,,,0.94,2.79,2.1,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.02,1.02,0.34,0.19,1.0,0.59,,0.83,0.67,0.59,0.56,0.55,0.48,0.46,0.34,0.93,0.75,0.32
DEWP_1_0,1.86,1.85,,,,0.99,0.32,1.5,1.76,1.05,,0.98,0.83,,,1.66,1.38,0.5
DEWP_0_0,3.94,3.4,,,,2.21,1.02,2.29,,1.95,,1.83,1.92,,,3.57,3.08,0.93
WSPM_0_1,1.23,1.23,0.46,,1.2,0.66,0.28,1.0,0.88,0.71,0.95,0.67,0.59,0.37,0.36,1.12,0.89,0.36
WSPM_0_2,1.53,1.53,0.46,0.35,1.5,0.58,,1.14,1.0,0.89,0.69,0.83,0.45,,0.57,1.37,1.05,0.37
WSPM_0_0,1.73,1.72,,,1.69,0.99,0.53,1.46,0.85,1.0,0.89,0.91,0.84,,0.67,1.56,1.37,0.59
WSPM_0_3,1.82,1.81,,,1.78,,,1.0,1.45,1.08,1.0,0.93,,,,1.66,1.32,0.59
WSPM_1_0,1.86,1.85,,,1.81,1.02,,1.51,1.11,1.1,0.94,1.0,0.99,,0.56,1.67,1.43,0.67
WSPM_1_1,2.14,2.13,,,2.07,1.17,0.59,1.71,1.79,1.12,,1.03,1.0,,0.69,1.92,1.75,0.73
WSPM_0_4,2.22,2.21,,,2.17,,,2.82,,,,1.46,,1.0,,1.99,1.66,
WSPM_1_2,3.09,2.92,,,3.02,,,2.87,,1.61,,1.76,1.13,,1.05,2.8,4.66,
PM10_0,1.1,1.1,0.38,0.2,1.08,0.59,0.3,0.89,0.73,0.66,0.62,0.6,0.55,0.49,0.4,1.0,0.81,0.39
PM10_1,1.36,1.35,,,1.33,0.71,0.25,1.09,0.9,0.72,0.72,0.69,0.55,0.65,,1.23,1.0,0.38
PM10_2,3.26,3.25,,,3.19,,,2.72,,1.57,1.54,1.74,,,,3.03,2.48,1.0
