,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.03,4519.85,778629.76,1.19,152.84,51191.96,5.44,29.92,82.22,117.9,142.99,437.23,581.26,5394.85,2.21,11.92,12797.99
PRES_0_1,0.97,1.0,,,1.15,147.99,49859.76,5.26,28.87,79.62,114.16,138.46,423.36,562.83,5184.89,2.14,11.54,12392.26
PRES_0_0,,,1.05,,,,,,0.01,0.02,,0.03,,,1.14,,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,0.84,0.86,3663.16,651410.41,1.0,133.0,,4.56,24.96,69.03,98.64,119.88,369.74,486.29,4430.19,1.85,9.97,10854.23
DEWP_1_0,0.01,0.01,,,,0.99,222.5,0.04,0.26,0.53,,0.93,2.73,,,0.01,0.08,93.68
DEWP_0_0,,,,,,,1.09,,,,,,0.01,,,,,
WSPM_0_1,0.18,0.19,833.05,,0.22,27.98,8219.23,1.0,5.7,15.3,38.92,26.95,76.65,72.25,825.2,0.41,2.13,2399.09
WSPM_0_2,0.03,0.03,136.81,28917.05,0.04,3.98,,0.17,1.0,2.75,3.08,4.86,7.45,,,0.07,0.37,367.09
WSPM_0_0,0.01,0.01,,,0.01,1.92,711.79,0.07,0.3,1.0,1.3,1.7,6.37,,65.75,0.03,0.16,157.04
WSPM_0_3,0.01,0.01,,,0.01,,,0.03,0.32,0.74,1.0,1.16,,,,0.02,0.1,116.41
WSPM_1_0,0.01,0.01,,,0.01,1.08,,0.04,0.2,0.59,0.76,1.0,3.89,,,0.02,0.09,94.24
WSPM_1_1,,,,,,0.37,125.99,0.01,,0.16,,0.26,1.0,,,,0.03,23.26
WSPM_0_4,,,,,,,,0.01,,,,0.3,,1.0,,,0.02,
WSPM_1_2,,,,,,,,,,0.01,,0.03,,,1.05,,,
PM10_0,0.45,0.47,2045.1,352360.96,0.54,69.62,24850.59,2.44,13.58,38.53,54.42,66.08,213.49,262.55,2612.38,1.0,5.37,6601.27
PM10_1,0.08,0.09,,,0.1,12.45,,0.46,2.54,6.27,9.52,11.29,30.14,49.61,,0.19,1.0,996.03
PM10_2,,,,,,,,,,0.01,0.01,0.01,,,,,,1.0
