,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,0.35,,,,,0.57,1.0,3.29,2.68,3.09,,0.36,1.35,29.36,31.95,,1.15,1.02,1.65,1.38,2.09,2.52,1.68,3.89,5.66,,0.4,0.65,1.65
TEMP_0_1,,0.02,,,,0.03,0.03,0.06,0.07,0.09,,0.01,,,,,0.04,0.04,0.04,0.04,0.06,0.07,0.05,,0.47,,0.01,0.02,0.05
TEMP_0_0,,,0.01,0.26,3.09,0.01,,0.01,0.01,0.02,3.09,,,,,3.09,0.01,0.01,0.01,0.01,0.02,0.02,0.01,,0.05,3.09,,,0.01
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,0.12,0.58,0.71,,,0.13,,,2.85,1.69,,0.11,0.39,,,,0.34,0.31,0.53,0.4,0.62,0.69,0.49,1.79,2.42,,0.12,0.2,0.58
PRES_1_3,0.03,0.08,,,,,0.04,,,0.44,,0.02,0.1,2.24,2.24,,0.1,0.08,0.09,0.1,0.15,0.19,0.12,0.21,0.35,,0.03,0.04,0.09
PRES_1_1,,,0.01,0.17,,,0.02,,0.02,0.02,,,,,0.18,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,0.04,,,,0.01
PRES_1_0,,0.01,0.01,,1.2000000000000002,0.01,,0.01,,0.01,1.2000000000000002,,,,,1.2000000000000002,0.01,,0.01,0.01,0.02,0.01,0.01,,0.03,1.2000000000000002,,,0.01
PRES_0_0,,,,,,,,,,,,,,0.02,0.02,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.61,1.68,,,,0.89,1.43,4.24,3.37,4.15,,0.48,9.35,98.25,88.8,,1.65,1.52,2.12,1.96,3.18,3.46,2.39,7.65,11.81,,0.59,0.92,2.32
DEWP_0_1,0.03,0.3,0.06,2.61,28.5,0.04,0.07,0.09,0.1,0.14,28.5,0.1,0.03,,1.83,28.5,0.09,0.05,0.1,0.07,0.09,0.13,0.09,0.2,0.25,28.5,0.02,0.04,0.09
DEWP_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,0.01,0.05,0.08,,,0.02,0.04,0.07,0.08,0.08,,0.01,0.05,0.66,0.59,,0.02,0.07,,0.12,0.09,0.23,0.09,,,,0.02,0.02,0.04
WSPM_0_1,0.01,0.05,0.06,,19.5,0.02,0.04,0.09,0.06,0.08,19.5,0.01,0.04,,,19.5,0.06,0.02,0.07,0.05,0.07,0.08,0.05,0.33,0.51,19.5,0.01,0.02,0.07
WSPM_0_2,0.01,0.01,0.03,0.84,,0.01,0.01,0.03,0.03,0.02,,,0.02,,,,,0.02,0.01,0.02,0.04,0.04,0.03,,,,0.01,0.01,0.02
WSPM_0_0,,0.01,0.01,,,,,0.01,0.01,0.02,,,,,,,0.01,,0.01,,0.01,0.01,0.01,,0.05,,,,0.01
WSPM_1_2,,,0.01,,,,,0.01,0.01,0.02,,,,,,,0.01,,0.01,,,0.01,,,0.05,,,,
WSPM_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_4,,,,,,,,,,,,,,0.01,0.01,,,,,,,,,,,,,,
WSPM_1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.3,0.96,1.53,85.93,360.33,0.42,0.79,1.64,1.8,2.72,360.33,0.27,0.78,,,360.33,1.03,0.68,1.16,0.84,1.38,1.54,1.06,6.17,4.77,360.33,0.26,0.51,2.22
PM10_1,0.04,0.11,0.18,6.02,,0.06,0.09,0.2,0.16,0.17,,0.03,0.1,1.93,2.41,,0.09,0.1,0.12,0.15,0.17,0.22,0.18,0.31,0.5,,0.04,0.05,0.11
PM10_2,,0.01,0.01,,,,,0.01,0.01,0.01,,,0.01,0.12,0.08,,,,0.01,0.01,,0.02,0.01,0.01,0.02,,,,
