,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1
TEMP_0_2,1.1,,,,,0.88,0.72,0.42,0.44,0.42,,1.0,0.59,0.24,0.2,,0.67,0.64,0.56,0.5,0.49,0.43,0.44,0.5,0.4,,0.97,0.66
TEMP_0_1,,1.4,,,,0.72,0.95,0.8,0.62,0.51,,1.26,,,,,0.73,0.72,0.8,0.61,0.66,0.54,0.51,,0.32,,1.11,0.8
TEMP_0_0,,,1.56,,,0.96,,0.81,0.96,0.77,,,1.48,,,,0.71,0.93,0.64,0.76,0.57,0.63,0.6,,0.45,,1.19,0.86
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.05,0.52,0.55,,,1.2,,,,,,1.04,0.68,,,,0.72,0.68,0.57,0.58,0.54,0.51,0.49,0.38,0.33,,1.06,0.61
PRES_1_3,1.07,0.85,,,,,1.33,,,,,1.14,0.62,,,,0.63,0.68,0.72,0.53,0.57,0.46,0.45,0.71,0.51,,1.03,0.86
PRES_1_1,0.92,1.07,0.87,,,,,1.61,,,,1.03,1.15,,,,0.9,0.72,0.67,0.74,0.78,0.55,0.56,,0.49,,1.26,0.75
PRES_1_0,1.0,0.85,1.06,,,,,,1.59,0.63,,1.17,1.0,,,,0.69,1.02,0.83,0.69,0.42,0.52,0.63,,0.5,,1.25,0.83
PRES_0_0,1.15,0.85,1.02,,,,,,0.76,1.68,,1.24,0.97,0.72,,,1.07,0.95,0.85,0.48,0.57,0.59,0.57,,,,1.14,1.19
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.94,0.72,,,,0.82,0.73,0.44,0.48,0.43,,1.07,,,,,0.67,0.62,0.61,0.51,0.47,0.44,0.44,0.4,0.32,,0.95,0.67
DEWP_0_1,0.92,,1.11,,,0.88,0.64,0.81,0.68,0.55,,,1.36,,,,0.57,0.81,0.54,0.63,0.68,0.51,0.51,0.54,0.55,,1.12,0.73
DEWP_0_0,2.09,,,,,,,,,2.16,,,,3.07,,,2.08,,,,,,,,,,1.78,1.43
DEWP_1_0,2.28,,,,,,,,,,,,,,3.1,,2.32,,,,,,,,,,,2.58
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.11,0.73,0.57,,,1.0,0.7,0.67,0.52,0.63,,1.18,0.62,0.4,0.29,,1.4,,,,,,0.27,,,,1.0,1.0
WSPM_0_1,1.06,0.72,0.74,,,0.95,0.76,0.54,0.73,0.58,,1.09,0.87,,,,,1.37,,,,0.22,0.46,,,,1.17,0.66
WSPM_0_2,1.07,0.93,0.61,,,0.91,0.94,0.59,0.71,0.57,,1.24,0.67,,,,,,1.5,,,,0.38,,,,1.14,0.91
WSPM_0_0,1.13,0.85,0.83,,,1.09,0.81,0.76,0.64,0.52,,1.22,0.91,,,,,,,1.34,0.51,0.64,0.98,,,,1.36,0.48
WSPM_1_2,1.17,0.94,0.66,,,1.06,0.91,0.85,0.44,0.54,,1.17,1.03,,,,,,,0.48,1.62,,,,,,1.38,0.47
WSPM_1_1,1.21,0.92,0.86,,,1.2,0.86,0.71,0.68,0.61,,1.33,0.92,,,,,0.51,,0.69,,1.69,,,,,1.43,0.55
WSPM_1_0,1.26,0.87,0.82,,,1.18,0.86,0.75,0.81,0.44,,1.33,0.93,,,,0.39,0.72,0.41,1.31,,,1.18,,,,1.41,0.63
WSPM_0_4,1.53,,,,,0.97,1.44,,,,,1.27,1.06,,,,,,,,,,,1.88,,,0.95,1.44
WSPM_1_3,1.47,0.69,0.81,,,1.03,1.27,0.83,0.75,,,1.25,1.28,,,,,,,,,,,,2.06,,1.49,0.85
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.91,0.63,0.54,,,0.84,0.65,0.54,0.51,0.39,,0.94,0.68,0.19,,,0.56,0.67,0.55,0.55,0.55,0.48,0.47,0.28,0.39,,1.05,0.3
PM10_1,1.05,0.77,0.66,,,0.81,0.92,0.53,0.58,0.7,,1.12,0.75,0.29,0.27,,0.97,0.6,0.78,0.35,0.2,0.27,0.34,0.76,0.28,,0.5,1.31
