,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,8.32,,,,,31.91,198.64,3607.93,7511.68,62191.36,,3.56,199.45,2612875051.08,90208819583.59,,614.04,718.99,2066.9,23390.19,19185.11,124551.16,303102.7,184092.44,952425.67,,11.45,264.1,13071.34
TEMP_0_1,,2255.29,,,,13.47,273.8,12446.0,13773.69,88187.21,,4.35,,,,,529.76,697.63,3502.92,27716.86,26521.5,160838.01,333088.15,,422533.42,,11.16,325.57,15854.84
TEMP_0_0,,,26014.17,5003040215814.2,3.073867908596247e+16,23.5,,9989.93,30479.63,172063.14,3.073867908596247e+16,,1094.73,,,3.073867908596247e+16,389.09,1038.58,1638.98,30484.75,15866.79,189173.05,381891.3,,813060.29,3.073867908596247e+16,11.05,288.68,12793.31
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,6.51,246.92,2973.31,,,59.37,,,922.96,15576.38,,3.45,234.75,,,,648.21,746.31,1937.08,27718.87,21591.37,163609.42,342263.54,77847.06,540529.28,,12.42,253.24,9194.7
PRES_1_3,5.76,692.86,,,,,686.8,,,4235.76,,3.71,166.86,2069539846.83,93096367386.65,,380.48,602.17,2816.13,22192.07,19859.98,122073.44,289674.93,318092.14,1352296.29,,10.02,281.85,19802.85
PRES_1_1,2.98,927.88,5914.74,14391377554309.52,,,,52050.64,3485.24,50547.49,,2.1,561.16,,190451455979.59,,714.4,551.3,1934.18,29347.32,31488.26,100896.57,307950.88,,958903.67,,12.28,254.76,11139.55
PRES_1_0,3.52,508.55,9299.24,,1.919469798593238e+16,1.4,,1255.48,78496.08,263353.16,1.919469798593238e+16,2.8,391.33,,,1.919469798593238e+16,392.88,1300.54,2869.18,26290.59,9817.08,161196.43,379175.74,,939270.24,1.919469798593238e+16,11.41,326.92,12091.09
PRES_0_0,4.43,435.37,7263.81,,,6.6,19.83,2480.87,40757.6,586474.16,,2.94,308.14,12744733074.7,165986960008.23,,804.24,921.73,2660.28,12646.41,11221.88,100039.41,218798.61,,,,7.98,423.69,23924.8
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,5.94,645.9,,,,28.42,215.07,4290.53,10093.75,72307.02,,4.35,,,23186078555.76,,637.81,704.14,2656.42,24700.81,17714.49,143191.59,320449.84,107108.29,601493.37,,11.28,292.48,14409.19
DEWP_0_1,3.86,15.54,14069.29,6637324942131.48,1.6311889777782336e+16,22.97,108.92,12769.77,16174.42,99467.0,1.6311889777782336e+16,0.05,1100.64,,70269198026.01,1.6311889777782336e+16,307.52,936.2,1390.11,27626.29,28813.12,137509.55,325596.43,153186.35,1510114.48,1.6311889777782336e+16,11.74,240.05,11045.79
DEWP_0_0,8.33,,,,,,,,40134.67,482915.73,,,,180951608303.15,2599309686240.0,,1820.05,,,,,,,,,,7.66,475.33,
DEWP_1_0,8.33,,,,,,,,,,,,,,3447505478592.0,,2093.75,,,,,,,,,,,325.23,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,5.88,442.53,2340.7,,,30.24,126.4,7312.89,10667.6,98296.57,,3.68,146.14,4730761001.39,105331503625.41,,2289.09,151.8,,6293.69,1075.74,21236.75,119219.03,,,,8.84,368.67,22145.04
WSPM_0_1,5.22,444.5,4857.6,,,26.72,156.49,4878.8,17383.91,108295.06,,3.03,344.2,,,,125.85,2259.83,587.05,22662.97,15519.79,140264.39,474614.9,18354.87,288116.42,,12.27,271.18,9333.25
WSPM_0_2,4.79,728.11,2867.61,8172470382683.44,,21.83,242.69,4712.17,14682.43,74257.39,,3.72,159.78,,,,,212.43,11580.62,10719.94,3101.52,62138.75,227198.72,,,,10.82,366.89,12789.21
WSPM_0_0,4.86,500.45,5130.68,,,30.09,152.55,8493.85,10935.24,62089.17,,3.14,309.36,,,,84.79,473.12,1308.42,63658.83,25045.93,232490.93,683856.65,,624524.57,,13.77,168.09,5269.26
WSPM_1_2,5.13,633.97,2714.01,,,27.6,188.83,11887.43,5024.89,77736.03,,2.8,405.09,,,,161.51,618.25,648.3,41256.7,115911.39,138134.79,188630.39,,,,13.71,181.59,
WSPM_1_1,4.9,531.04,4662.21,,,31.5,144.07,5766.74,11521.01,92038.06,,3.3,266.82,,,,,740.5,1481.39,45140.25,18298.27,733286.66,365162.01,,,,13.72,208.03,6209.13
WSPM_1_0,5.33,457.85,4161.49,,,30.1,151.06,6485.11,13793.3,66682.88,,3.3,273.3,,,,167.55,779.13,1332.5,51974.03,15614.21,145566.93,629450.71,,,,13.09,191.72,6997.82
WSPM_0_4,8.3,,,,,17.24,486.75,,,,,2.81,393.3,9606475682.49,247622259803.36,,,,,,,27928.05,29985.77,1921145.23,,,4.53,377.35,34302.98
WSPM_1_3,6.46,214.02,3302.4,,,17.44,308.4,6889.61,10033.67,,,2.32,503.17,,,,,,,11493.9,,,54133.79,,16716799.89,,12.38,190.54,21485.13
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,5.61,456.01,3311.07,1486277142410.39,6848765072227056.0,30.3,164.85,7167.41,9722.59,57423.51,6848765072227056.0,3.2,292.99,,,6848765072227056.0,339.39,867.61,1654.21,34642.11,32984.54,192962.97,383483.95,36752.76,1231852.56,6848765072227056.0,14.21,190.58,4961.28
PM10_1,5.09,551.72,3794.1,2613344484430.93,,24.35,178.71,5372.97,16062.34,115720.57,,3.35,242.43,3237099396.94,69168536529.3,,826.56,675.81,3455.85,13179.62,2802.51,77640.19,251976.52,206178.02,145612.49,,8.85,447.73,14614.0
PM10_2,5.63,424.54,3507.94,,,16.54,329.24,4126.78,12323.51,128815.7,,3.31,272.18,,142368829287.83,,1084.26,350.83,2776.72,7786.25,,38135.51,146410.47,341264.97,405293.12,,3.29,322.81,54342.99
