,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.6,1.09,,,0.78,0.96,3.48,2.47,,,0.82,0.93,5.0,,0.82,0.41,0.5,0.71,0.25,1.56,1.68,3.12,0.85,0.69,0.5
TEMP_0_0,1.43,0.52,,,1.3,0.65,16.32,0.59,,,2.14,0.89,0.75,,0.99,0.48,0.63,0.95,0.27,0.71,0.53,0.51,0.91,0.88,0.57
TEMP_1_1,,,0.26,,11.75,32.15,0.31,,,,0.86,3.3,,0.22,1.13,0.64,0.68,0.84,0.37,2.52,,,1.09,0.94,1.02
TEMP_0_2,,,,0.09,,,,,0.09,0.09,,,0.42,,1.98,0.91,1.64,3.46,0.44,1.21,,,1.92,1.63,1.17
PRES_0_0,0.67,0.82,7.21,,0.62,1.51,,7.59,,,0.82,0.89,2.82,,0.82,0.43,0.53,0.74,0.26,1.16,1.38,0.77,0.87,0.67,0.42
PRES_1_0,1.3,0.79,,,2.2,0.32,,,,,2.26,1.0,1.38,,1.14,0.54,0.8,1.12,0.29,1.02,0.77,,1.06,1.12,0.86
PRES_0_1,5.14,9.39,0.29,,,,0.28,,,,0.83,3.48,,0.24,1.01,0.66,0.7,0.96,0.36,2.72,0.99,,1.04,0.92,1.05
PRES_1_1,2.13,0.72,,,10.32,,,0.24,,,9.97,1.33,0.68,,1.59,0.52,0.61,0.96,0.36,1.01,1.52,,1.18,1.29,1.19
PRES_1_3,,,,0.1,,,,,0.08,,,,0.44,,2.42,0.87,1.63,3.07,0.44,1.19,,,1.83,1.85,1.2
PRES_1_2,,,,0.18,,,,,,0.02,,,0.78,,2.17,,,,0.81,,,,,2.21,
DEWP_1_0,0.87,1.48,0.66,,1.04,1.39,0.64,13.46,,,0.57,2.04,36.64,,0.75,0.47,0.57,0.85,0.26,1.59,,,0.88,0.67,0.5
DEWP_0_0,0.88,0.67,4.1,,1.03,0.72,4.84,0.91,,,2.16,0.55,,,0.96,0.41,0.5,0.72,0.26,1.37,0.72,0.47,0.81,0.82,0.7
DEWP_0_1,3.41,0.84,,0.27,2.61,1.12,,0.6,0.27,0.27,,,0.26,,1.58,0.6,0.92,1.04,0.33,0.53,0.8,,1.3,1.1,0.58
DEWP_1_1,,,0.66,,,,0.73,,,,,,,0.03,2.14,1.41,1.09,,0.87,,,,2.32,2.38,
WSPM_0_1,0.93,0.91,1.17,1.13,1.08,0.92,1.12,1.79,1.34,0.63,0.86,1.17,1.66,0.76,0.56,0.69,0.67,1.49,0.28,5.46,,,0.94,0.68,0.49
WSPM_0_0,1.28,1.14,1.79,1.8,1.56,1.26,1.87,1.26,1.58,,1.45,1.24,1.89,,2.09,0.33,0.67,1.3,0.21,4.24,3.31,,0.99,1.12,1.04
WSPM_1_1,1.37,1.27,1.72,1.99,1.71,1.47,1.83,1.35,1.78,,1.65,1.25,2.06,,1.47,0.42,0.27,3.75,0.32,4.96,,,1.12,1.08,0.95
WSPM_1_2,1.45,1.49,1.48,2.56,1.66,1.57,1.81,1.58,2.99,,2.01,1.35,1.8,,2.03,0.76,2.08,0.24,1.12,7.03,,,1.13,1.24,1.42
WSPM_1_0,1.56,1.39,2.2,1.73,1.89,1.51,2.17,1.89,1.62,,1.71,1.7,1.97,,1.61,0.5,1.26,3.48,0.27,4.57,,,1.32,1.27,1.16
WSPM_0_2,2.33,1.16,4.38,1.35,1.86,1.42,4.89,1.35,1.13,,2.68,2.34,0.83,,32.33,2.2,3.45,4.92,1.03,0.17,,,2.11,1.32,0.44
WSPM_1_3,6.25,1.62,,,6.38,1.59,2.68,1.87,,,,1.97,2.02,,,2.49,,,,,0.05,,1.69,2.88,
WSPM_0_3,3.49,1.64,,,2.28,,,,,,,1.85,,,,,,,,,,0.03,,2.68,0.57
PM10_0,1.01,0.82,1.16,1.18,1.24,0.84,1.14,0.97,1.07,,1.16,0.89,1.24,0.89,0.91,0.37,0.53,0.63,0.22,1.7,0.75,,0.62,0.98,2.09
PM10_1,0.92,0.92,1.22,1.09,1.02,1.02,1.25,1.39,1.26,0.58,0.92,1.12,1.36,1.37,0.8,0.49,0.51,0.97,0.28,0.95,1.17,0.88,1.17,0.57,0.47
PM10_2,1.45,1.2,3.33,3.46,1.48,1.44,3.51,3.07,3.96,,1.63,2.08,1.48,,1.45,0.93,1.21,1.63,0.48,0.59,,0.53,3.2,1.21,0.2
