,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.66,0.37,0.99,0.76,0.39,0.78,0.77,0.46,0.74,0.34,0.46,0.7,0.5,0.85,0.64,0.3
PRES_0_1,1.0,0.99,,,0.99,0.76,0.41,0.79,0.78,0.46,0.74,0.34,0.46,0.7,0.52,0.85,0.64,0.3
PRES_0_0,3.75,,0.3,,3.56,,,2.85,1.87,2.65,,1.29,,,0.83,2.96,3.7,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.03,1.03,0.63,0.36,0.97,4.56,,0.82,0.76,0.48,0.73,0.35,0.51,0.69,0.49,0.87,0.65,0.31
DEWP_1_0,2.12,2.1,,,,0.47,0.25,1.35,5.58,0.92,,0.71,0.59,,,1.77,1.49,1.06
DEWP_0_0,6.0,5.6,,,,2.04,0.26,3.8,,1.56,,1.22,1.4,,,4.73,4.09,
WSPM_0_1,1.29,1.28,0.93,,1.3,0.8,0.44,0.78,2.48,0.64,,0.43,0.57,,0.81,1.09,0.8,0.41
WSPM_0_2,1.66,1.69,0.62,0.28,1.59,2.61,,3.16,0.61,1.27,2.63,0.81,0.97,,,1.39,1.0,0.53
WSPM_0_0,1.94,1.92,,,1.92,1.46,0.76,1.64,2.02,0.57,2.54,0.45,0.88,,0.88,1.62,1.36,0.48
WSPM_0_3,2.05,2.03,,,1.94,,,,6.05,2.02,0.49,1.17,,,,1.87,1.2,0.47
WSPM_1_0,2.11,2.1,,,2.08,1.55,,1.57,2.16,0.75,2.31,0.59,1.37,,,1.73,1.42,0.58
WSPM_1_1,2.49,2.47,,,2.64,1.23,0.47,1.85,,0.75,,0.64,0.44,,,2.06,1.76,
WSPM_0_4,2.6,2.57,,,2.46,,,,,,,2.77,,0.39,,2.24,1.82,
WSPM_1_2,3.85,3.79,,,3.65,,,4.83,,1.48,,1.95,,,0.3,3.01,7.61,
PM10_0,1.13,1.13,0.62,0.34,1.12,0.83,0.42,0.87,0.87,0.54,0.93,0.39,0.55,0.79,0.52,0.9,0.84,0.57
PM10_1,1.45,1.44,,,1.41,1.33,,1.17,1.1,0.61,0.88,0.47,0.56,1.17,,1.4,0.71,0.3
PM10_2,4.13,4.09,,,3.97,,,3.71,,2.02,1.79,1.42,,,,4.38,2.2,0.3
