,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,2.02,0.74,,,,,1.29,0.57,1.32,0.31,,,,1.39,0.69,0.35,0.05,0.05,,0.91,0.82,0.57,0.82,1.23,2.24,0.89,0.42,0.26,,1.02,1.36,1.05
TEMP_0_0,0.79,2.07,,,,,0.56,1.44,0.66,0.51,,,,0.8,1.4,0.02,0.62,0.89,,0.85,0.88,0.76,0.23,1.43,2.06,1.07,1.03,0.37,,1.11,1.25,0.89
TEMP_1_1,,,3.29,,,,1.33,,0.79,,2.49,,,0.42,0.07,2.59,,,,0.72,1.49,0.35,0.33,1.57,3.27,0.71,0.17,,,1.4,1.12,0.08
TEMP_0_2,,,,6.29,,,0.1,,,1.66,,4.61,,0.68,0.92,,,2.3,,0.3,0.56,0.38,2.02,1.33,1.85,0.79,0.77,,,1.01,1.02,1.27
TEMP_0_1,,,,,7.46,,0.22,0.52,0.23,2.42,,1.55,,0.07,,,4.85,,,0.27,0.17,2.14,,1.51,1.88,0.93,0.52,2.1,,0.97,1.33,2.2
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.21,0.59,1.03,0.04,0.06,3.92,2.37,0.13,0.79,0.03,,,3.92,1.14,0.4,0.94,0.1,0.09,3.92,0.81,0.99,0.62,0.7,1.13,2.38,0.54,0.44,0.17,3.92,1.02,1.41,1.01
PRES_1_1,0.92,1.71,,,0.29,,0.17,2.42,0.05,,,,,0.77,0.99,,0.85,1.05,,0.82,0.93,0.85,0.25,1.38,2.22,1.08,0.85,0.41,,1.07,1.24,1.04
PRES_1_0,1.45,1.01,0.59,,,,0.87,0.04,3.01,,,,,1.2,0.96,0.61,0.15,,,0.65,0.86,0.64,0.81,1.46,2.23,0.88,0.6,0.28,,1.24,1.24,0.48
PRES_1_2,0.81,1.01,,1.36,1.92,,0.07,,,4.39,,,,0.79,1.58,,1.22,,,0.78,0.53,0.62,0.62,1.97,2.41,1.38,0.8,0.72,,1.1,1.24,0.95
