,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.51,0.09,,,1.13,0.42,0.15,0.19,,,0.85,0.76,0.12,,0.63,0.49,0.56,0.53,0.43,0.22,0.09,,0.7,0.75,0.38
TEMP_0_0,0.1,1.71,,,0.6,0.86,0.04,0.95,,,0.35,0.88,0.85,,0.77,0.48,0.28,0.26,0.3,0.55,0.39,0.32,0.79,0.64,0.43
TEMP_1_1,,,3.23,,0.12,,2.79,,,,1.38,0.21,,0.91,0.74,0.46,0.46,0.54,0.35,0.21,,,0.78,0.74,0.22
TEMP_0_2,,,,7.72,,,,,7.26,3.19,,,3.11,,0.78,0.45,0.32,0.23,0.45,0.57,,,0.75,0.76,0.23
PRES_0_0,1.1,0.52,0.07,,1.48,0.05,,,,,0.82,0.75,0.21,,0.7,0.47,0.44,0.45,0.38,0.33,0.1,0.22,0.64,0.78,0.49
PRES_1_0,0.59,1.15,,,0.08,2.59,,,,,0.42,0.96,0.56,,0.74,0.5,0.35,0.32,0.38,0.4,0.34,,0.88,0.57,0.37
PRES_0_1,0.23,0.06,2.66,,,,3.03,,,,1.41,0.18,,0.82,0.8,0.42,0.43,0.45,0.34,0.19,0.24,,0.79,0.73,0.22
PRES_1_1,0.32,1.47,,,,,,3.43,,,0.06,0.95,1.27,,0.51,0.58,0.56,0.48,0.38,0.5,0.25,,0.92,0.59,0.18
PRES_1_3,,,,7.75,,,,,8.6,,,,3.12,,0.65,0.53,0.39,0.27,0.48,0.68,,,0.87,0.66,0.2
PRES_1_2,,,,7.56,,,,,,26.39,,,3.05,,1.46,,,,,,,,,1.39,
DEWP_1_0,0.87,0.33,0.88,,0.87,0.29,0.94,0.04,,,1.58,0.07,,,0.9,0.47,0.33,0.29,0.36,0.24,,,0.6,0.84,0.43
DEWP_0_0,0.8,0.84,0.13,,0.8,0.71,0.12,0.59,,,0.07,1.63,,,0.55,0.52,0.56,0.57,0.38,0.25,0.33,0.33,0.89,0.6,0.26
DEWP_0_1,0.18,1.21,,1.71,0.33,0.61,,1.19,1.59,0.74,,,3.13,,0.55,0.43,0.37,0.43,0.39,0.93,0.32,,0.74,0.64,0.53
DEWP_1_1,,,3.24,,,,3.03,,,,,,,20.67,0.92,,,,,,,,0.99,0.52,
WSPM_0_1,0.65,0.74,0.47,0.29,0.76,0.53,0.54,0.32,0.22,0.24,0.91,0.55,0.36,0.17,1.58,,0.05,0.03,0.18,,,,0.63,0.82,0.4
WSPM_0_0,0.75,0.67,0.44,0.24,0.74,0.53,0.41,0.53,0.26,,0.68,0.76,0.41,,,1.89,0.34,0.11,1.03,,,,0.95,0.58,0.14
WSPM_1_1,0.98,0.38,0.49,0.19,0.77,0.41,0.48,0.56,0.21,,0.56,0.9,0.4,,0.1,0.33,2.86,,,,,,0.79,0.7,0.29
WSPM_1_2,0.92,0.41,0.59,0.14,0.79,0.41,0.5,0.5,0.15,,0.5,0.93,0.47,,0.05,0.13,,3.36,,,,,0.92,0.54,0.27
WSPM_1_0,0.83,0.56,0.43,0.31,0.74,0.56,0.43,0.44,0.31,,0.68,0.73,0.49,,0.31,1.38,,,1.45,0.07,,,0.85,0.63,0.26
WSPM_0_2,0.46,1.05,0.28,0.42,0.71,0.59,0.26,0.61,0.46,,0.51,0.5,1.25,,,,,,0.08,4.71,,,0.43,0.75,1.17
WSPM_1_3,0.38,1.39,,,0.47,0.91,0.63,0.53,,,,1.21,0.82,,,,,,,,12.18,,1.13,0.45,
WSPM_0_3,,1.61,,,1.21,,,,,,,1.7,,,,,,,,,,19.84,,1.05,1.48
PM10_0,0.69,0.71,0.47,0.26,0.64,0.61,0.5,0.54,0.28,,0.57,0.84,0.46,0.18,0.59,0.61,0.47,0.53,0.43,0.2,0.29,,1.38,0.17,
PM10_1,0.77,0.61,0.48,0.28,0.83,0.4,0.5,0.37,0.22,0.23,0.85,0.59,0.42,0.1,0.82,0.4,0.42,0.32,0.33,0.35,0.11,0.2,0.18,1.41,0.17
PM10_2,0.77,0.75,0.27,0.15,0.99,0.5,0.28,0.2,0.13,,0.85,0.47,0.67,,0.75,0.18,0.33,0.27,0.26,1.13,,0.59,,0.32,3.44
