,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.03,4519.85,778629.76,1.19,152.83,51191.96,5.43,29.92,82.24,117.26,143.04,437.23,581.26,5398.9,2.21,11.91,12807.32
PRES_0_1,0.97,1.0,,,1.15,147.99,49768.5,5.26,28.82,79.59,113.54,138.5,422.85,562.83,5101.02,2.13,11.54,12401.29
PRES_0_0,,,1.1,,,,,,0.01,0.02,,0.03,,,1.4,,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,0.84,0.86,3663.16,651410.41,1.0,135.53,,4.55,24.89,69.09,98.1,119.91,370.89,486.29,4461.19,1.85,9.95,10826.2
DEWP_1_0,0.01,0.01,,,,0.99,215.23,0.04,0.3,0.52,,0.92,2.71,,,0.01,0.08,70.63
DEWP_0_0,,,,,,,1.02,,,,,,0.01,,,,,0.24
WSPM_0_1,0.18,0.19,955.03,,0.22,28.16,7943.65,1.0,5.96,14.9,26.67,26.43,82.6,69.62,919.13,0.41,2.15,2248.73
WSPM_0_2,0.03,0.03,131.3,36249.44,0.04,3.33,,0.17,1.0,2.81,3.28,4.83,10.75,,187.25,0.07,0.37,323.27
WSPM_0_0,0.01,0.01,,,0.01,2.07,823.41,0.07,0.27,1.0,1.34,1.71,5.29,,77.36,0.03,0.15,172.7
WSPM_0_3,0.01,0.01,,,0.01,,,0.04,0.3,0.71,1.0,1.16,,,,0.02,0.1,113.61
WSPM_1_0,0.01,0.01,,,0.01,1.11,306.54,0.04,0.19,0.58,0.77,1.0,3.16,,42.91,0.02,0.09,106.43
WSPM_1_1,,,,,,0.36,139.57,0.01,0.08,0.18,,0.31,1.0,,8.02,0.01,0.03,40.13
WSPM_0_4,,,,,,,,0.02,,,,0.3,,1.0,,,0.02,
WSPM_1_2,,,,,,,,,0.01,0.01,,0.03,0.09,,1.05,,,
PM10_0,0.45,0.47,2037.03,352360.96,0.54,69.54,25095.42,2.46,13.69,38.21,54.72,65.66,209.14,260.0,2574.7,1.0,5.36,6348.56
PM10_1,0.08,0.09,,,0.1,12.55,3037.23,0.44,2.51,6.38,9.36,11.45,32.16,51.2,231.72,0.18,1.0,993.5
PM10_2,,,,,,,,,,0.01,0.01,0.01,,,,,,1.0
