,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.0,,,,,0.54,0.29,0.07,0.09,0.1,,0.82,0.18,0.01,0.02,,0.26,0.31,0.17,0.32,0.16,0.15,0.34,0.09,0.06,,0.79,0.56,0.22
TEMP_0_1,,1.0,,,,0.23,0.4,0.23,0.17,0.14,,1.0,,,,,0.23,0.3,0.29,0.37,0.21,0.19,0.37,,0.02,,0.77,0.68,0.27
TEMP_0_0,,,0.98,0.01,0.09,0.4,,0.19,0.38,0.28,0.09,,0.98,,,0.09,0.17,0.44,0.14,0.41,0.13,0.23,0.43,,0.05,0.09,0.76,0.61,0.22
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,0.78,0.11,0.11,,,1.0,,,0.01,0.03,,0.79,0.21,,,,0.28,0.32,0.16,0.37,0.17,0.2,0.38,0.04,0.03,,0.86,0.53,0.16
PRES_1_3,0.69,0.31,,,,,1.0,,,0.01,,0.85,0.15,0.01,0.02,,0.16,0.26,0.24,0.3,0.16,0.15,0.32,0.16,0.08,,0.69,0.59,0.34
PRES_1_1,0.36,0.41,0.22,0.04,,,,0.98,0.04,0.08,,0.48,0.5,,0.04,,0.31,0.23,0.16,0.4,0.26,0.12,0.34,,0.06,,0.85,0.54,0.19
PRES_1_0,0.42,0.23,0.35,,0.06,0.02,,0.02,0.98,0.42,0.06,0.65,0.35,,,0.06,0.17,0.55,0.24,0.35,0.08,0.19,0.42,,0.05,0.06,0.79,0.69,0.21
PRES_0_0,0.53,0.19,0.27,,,0.11,0.03,0.05,0.51,0.94,,0.68,0.28,0.07,0.04,,0.34,0.39,0.22,0.17,0.09,0.12,0.24,,,,0.55,0.89,0.41
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.71,0.29,,,,0.48,0.31,0.08,0.13,0.12,,1.0,,,,,0.27,0.3,0.22,0.33,0.14,0.17,0.36,0.06,0.03,,0.78,0.62,0.25
DEWP_0_1,0.46,0.01,0.53,0.02,0.06,0.39,0.16,0.24,0.2,0.16,0.06,0.01,0.99,,0.02,0.06,0.13,0.4,0.12,0.37,0.23,0.16,0.36,0.08,0.09,0.06,0.81,0.51,0.19
DEWP_0_0,1.0,,,,,,,,0.5,0.78,,,,0.94,0.56,,0.78,,,,,,,,,,0.53,1.0,
DEWP_1_0,1.0,,,,,,,,,,,,,,0.74,,0.89,,,,,,,,,,,0.68,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,0.71,0.2,0.09,,,0.51,0.18,0.14,0.13,0.16,,0.85,0.13,0.02,0.02,,0.98,0.06,,0.08,0.01,0.03,0.13,,,,0.61,0.78,0.38
WSPM_0_1,0.63,0.2,0.18,,,0.45,0.23,0.09,0.22,0.17,,0.7,0.31,,,,0.05,0.96,0.05,0.31,0.13,0.17,0.53,0.01,0.02,,0.85,0.57,0.16
WSPM_0_2,0.58,0.32,0.11,0.02,,0.37,0.35,0.09,0.18,0.12,,0.86,0.14,,,,,0.09,0.97,0.14,0.03,0.07,0.25,,,,0.75,0.77,0.22
WSPM_0_0,0.58,0.22,0.19,,,0.51,0.22,0.16,0.14,0.1,,0.72,0.28,,,,0.04,0.2,0.11,0.86,0.2,0.28,0.76,,0.04,,0.95,0.35,0.09
WSPM_1_2,0.62,0.28,0.1,,,0.46,0.27,0.22,0.06,0.13,,0.64,0.36,,,,0.07,0.26,0.05,0.56,0.94,0.17,0.21,,,,0.95,0.38,
WSPM_1_1,0.59,0.24,0.18,,,0.53,0.21,0.11,0.14,0.15,,0.76,0.24,,,,,0.32,0.12,0.61,0.15,0.88,0.41,,,,0.95,0.44,0.11
WSPM_1_0,0.64,0.2,0.16,,,0.51,0.22,0.12,0.17,0.11,,0.76,0.25,,,,0.07,0.33,0.11,0.7,0.13,0.17,0.7,,,,0.9,0.4,0.12
WSPM_0_4,1.0,,,,,0.29,0.71,,,,,0.65,0.35,0.05,0.05,,,,,,,0.03,0.03,0.99,,,0.31,0.79,0.58
WSPM_1_3,0.78,0.09,0.12,,,0.29,0.45,0.13,0.12,,,0.53,0.45,,,,,,,0.16,,,0.06,,0.97,,0.85,0.4,0.37
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.67,0.2,0.13,,0.03,0.51,0.24,0.13,0.12,0.09,0.03,0.74,0.26,,,0.03,0.15,0.37,0.14,0.47,0.27,0.23,0.43,0.02,0.07,0.03,0.98,0.4,0.08
PM10_1,0.61,0.24,0.14,0.01,,0.41,0.26,0.1,0.2,0.19,,0.77,0.22,0.02,0.01,,0.35,0.29,0.29,0.18,0.02,0.09,0.28,0.11,0.01,,0.61,0.94,0.25
PM10_2,0.68,0.19,0.13,,,0.28,0.48,0.08,0.15,0.21,,0.76,0.24,,0.03,,0.46,0.15,0.23,0.11,,0.05,0.16,0.18,0.02,,0.23,0.68,0.93
