,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.02,1.63,,,1.33,1.54,5.83,4.06,,,1.36,1.53,8.6,,1.33,0.66,0.8,1.14,0.38,2.56,2.55,4.54,1.4,1.14,0.78
TEMP_0_0,2.63,1.04,,,2.52,1.28,33.05,1.19,,,4.16,1.77,1.51,,1.92,0.85,1.09,1.77,0.47,1.39,1.06,1.04,1.78,1.68,1.06
TEMP_1_1,,268.5,1.01,,46.31,109.8,1.22,,,,3.38,12.14,,0.83,4.2,2.27,2.36,3.07,1.3,9.62,,,4.13,3.51,3.59
TEMP_0_2,,,,1.01,,,,,1.0,1.03,,,4.55,,21.23,8.96,16.32,35.31,4.23,12.21,,,20.37,17.18,11.31
PRES_0_0,1.06,1.24,11.52,,1.01,2.13,,10.49,,,1.3,1.39,4.59,,1.28,0.64,0.77,1.1,0.37,1.87,2.1,1.26,1.34,1.04,0.62
PRES_1_0,4.02,2.44,,,6.28,1.04,,,,,7.03,3.15,4.48,,3.46,1.61,2.32,3.44,0.83,3.05,2.41,,3.34,3.38,2.55
PRES_0_1,18.42,31.28,1.07,,,,1.01,,,,3.0,11.71,,0.83,3.49,2.17,2.24,3.25,1.17,9.62,3.42,,3.64,3.2,3.43
PRES_1_1,8.37,3.03,,,36.66,,,1.01,,,38.24,5.65,2.91,,6.29,2.05,2.31,3.81,1.34,4.1,6.5,,4.91,5.19,4.43
PRES_1_3,,,,1.19,,,,,1.0,,,,5.42,,28.91,9.82,18.81,35.31,4.85,14.11,,,22.19,21.78,12.85
PRES_1_2,,,,8.5,,,,,,1.03,,,36.56,,102.0,119.42,,,31.75,,,,,104.06,
DEWP_1_0,1.55,2.49,1.18,,1.86,2.35,1.15,22.24,,,1.02,3.2,54.83,,1.31,0.76,0.89,1.37,0.41,2.81,,,1.5,1.17,0.83
DEWP_0_0,1.57,1.17,7.45,,1.87,1.28,8.9,1.67,,,3.59,1.02,,,1.66,0.7,0.84,1.26,0.43,2.4,1.31,0.84,1.47,1.44,1.15
DEWP_0_1,11.8,3.15,,1.01,9.3,4.08,,2.24,1.0,1.03,,,1.0,,5.68,2.06,3.14,3.66,1.1,1.92,2.89,,4.76,3.94,2.0
DEWP_1_1,,,23.04,,,,25.7,,,,,,,1.02,70.62,43.42,33.64,,26.28,,,,78.07,76.45,
WSPM_0_1,1.64,1.62,2.16,2.05,1.94,1.63,2.05,3.26,2.43,1.16,1.56,2.06,3.05,1.34,1.03,1.0,1.02,2.31,0.43,7.74,5.65,,1.64,1.21,0.82
WSPM_0_0,4.47,3.84,6.35,6.42,5.44,4.32,6.58,4.36,5.65,,5.08,4.29,6.68,,6.44,1.17,2.23,4.18,0.73,12.7,9.29,,3.42,3.76,3.34
WSPM_1_1,5.75,4.89,7.27,8.5,7.21,5.95,7.8,5.76,7.59,,6.84,5.25,8.77,,5.76,1.79,1.16,12.96,1.24,17.64,,,4.62,4.48,3.79
WSPM_1_2,6.48,5.92,6.62,10.7,7.38,6.46,8.16,7.13,13.5,,8.69,6.04,8.02,,7.83,2.94,6.77,1.07,3.81,28.86,,,5.02,5.29,6.06
WSPM_1_0,8.48,7.27,12.08,9.63,10.16,7.84,11.97,10.02,9.0,,9.13,9.14,10.97,,8.16,2.72,6.24,16.25,1.41,24.42,,,7.15,6.58,5.38
WSPM_0_2,13.84,7.18,28.93,8.5,11.55,8.58,32.28,8.36,7.15,,16.07,14.07,5.22,,136.0,10.94,17.62,22.76,5.33,1.05,,,12.4,7.89,2.61
WSPM_1_3,113.06,30.4,,,122.19,29.41,51.41,33.7,,,,37.81,38.71,,306.0,39.81,,,,,1.03,,32.43,52.03,63.17
WSPM_0_3,99.27,54.61,,,74.56,,,,,,,61.53,,,,,,,63.5,,,1.02,,85.14,17.23
PM10_0,1.65,1.3,1.94,1.95,2.03,1.36,1.91,1.62,1.8,,1.88,1.45,2.08,1.49,1.43,0.57,0.8,0.98,0.34,2.73,1.19,,1.03,1.49,2.9
PM10_1,1.62,1.57,2.23,1.95,1.82,1.75,2.26,2.47,2.25,1.06,1.63,1.97,2.46,2.29,1.4,0.8,0.82,1.62,0.44,1.66,2.03,1.59,1.95,1.04,0.75
PM10_2,7.66,6.43,18.03,19.27,8.16,7.62,19.55,16.12,22.09,,8.98,11.0,8.28,,7.95,4.48,5.84,7.94,2.26,3.16,,2.95,15.73,6.34,1.13
