,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PRES_0_1,1.01,0.99,,,1.01,0.99,1.25,1.0,1.03,1.0,0.99,1.0,0.99,0.99,1.1,1.01,0.99,0.99
PRES_0_0,5.43,,0.08,,5.29,,,6.57,2.26,,,,,,0.8,3.8,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.04,1.04,1.0,,0.95,,,1.09,0.96,1.05,0.95,1.04,1.23,0.95,1.0,1.04,1.0,0.97
DEWP_1_0,2.73,2.69,,,,0.22,,1.77,20.99,2.66,,2.67,1.12,,,2.57,3.98,
DEWP_0_0,8.98,10.83,,,,,0.05,,,,,,1.25,,,6.2,,
WSPM_0_1,1.4,1.4,1.71,,1.47,0.91,,0.64,,,,2.56,6.68,,,1.4,1.4,1.68
WSPM_0_2,1.97,2.03,0.8,,1.83,14.31,,,0.37,,,7.6,,,,2.03,1.82,
WSPM_0_0,2.42,2.39,,,2.43,2.32,,,,0.42,,0.63,3.21,,,2.37,2.49,
WSPM_0_3,2.6,2.56,,,2.38,,,,,,0.24,14.68,,,,3.12,1.86,0.98
WSPM_1_0,2.7,2.69,,,2.7,2.68,,4.51,9.83,0.75,16.64,0.82,,,,2.57,3.2,
WSPM_1_1,3.37,3.32,,,3.98,1.39,0.52,24.4,,3.02,,,0.2,,,2.93,5.03,
WSPM_0_4,3.57,3.51,,,3.27,,,,,,,,,0.15,,3.62,4.62,
WSPM_1_2,5.58,6.1,0.83,,5.47,,,,,,,,,,0.08,3.92,,
PM10_0,1.17,1.18,0.82,,1.18,1.11,0.83,1.16,1.19,1.14,1.39,1.17,1.05,1.2,0.84,0.85,5.04,
PM10_1,1.64,1.62,,,1.59,2.37,,1.67,1.56,1.72,1.19,1.63,2.2,2.1,,7.11,0.57,1.43
PM10_2,6.63,6.52,,,6.22,,,6.52,,,2.27,,,,,,5.99,0.1
