,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.62,2.8,,,,,0.99,2.02,0.96,2.85,,,,1.01,1.51,3.02,18.57,17.92,,1.34,1.67,1.99,1.16,0.81,0.47,1.0,1.38,2.49,,1.55,1.08,1.05
TEMP_0_0,2.84,0.61,,,,,2.61,0.84,1.6,1.76,,,,1.81,0.89,51.13,1.36,0.93,,1.4,1.45,1.36,4.06,0.91,0.67,0.97,0.94,1.25,,1.48,1.22,1.09
TEMP_1_1,,,0.43,,,,1.28,,2.03,,0.43,,,4.3,39.2,0.53,,,,2.39,1.14,4.05,4.02,0.96,0.49,1.88,6.37,,,1.55,1.91,25.21
TEMP_0_2,,,,0.27,,,26.31,,,1.25,,0.34,,4.72,2.59,,,0.77,,10.54,4.78,6.33,0.99,1.56,1.31,2.89,2.27,,,3.29,3.35,1.7
TEMP_0_1,,,,,0.24,,20.06,6.18,19.72,0.94,,1.09,,77.22,,,0.44,,,11.44,16.19,1.3,,1.75,1.67,2.42,3.73,0.56,,4.27,2.9,1.23
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.2,2.85,1.12,20.83,13.03,,0.55,18.26,2.35,,,,,1.32,3.75,1.21,9.13,9.94,,1.76,1.42,2.0,1.49,1.09,0.59,1.65,1.63,2.59,,1.82,1.13,1.03
PRES_1_1,1.92,0.86,,,2.71,,16.22,0.53,54.32,,,,,2.09,1.22,,1.11,0.87,,1.6,1.55,1.39,4.47,0.98,0.6,1.01,1.18,1.44,,1.62,1.36,1.19
PRES_1_0,1.25,1.92,2.5,,,,2.66,91.15,0.47,,,,,1.54,1.72,2.28,7.14,,,2.27,2.06,2.15,1.5,1.02,0.63,1.6,1.8,3.41,,1.67,1.73,3.2
PRES_1_2,3.59,2.47,,0.94,0.63,,,,,0.35,,,,3.23,1.23,,1.19,,,2.7,4.38,2.97,2.39,0.88,0.84,1.18,1.76,1.28,,2.46,2.04,2.11
PRES_0_1,,,0.72,,,,,,,,0.25,,,,,0.68,,,,2.45,1.89,,,1.45,0.82,2.47,,,,2.69,3.1,
PRES_1_3,,,,0.39,1.15,,,,,,,0.24,,16.78,4.97,,2.06,0.68,,9.83,4.03,2.75,2.13,2.84,1.9,2.41,3.12,1.52,,3.47,5.32,1.23
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.83,1.39,2.82,1.97,27.42,,0.93,1.72,0.94,1.89,,5.93,,0.68,3.63,,,,,1.15,1.74,1.21,0.88,1.22,0.59,1.76,3.4,,,1.57,0.88,0.72
DEWP_0_0,1.92,1.12,45.76,1.83,,,4.42,1.66,1.97,1.06,,3.23,,5.39,0.45,,,,,3.28,1.38,3.65,6.47,0.62,0.49,0.75,0.83,1.3,,1.52,2.47,8.87
DEWP_1_1,4.16,58.49,0.55,,,,1.41,,1.93,,0.42,,,,,0.41,,,,2.34,1.03,9.33,3.91,1.06,0.5,2.08,6.2,,,1.74,1.59,13.86
DEWP_0_2,20.18,2.45,,,0.33,,7.93,1.8,5.65,1.32,,1.46,,,,,0.32,,,3.1,9.15,1.28,,1.32,1.14,1.46,2.05,0.74,,2.75,2.56,1.08
DEWP_0_1,17.64,1.74,,0.7,,,12.48,1.51,,,,0.55,,,,,,0.3,,3.35,4.52,3.28,3.08,1.31,1.45,1.27,0.86,0.81,,2.47,3.43,1.89
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,1.51,1.52,2.29,5.54,6.06,,1.61,1.86,1.85,1.99,1.37,4.54,,1.55,3.0,2.16,2.07,2.16,,0.5,25.86,,,4.65,1.27,3.2,,,,1.78,1.2,1.79
WSPM_0_1,2.19,1.75,1.17,3.08,11.34,,1.76,2.03,1.82,3.65,1.14,2.39,,2.57,1.3,1.03,7.88,3.57,,12.22,0.51,,,1.72,0.44,2.31,4.7,,,1.43,1.76,7.63
WSPM_0_3,2.39,1.73,4.24,4.21,0.73,,2.07,1.78,1.99,2.51,,1.61,,1.88,3.46,8.87,0.99,2.48,,,67.47,0.43,,6.5,2.57,5.21,,,,3.32,1.27,0.63
WSPM_0_4,1.77,4.51,4.77,0.77,,,1.88,6.38,1.64,2.43,,1.41,,1.64,6.34,4.72,,2.74,,,,,0.36,13.62,4.99,,,,,4.07,1.36,0.88
WSPM_0_0,3.63,3.57,3.08,3.44,2.75,,4.28,4.73,3.37,2.26,2.54,6.27,,5.7,2.02,3.68,3.14,3.75,,15.56,4.42,16.48,,0.33,0.29,1.27,2.35,,,2.38,5.91,18.03
WSPM_1_0,3.47,4.63,3.08,4.92,5.08,,3.59,5.01,3.88,3.72,3.33,7.39,,5.24,2.55,3.16,5.39,7.78,,7.08,2.64,12.56,16.62,0.57,0.44,3.06,6.81,,,2.75,4.56,14.61
WSPM_1_1,3.58,4.07,6.67,6.88,5.11,,7.17,3.77,4.59,3.35,5.13,4.83,,12.29,2.06,7.55,3.73,2.64,,16.32,4.34,11.91,,0.73,1.38,0.25,,,,2.82,9.64,
WSPM_1_2,4.99,3.18,16.99,3.95,5.63,,5.95,3.5,4.24,4.16,,4.52,,19.46,1.84,16.09,4.38,1.68,,,9.7,,,1.32,3.65,,0.21,,,2.88,28.87,
WSPM_1_3,10.31,7.48,,,1.35,,9.99,7.06,8.59,4.28,,4.12,,,5.31,,2.42,2.27,,,,,,4.54,,,,0.12,,4.98,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.24,1.14,1.07,1.31,1.64,,1.38,1.29,1.05,1.29,1.08,1.25,,1.59,0.85,1.21,1.39,1.1,,1.27,0.86,2.24,2.64,0.45,0.31,0.55,0.67,0.74,,0.77,2.01,33.98
PM10_1,1.32,1.45,2.1,2.07,1.77,,1.2,1.74,1.45,1.67,1.89,3.79,,1.29,2.33,1.56,2.22,2.63,,1.35,1.97,1.25,1.09,1.5,0.73,2.82,3.63,,,2.98,0.63,1.09
PM10_2,2.69,2.7,,2.01,1.35,,2.34,2.9,4.43,4.16,,1.15,,2.32,12.06,,1.49,2.86,,5.17,21.73,1.22,1.46,,2.97,,,,,19.38,2.8,0.33
