,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.53,,,,,1.23,1.08,0.65,1.11,1.95,,1.1,0.75,3.48,11.42,,1.41,1.83,1.38,4.27,2.26,3.45,7.88,1.92,1.94,,1.48,2.41,2.65
TEMP_0_1,,4.68,,,,0.53,1.5,2.21,1.96,2.79,,1.34,,,,,1.23,1.85,2.38,5.0,3.19,4.55,8.82,,0.93,,1.49,2.9,3.68
TEMP_0_0,,,7.44,19.16,551.73,0.93,,1.65,4.01,4.91,551.73,,3.95,,,551.73,0.81,2.56,1.09,5.02,1.81,5.54,9.82,,1.72,551.73,1.43,2.52,2.6
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.19,0.53,0.86,,,2.26,,,0.27,0.72,,1.07,0.86,,,,1.5,1.91,1.31,4.9,2.52,4.54,8.88,0.8,1.11,,1.59,2.32,2.03
PRES_1_3,1.06,1.44,,,,,3.69,,,0.2,,1.15,0.64,3.18,11.47,,0.86,1.53,1.9,4.04,2.35,3.45,7.66,3.33,2.77,,1.28,2.59,3.87
PRES_1_1,0.55,1.93,1.72,56.21,,,0.11,8.47,1.04,2.35,,0.65,2.05,,25.06,,1.67,1.45,1.34,4.74,3.54,2.49,6.86,,2.01,,1.53,2.38,2.79
PRES_1_0,0.65,1.06,2.7,,344.52,0.14,,0.4,9.4,8.83,344.52,0.87,1.43,,,344.52,0.94,3.37,1.99,5.03,1.38,4.5,10.32,,1.98,344.52,1.52,2.93,2.94
PRES_0_0,0.81,0.9,2.11,,,0.42,0.11,0.82,6.43,13.74,,0.94,1.13,12.01,19.72,,1.65,2.17,1.52,2.86,1.39,3.76,6.88,,,,1.31,3.28,4.2
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,1.09,1.34,,,,1.1,1.17,0.78,1.44,2.27,,1.34,0.03,0.86,3.39,,1.46,1.82,1.77,4.44,2.16,3.96,8.32,1.13,1.25,,1.48,2.64,3.07
DEWP_0_1,0.71,0.07,4.08,25.92,292.77,0.89,0.58,2.18,2.19,3.01,292.77,0.04,4.0,1.81,10.27,292.77,0.73,2.31,0.96,4.92,3.2,4.08,8.64,1.56,3.08,292.77,1.48,2.18,2.23
DEWP_0_0,1.53,,,,,,,,7.44,11.21,,,,170.47,304.0,,3.67,,,,,,,,,,1.04,3.43,
DEWP_1_0,1.53,,,,,,,,,,,,,,252.0,,4.22,,,,,,,,,,1.26,3.07,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.08,0.92,0.61,,,1.17,0.68,1.21,1.51,2.51,,1.15,0.5,4.46,10.68,,4.58,0.76,0.12,1.85,0.27,1.07,4.32,,,,1.28,3.02,3.9
WSPM_0_1,0.96,0.95,1.41,,177.09,1.05,0.85,0.97,2.49,3.61,177.09,0.95,1.26,,,177.09,0.46,4.56,0.62,5.06,2.26,4.88,12.27,0.49,0.85,177.09,1.58,2.43,2.5
WSPM_0_2,0.88,1.51,0.88,27.76,,0.83,1.34,0.78,1.96,1.95,,1.15,0.58,,,,0.22,1.07,6.39,3.21,0.99,2.64,7.96,,,,1.5,2.9,2.43
WSPM_0_0,0.89,1.05,1.5,,,1.18,0.85,1.51,1.39,2.03,,0.98,1.13,,,,0.41,1.59,1.37,8.53,3.13,5.81,12.88,0.29,1.75,,1.65,1.91,1.32
WSPM_1_2,0.94,1.32,0.79,,,1.09,1.04,2.02,0.89,2.64,,0.88,1.55,,,,0.5,2.08,0.69,6.65,9.88,4.25,6.37,,2.02,,1.66,2.13,
WSPM_1_1,0.9,1.1,1.41,,,1.2,0.77,1.1,1.69,2.71,,1.02,1.01,,,,0.46,1.99,1.06,6.71,3.12,13.63,10.07,,,,1.66,2.28,1.59
WSPM_1_0,0.98,0.98,1.24,,,1.18,0.84,1.16,1.78,2.51,,1.03,1.0,,,,0.54,1.87,1.32,7.39,2.46,4.67,12.55,,,,1.61,1.97,1.59
WSPM_0_4,1.52,,,,,0.66,2.61,,,,,0.87,1.53,9.05,18.1,,,0.29,,,,1.24,1.04,17.9,,,0.73,3.07,6.43
WSPM_1_3,1.19,0.44,0.96,,,0.66,1.66,1.14,1.69,,,0.72,1.84,,,,,,,2.92,0.76,,2.54,,27.16,,1.46,2.17,5.04
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.03,0.96,0.97,7.04,92.19,1.17,0.9,1.26,1.37,2.16,92.19,1.0,1.08,1.71,7.55,92.19,0.91,2.21,1.26,5.83,3.78,5.28,9.52,0.57,2.51,92.19,1.69,2.08,1.59
PM10_1,0.93,1.15,1.08,7.72,,0.95,0.96,0.92,2.29,3.05,,1.04,0.89,3.14,6.5,,1.7,1.75,2.08,3.12,0.56,2.56,7.38,1.92,0.43,,1.4,3.31,3.13
PM10_2,1.03,0.88,1.02,,,0.65,1.83,0.79,1.64,3.15,,1.02,1.01,3.25,10.41,,2.34,0.88,1.68,1.43,,0.91,4.44,3.18,0.66,,0.65,2.91,8.48
