,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,2.33,,,,,2.75,3.94,5.26,8.57,20.79,,1.47,2.97,444.31,2255.13,,5.84,6.83,7.42,28.01,16.91,34.85,81.26,31.04,43.35,,2.3,6.54,18.01
TEMP_0_1,,21.93,,,,1.16,5.43,18.16,15.72,29.48,,1.8,,,,,5.04,6.62,12.58,33.19,23.37,45.0,89.3,,19.23,,2.24,8.06,21.84
TEMP_0_0,,,57.82,9336.09,896264.25,2.03,,14.58,34.78,57.53,896264.25,,16.28,,,896264.25,3.7,9.86,5.88,36.5,13.98,52.93,102.39,,37.0,896264.25,2.22,7.15,17.62
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.82,2.4,6.61,,,5.12,,,1.05,5.21,,1.43,3.49,,,,6.17,7.09,6.95,33.19,19.03,45.78,91.76,13.13,24.6,,2.5,6.27,12.67
PRES_1_3,1.62,6.74,,,,,13.62,,,1.42,,1.54,2.48,351.92,2327.31,,3.62,5.72,10.11,26.57,17.5,34.15,77.66,53.64,61.55,,2.01,6.98,27.28
PRES_1_1,0.84,9.02,13.15,26855.5,,,,75.94,3.98,16.9,,0.87,8.35,,4761.09,,6.8,5.23,6.94,35.14,27.75,28.23,82.56,,43.64,,2.47,6.31,15.34
PRES_1_0,0.99,4.95,20.67,,559670.16,0.12,,1.83,89.56,88.05,559670.16,1.16,5.82,,,559670.16,3.74,12.35,10.3,31.48,8.65,45.1,101.66,,42.75,559670.16,2.29,8.1,16.65
PRES_0_0,1.24,4.23,16.14,,,0.57,0.39,3.62,46.5,196.08,,1.22,4.58,2167.2,4149.5,,7.65,8.75,9.55,15.14,9.89,27.99,58.66,,,,1.6,10.49,32.96
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,1.67,6.28,,,,2.45,4.27,6.26,11.52,24.18,,1.8,,,579.63,,6.07,6.69,9.54,29.57,15.61,40.06,85.91,18.06,27.38,,2.27,7.24,19.85
DEWP_0_1,1.08,0.15,31.27,12385.8,475614.57,1.98,2.16,18.63,18.45,33.26,475614.57,0.02,16.37,,1756.66,475614.57,2.93,8.89,4.99,33.08,25.39,38.47,87.29,25.83,68.73,475614.57,2.36,5.94,15.22
DEWP_0_0,2.33,,,,,,,,45.79,161.46,,,,30770.24,64980.0,,17.32,,,,,,,,,,1.54,11.77,
DEWP_1_0,2.33,,,,,,,,,,,,,,86184.0,,19.92,,,,,,,,,,,8.05,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.65,4.3,5.2,,,2.61,2.51,10.67,12.17,32.86,,1.52,2.17,804.45,2633.18,,21.78,1.44,,7.54,0.95,5.94,31.96,,,,1.78,9.13,30.5
WSPM_0_1,1.46,4.32,10.8,,,2.3,3.1,7.12,19.83,36.21,,1.26,5.12,,,,1.2,21.46,2.11,27.13,13.68,39.24,127.25,3.1,13.11,,2.47,6.72,12.86
WSPM_0_2,1.34,7.08,6.37,15250.5,,1.88,4.81,6.88,16.75,24.83,,1.54,2.38,,,,,2.02,41.58,12.84,2.73,17.39,60.91,,,,2.17,9.09,17.62
WSPM_0_0,1.36,4.87,11.4,,,2.59,3.03,12.39,12.48,20.76,,1.3,4.6,,,,0.81,4.49,4.7,76.22,22.07,65.05,183.34,,28.42,,2.77,4.16,7.26
WSPM_1_2,1.44,6.17,6.03,,,2.38,3.75,17.34,5.73,25.99,,1.16,6.02,,,,1.54,5.87,2.33,49.4,102.15,38.65,50.57,,,,2.76,4.5,
WSPM_1_1,1.37,5.16,10.36,,,2.71,2.86,8.41,13.15,30.77,,1.37,3.97,,,,,7.03,5.32,54.05,16.13,205.16,97.9,,,,2.76,5.15,8.55
WSPM_1_0,1.49,4.45,9.25,,,2.59,3.0,9.46,15.74,22.29,,1.37,4.06,,,,1.59,7.4,4.78,62.23,13.76,40.73,168.76,,,,2.63,4.75,9.64
WSPM_0_4,2.33,,,,,1.49,9.66,,,,,1.16,5.85,1633.55,6190.3,,,,,,,7.81,8.04,323.97,,,0.91,9.34,47.25
WSPM_1_3,1.81,2.08,7.34,,,1.5,6.12,10.05,11.45,,,0.96,7.48,,,,,,,13.76,,,14.51,,760.81,,2.49,4.72,29.59
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.57,4.43,7.36,2773.52,199693.14,2.61,3.27,10.46,11.09,19.2,199693.14,1.33,4.36,,,199693.14,3.23,8.24,5.94,41.48,29.07,53.99,102.81,6.2,56.06,199693.14,2.86,4.72,6.83
PM10_1,1.43,5.37,8.43,4876.72,,2.1,3.54,7.84,18.33,38.69,,1.39,3.61,550.46,1729.14,,7.87,6.42,12.41,15.78,2.47,21.72,67.56,34.77,6.63,,1.78,11.09,20.13
PM10_2,1.58,4.13,7.8,,,1.43,6.53,6.02,14.06,43.07,,1.37,4.05,,3559.07,,10.32,3.33,9.97,9.32,,10.67,39.25,57.55,18.45,,0.66,7.99,74.85
