,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.96,0.23,,,0.78,0.2,0.05,0.06,,,0.6,0.51,0.04,,0.52,0.36,0.24,0.17,0.28,0.05,0.01,,0.6,0.65,0.15
TEMP_0_0,0.27,0.94,,,0.45,0.35,0.01,0.28,,,0.23,0.56,0.27,,0.5,0.32,0.17,0.11,0.26,0.12,0.03,0.02,0.63,0.55,0.16
TEMP_1_1,,,1.0,,0.08,,0.92,,,,0.89,0.18,,0.04,0.56,0.33,0.22,0.2,0.26,0.05,,,0.69,0.67,0.1
TEMP_0_2,,,,0.99,,,,,0.85,0.12,,,0.99,,0.54,0.34,0.15,0.08,0.33,0.13,,,0.63,0.62,0.12
PRES_0_0,0.79,0.4,0.02,,0.98,0.08,,0.01,,,0.57,0.51,0.07,,0.53,0.33,0.2,0.16,0.27,0.07,0.01,0.01,0.56,0.66,0.18
PRES_1_0,0.47,0.73,,,0.23,0.96,,,,,0.3,0.61,0.18,,0.51,0.34,0.18,0.12,0.27,0.09,0.03,,0.68,0.53,0.14
PRES_0_1,0.16,0.04,0.82,,,,1.0,,,,0.9,0.16,,0.04,0.59,0.3,0.21,0.16,0.26,0.04,0.02,,0.7,0.66,0.09
PRES_1_1,0.29,0.9,,,0.04,,,0.99,,,0.04,0.57,0.41,,0.37,0.41,0.26,0.18,0.27,0.12,0.02,,0.71,0.5,0.09
PRES_1_3,,,,1.0,,,,,1.0,,,,1.0,,0.45,0.39,0.18,0.09,0.35,0.16,,,0.7,0.57,0.11
PRES_1_2,,,,0.97,,,,,,0.97,,,0.97,,0.97,,,,,,,,,0.89,
DEWP_1_0,0.63,0.25,0.27,,0.61,0.13,0.31,0.01,,,0.97,0.15,,,0.64,0.3,0.17,0.11,0.27,0.05,,,0.56,0.71,0.15
DEWP_0_0,0.6,0.58,0.04,,0.57,0.31,0.04,0.17,,,0.16,0.97,,,0.43,0.38,0.25,0.19,0.27,0.06,0.03,0.02,0.71,0.54,0.12
DEWP_0_1,0.17,0.71,,0.23,0.27,0.26,,0.36,0.19,0.03,,,1.0,,0.4,0.33,0.17,0.15,0.27,0.21,0.03,,0.59,0.57,0.19
DEWP_1_1,,,1.0,,,,1.0,,,,,,,0.98,0.73,0.31,0.25,,0.38,,,,0.85,0.47,
WSPM_0_1,0.53,0.49,0.15,0.04,0.55,0.22,0.18,0.09,0.03,0.01,0.59,0.4,0.12,0.01,0.95,0.12,0.08,0.05,0.21,,,,0.57,0.68,0.15
WSPM_0_0,0.56,0.43,0.14,0.03,0.52,0.23,0.14,0.15,0.03,,0.45,0.49,0.13,,0.17,0.81,0.27,0.09,0.57,0.01,,,0.73,0.52,0.08
WSPM_1_1,0.65,0.33,0.15,0.03,0.54,0.18,0.16,0.17,0.02,,0.44,0.58,0.13,,0.34,0.51,0.85,0.03,0.19,0.02,,,0.67,0.64,0.14
WSPM_1_2,0.61,0.32,0.18,0.02,0.56,0.19,0.17,0.16,0.02,,0.4,0.59,0.15,,0.17,0.22,0.01,0.93,0.08,,,,0.75,0.54,0.15
WSPM_1_0,0.57,0.41,0.13,0.04,0.51,0.26,0.14,0.13,0.04,,0.46,0.48,0.16,,0.37,0.71,0.19,0.04,0.58,0.03,,,0.69,0.56,0.12
WSPM_0_2,0.37,0.65,0.09,0.05,0.53,0.26,0.09,0.19,0.05,,0.34,0.32,0.41,,,0.05,0.04,,0.09,0.97,,,0.38,0.62,0.35
WSPM_1_3,0.27,0.79,,,0.37,0.33,0.21,0.15,,,,0.71,0.26,,,,,,,,0.97,,0.92,0.54,
WSPM_0_3,0.25,1.0,,,0.8,,,,,,,1.0,,,,,,,,,,0.98,,0.71,0.41
PM10_0,0.51,0.48,0.15,0.03,0.46,0.26,0.16,0.16,0.03,,0.41,0.54,0.15,0.01,0.45,0.42,0.23,0.19,0.31,0.05,0.03,,0.95,0.35,0.04
PM10_1,0.57,0.42,0.15,0.04,0.58,0.18,0.16,0.11,0.03,0.01,0.55,0.42,0.14,,0.59,0.29,0.19,0.12,0.25,0.08,0.01,0.01,0.37,0.93,0.12
PM10_2,0.59,0.52,0.08,0.02,0.72,0.22,0.09,0.07,0.02,,0.58,0.35,0.23,,0.55,0.18,0.14,0.08,0.19,0.25,,0.03,0.09,0.55,0.86
