,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,0.81,,,,,0.91,0.97,1.35,1.14,0.96,,0.96,1.19,0.73,0.54,,0.94,0.92,1.02,0.72,0.91,0.83,0.58,0.8,0.86,,0.91,0.85,0.83
TEMP_0_1,,0.46,,,,1.4,0.84,0.7,0.84,0.8,,0.86,,,,,1.01,0.94,0.78,0.66,0.78,0.73,0.56,,1.58,,0.94,0.75,0.83
TEMP_0_0,,,0.36,,,1.08,,0.76,0.55,0.57,,,0.5,,,,1.16,0.76,1.08,0.61,1.0,0.68,0.53,,0.96,,0.94,0.78,0.8
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,0.92,1.43,1.07,,,0.67,,,,2.58,,0.97,1.08,,,,0.91,0.91,1.06,0.65,0.89,0.72,0.54,1.21,1.16,,0.87,0.86,1.03
PRES_1_3,0.97,0.83,,,,,0.52,,,,,0.93,1.3,0.9,0.55,,1.19,0.99,0.84,0.76,0.89,0.88,0.61,0.61,0.73,,0.98,0.82,0.66
PRES_1_1,1.31,0.72,0.76,0.24,,,,0.34,,1.69,,1.23,0.69,,,,0.9,1.02,1.09,0.61,0.68,0.87,0.56,,0.94,,0.88,0.89,1.01
PRES_1_0,1.24,0.97,0.61,,,,,,0.33,0.51,,1.08,0.84,,,,1.14,0.72,0.82,0.7,1.73,0.81,0.52,,1.03,,0.95,0.74,0.93
PRES_0_0,1.11,1.05,0.69,,,3.34,,,0.53,0.27,,1.07,0.93,0.33,,,0.8,0.82,0.96,0.98,0.87,0.74,0.78,,,,1.16,0.64,0.59
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.96,0.86,,,,0.97,0.94,1.22,0.97,0.88,,0.86,,,,,0.92,0.94,0.89,0.69,0.96,0.77,0.56,1.06,1.14,,0.93,0.8,0.82
DEWP_0_1,1.18,,0.5,0.35,,1.08,1.28,0.69,0.75,0.77,,,0.5,,,,1.34,0.8,1.24,0.67,0.74,0.8,0.58,0.83,0.7,,0.9,0.87,0.86
DEWP_0_0,0.81,,,,,,,,,0.3,,,,0.08,,,0.52,,,,,,,,,,1.33,0.66,
DEWP_1_0,0.81,,,,,,,,,,,,,,0.07,,0.63,,,,,,,,,,,0.73,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,0.96,1.04,1.15,,,0.94,1.21,0.87,0.99,0.66,,0.94,1.35,0.49,0.33,,0.46,3.38,,3.89,,,1.21,,,,1.16,0.68,0.58
WSPM_0_1,1.02,1.05,0.84,,,1.01,1.08,1.16,0.71,0.7,,1.04,0.9,,,,3.52,0.47,3.32,1.23,1.46,0.98,0.58,,,,0.86,0.8,1.08
WSPM_0_2,1.06,0.81,1.19,,,1.08,0.9,1.1,0.84,0.72,,0.93,1.31,,,,,3.02,0.4,1.91,,1.28,1.01,,,,1.09,0.66,0.72
WSPM_0_0,1.06,0.99,0.8,,,0.94,1.13,0.87,0.89,1.25,,1.02,0.92,,,,2.38,1.34,1.94,0.36,1.17,0.56,0.32,,1.59,,0.81,1.09,1.18
WSPM_1_2,1.03,0.87,1.13,,,0.97,0.99,0.77,1.56,1.27,,1.08,0.82,,,,,1.56,,0.6,0.32,1.38,0.8,,,,0.76,1.72,
WSPM_1_1,1.05,0.95,0.86,,,0.91,1.08,1.03,0.98,0.94,,0.99,1.01,,,,,1.1,1.72,0.41,1.01,0.28,0.43,,,,0.79,1.29,1.57
WSPM_1_0,1.02,1.03,0.91,,,0.95,1.15,1.01,0.82,0.99,,1.0,0.99,,,,1.55,0.89,1.19,0.4,1.53,0.95,0.33,,,,0.83,1.06,1.3
WSPM_0_4,0.81,,,,,1.23,0.62,,,,,1.05,0.89,0.41,,,,,,,,,,0.24,,,1.75,0.63,0.49
WSPM_1_3,0.92,1.45,1.02,,,1.23,0.77,0.94,0.88,,,1.17,0.73,,,,,,,0.87,,,,,0.19,,0.78,1.73,1.32
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.99,1.03,1.01,0.54,,0.93,1.07,0.94,0.97,1.16,,1.01,0.96,,,,1.27,0.86,1.1,0.57,0.75,0.66,0.5,1.9,0.85,,0.78,1.17,3.21
PM10_1,1.03,0.93,0.95,,,1.06,1.02,1.05,0.79,0.62,,0.99,1.06,0.57,0.43,,0.79,0.96,0.77,1.21,1.3,1.07,0.78,0.74,1.43,,1.31,0.57,0.75
PM10_2,0.98,1.06,0.99,,,1.28,0.76,1.29,0.88,0.67,,0.98,1.06,,0.32,,0.72,1.11,0.92,1.33,,1.88,0.77,0.57,0.77,,1.9,0.83,0.35
