,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1
TEMP_0_2,1.0,,,,,0.94,0.86,0.76,0.73,0.68,,1.02,0.85,0.44,0.4,,0.83,0.82,0.79,0.73,0.72,0.68,0.67,0.67,0.59,,1.02,0.84
TEMP_0_1,,1.0,,,,1.11,1.05,0.88,0.89,0.83,,1.24,,,,,1.0,0.99,0.95,0.88,0.87,0.81,0.81,,0.92,,1.24,1.03
TEMP_0_0,,,0.99,0.32,1.53,1.25,,0.94,0.96,0.9,1.53,,1.11,,,1.53,1.09,1.08,0.99,0.97,0.95,0.9,0.89,,0.8,1.53,1.34,1.08
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.07,0.9,0.81,,,1.0,,,1.03,0.73,,1.1,0.91,,,,0.88,0.88,0.85,0.79,0.78,0.73,0.72,0.7,0.65,,1.1,0.9
PRES_1_3,1.16,0.95,,,,,1.0,,,0.56,,1.18,0.98,0.52,0.46,,0.96,0.95,0.88,0.85,0.84,0.81,0.78,0.78,0.71,,1.19,0.97
PRES_1_1,1.29,1.12,1.0,0.46,,,,0.99,1.22,1.03,,1.35,1.12,,0.71,,1.15,1.04,1.1,0.95,0.95,0.92,0.88,,0.94,,1.37,1.17
PRES_1_0,1.37,1.13,1.04,,1.1099999999999999,1.2,,0.85,1.0,0.93,1.1099999999999999,1.4,1.16,,,1.1099999999999999,1.06,1.18,1.02,1.04,1.39,0.93,0.95,,1.01,1.1099999999999999,1.38,1.15
PRES_0_0,1.46,1.21,1.11,,,1.59,1.31,0.94,1.03,1.0,,1.52,1.2,0.67,0.55,,1.23,1.16,1.23,1.0,0.79,0.81,0.95,,,,1.5,1.23
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.98,0.81,,,,0.91,0.85,0.73,0.71,0.66,,1.0,,,0.39,,0.8,0.8,0.76,0.71,0.7,0.66,0.66,0.66,0.62,,1.0,0.82
DEWP_0_1,1.17,0.93,0.9,0.41,1.35,1.11,0.99,0.88,0.86,0.82,1.35,1.15,1.0,,0.47,1.35,0.99,0.96,0.92,0.88,0.86,0.81,0.8,0.74,0.72,1.35,1.22,0.98
DEWP_0_0,2.25,,,,,,,,1.94,1.54,,,,1.0,0.9,,1.86,,,,,,,,,,2.3,1.89
DEWP_1_0,2.51,,,,,,,,,,,,,,1.0,,2.47,,,,,,,,,,,2.46
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.21,1.0,0.88,,,1.14,1.04,0.85,0.89,0.77,,1.24,0.98,0.5,0.35,,1.0,1.1,,1.25,0.45,1.14,0.88,,,,1.25,0.96
WSPM_0_1,1.21,1.0,0.92,,,1.15,1.03,0.89,0.86,0.81,,1.24,1.03,,,,0.91,1.0,0.82,0.95,0.88,0.82,0.85,0.72,1.07,,1.23,1.03
WSPM_0_2,1.27,1.06,1.04,0.55,,1.16,1.12,0.9,0.96,0.7,,1.31,1.08,,,,,1.21,1.0,1.02,0.77,0.78,0.99,,,,1.34,0.98
WSPM_0_0,1.36,1.13,1.01,,,1.27,1.19,1.04,1.0,1.09,,1.4,1.14,,,,0.82,1.01,1.1,1.0,1.18,0.93,0.91,,1.01,,1.4,1.2
WSPM_1_2,1.39,1.15,1.05,,,1.3,1.19,1.09,1.06,1.39,,1.43,1.17,,,,2.17,1.14,1.26,0.96,1.0,0.94,0.76,,,,1.41,2.9
WSPM_1_1,1.48,1.22,1.1,,,1.37,1.21,1.11,1.13,1.2,,1.51,1.23,,,,,1.23,1.35,0.98,1.04,1.0,0.9,,,,1.51,1.63
WSPM_1_0,1.48,1.22,1.12,,,1.4,1.28,1.13,1.13,1.16,,1.53,1.25,,,,1.01,1.19,1.09,1.11,1.16,1.04,1.0,,,,1.51,1.34
WSPM_0_4,1.52,,,,,1.42,1.31,,,,,1.51,1.35,0.66,0.58,,,,,,,0.84,0.57,1.0,,,1.53,1.21
WSPM_1_3,1.64,1.33,1.25,,,1.53,1.4,1.22,1.2,,,1.67,1.38,,,,,,,0.93,,,0.8,,1.0,,1.6,2.58
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.98,0.81,0.74,0.33,0.81,0.91,0.84,0.72,0.73,0.69,0.81,1.0,0.82,0.47,0.78,0.81,0.78,0.82,0.74,0.73,0.75,0.67,0.67,0.64,0.67,0.81,1.0,0.82
PM10_1,1.18,0.98,0.91,,,1.11,1.03,0.86,0.84,0.78,,1.21,1.01,0.5,0.35,,1.02,0.85,0.99,0.77,0.29,0.71,0.73,0.78,0.38,,1.21,1.0
