,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PRES_0_1,1.0,1.0,,,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0
PRES_0_0,1.05,,1.05,,1.05,,,1.0,1.09,0.97,,1.0,,,0.96,1.05,1.0,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.0,1.0,0.97,1.0,1.0,1.04,,1.0,1.0,1.0,1.0,1.0,1.01,1.0,0.98,1.0,1.0,1.01
DEWP_1_0,0.99,0.99,,,,0.99,0.66,0.99,1.31,0.98,,0.99,0.95,,,0.98,0.99,1.12
DEWP_0_0,1.08,0.95,,,,1.19,1.09,0.87,,0.85,,0.81,1.13,,,1.08,1.13,
WSPM_0_1,1.0,1.0,1.0,,1.0,1.0,0.87,1.0,1.04,1.01,1.8,1.02,0.95,0.68,0.83,1.01,0.97,1.02
WSPM_0_2,1.0,1.0,0.9,1.11,1.0,0.78,,0.94,1.0,1.0,0.78,1.01,0.51,,,0.99,0.94,0.86
WSPM_0_0,1.0,1.0,,,1.0,1.03,1.14,1.03,0.83,1.0,0.9,0.97,1.2,,1.0,0.99,1.1,1.01
WSPM_0_3,1.0,1.0,,,1.0,,,0.54,1.28,1.06,1.0,0.96,,,,1.01,1.0,1.07
WSPM_1_0,1.0,1.0,,,1.0,1.02,,1.0,0.97,1.02,0.92,1.0,1.27,,,0.98,1.05,1.06
WSPM_1_1,1.0,1.0,,,0.99,1.05,1.08,1.0,,0.83,,0.79,1.0,,,0.99,1.13,0.79
WSPM_0_4,1.0,1.0,,,1.0,,,1.48,,,,1.22,,1.0,,0.99,1.03,
WSPM_1_2,1.05,1.0,,,1.05,,,1.21,,0.98,,1.1,,,1.05,1.04,1.98,
PM10_0,1.0,1.0,1.0,1.0,1.0,1.01,1.07,0.99,1.0,1.04,1.02,1.02,1.08,1.0,1.07,1.0,1.0,1.14
PM10_1,1.0,1.0,,,1.0,0.97,,1.0,1.01,0.91,0.96,0.94,0.82,1.02,,1.0,1.0,0.93
PM10_2,1.0,1.0,,,1.0,,,1.1,,0.94,0.91,0.92,,,,0.92,1.07,1.0
