,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PRES_0_1,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0
PRES_0_0,1.08,,1.07,,1.08,,,0.99,1.12,0.98,,1.0,,,0.96,1.08,1.0,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.0,1.0,0.97,1.0,1.0,1.08,,1.0,1.0,1.0,1.0,1.0,1.01,1.0,0.98,1.0,1.0,1.02
DEWP_1_0,0.99,0.99,,,,0.99,0.66,0.99,1.43,0.97,,0.98,0.95,,,0.98,1.0,0.87
DEWP_0_0,1.02,0.88,,,,1.07,1.02,0.73,,0.87,,0.88,1.06,,,1.02,1.08,0.78
WSPM_0_1,1.0,1.0,1.06,,1.0,1.01,0.89,1.0,1.09,1.0,1.4,1.01,1.01,0.67,0.86,1.0,0.98,0.96
WSPM_0_2,1.0,1.01,0.87,1.26,1.0,0.71,,0.92,1.0,1.01,0.82,1.01,0.63,,1.1,0.99,0.94,0.79
WSPM_0_0,1.0,1.0,,,1.0,1.07,1.18,1.04,0.75,1.0,0.93,0.97,1.04,,1.13,0.99,1.08,1.12
WSPM_0_3,1.0,1.0,,,1.0,,,0.68,1.22,1.03,1.0,0.96,,,,1.01,0.99,1.06
WSPM_1_0,1.0,1.0,,,1.0,1.03,,1.0,0.91,1.02,0.91,1.0,1.13,,0.87,0.99,1.05,1.17
WSPM_1_1,1.0,1.0,,,0.99,1.03,1.08,0.99,1.28,0.91,,0.9,1.0,,0.94,0.99,1.11,1.11
WSPM_0_4,1.0,1.0,,,1.0,,,1.57,,,,1.22,,1.0,,0.99,1.02,
WSPM_1_2,1.05,1.0,,,1.05,,,1.21,,0.95,,1.12,0.82,,1.05,1.05,2.17,
PM10_0,1.0,1.0,1.0,1.0,1.0,1.01,1.07,1.0,1.01,1.03,1.02,1.01,1.06,0.99,1.06,1.0,0.99,1.14
PM10_1,1.0,1.0,,,1.0,0.98,0.72,0.99,1.01,0.91,0.96,0.95,0.87,1.05,,1.0,1.0,0.91
PM10_2,1.0,1.0,,,1.0,,,1.03,,0.84,0.85,0.99,,,,1.03,1.03,1.0
