,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,2.33,,,,,2.79,3.98,5.7,10.59,28.11,,1.48,3.06,628.16,3905.22,,6.68,8.63,9.04,40.23,23.53,52.77,122.15,34.74,54.41,,2.53,8.26,23.82
TEMP_0_1,,21.93,,,,1.2,5.55,19.5,18.75,40.26,,1.8,,,,,5.81,8.75,15.53,47.06,33.26,69.61,136.81,,26.02,,2.54,9.96,33.08
TEMP_0_0,,,56.99,15560.14,1792528.47,2.1,,14.58,38.34,70.75,1792528.47,,16.05,,,1792528.47,3.83,12.07,7.09,47.27,18.86,84.63,152.3,,48.11,1792528.47,2.45,8.66,23.34
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.82,2.49,6.61,,,5.12,,,2.58,10.42,,1.43,3.49,,,,7.1,9.02,8.54,46.11,26.31,69.4,137.69,14.5,31.16,,2.72,7.96,18.24
PRES_1_3,1.62,6.74,,,,,13.62,,,2.83,,1.55,2.59,574.18,3923.18,,4.08,7.21,12.44,38.02,24.55,52.76,118.82,60.35,77.6,,2.19,8.87,34.76
PRES_1_1,0.84,9.02,13.15,45654.35,,,0.39,74.68,9.94,33.8,,0.87,8.35,,8569.95,,7.89,6.84,8.74,44.64,36.9,38.06,106.39,,56.41,,2.61,8.18,25.1
PRES_1_0,0.99,4.95,20.67,,1119340.32,0.32,,3.55,89.97,127.18,1119340.32,1.16,5.82,,,1119340.32,4.43,15.93,13.0,47.41,14.42,68.86,160.1,,55.46,1119340.32,2.6,10.05,26.41
PRES_0_0,1.24,4.23,16.14,,,0.94,0.39,7.24,61.53,197.92,,1.26,4.58,2167.2,6742.94,,7.8,10.24,9.93,26.94,14.47,57.53,106.66,,,,2.24,11.25,37.79
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,1.67,6.28,,,,2.5,4.33,6.84,13.75,32.66,,1.8,0.12,154.73,1159.26,,6.9,8.59,11.59,41.79,22.49,60.53,128.97,20.5,35.15,,2.52,9.05,27.57
DEWP_0_1,1.08,0.32,31.27,21055.85,951229.14,2.02,2.16,19.22,20.98,43.39,951229.14,0.05,16.25,326.21,3513.31,951229.14,3.43,10.93,6.27,46.34,33.36,62.32,133.95,28.29,86.4,951229.14,2.53,7.48,20.07
DEWP_0_0,2.33,,,,,,,,71.23,161.46,,,,30770.24,103968.0,,17.32,,,,,,,,,,1.78,11.77,
DEWP_1_0,2.33,,,,,,,,,,,,,,86184.0,,19.92,,,,,,,,,,2.15,10.53,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.65,4.3,4.69,,,2.65,2.51,10.67,14.43,36.18,,1.54,2.04,804.45,3652.47,,21.59,3.58,0.77,17.39,2.77,16.3,67.07,,,,2.18,10.38,35.02
WSPM_0_1,1.46,4.43,10.8,,575363.4299999999,2.38,3.12,8.53,23.83,52.05,575363.4299999999,1.27,5.12,,,575363.4299999999,2.17,21.52,4.03,47.63,23.56,74.58,190.34,8.81,23.94,575363.4299999999,2.7,8.32,22.48
WSPM_0_2,1.34,7.08,6.73,22544.22,,1.88,4.94,6.88,18.78,28.17,,1.54,2.38,,,,1.03,5.04,41.71,30.22,10.28,40.41,123.52,,,,2.57,9.96,21.84
WSPM_0_0,1.36,4.93,11.49,,,2.67,3.14,13.29,13.27,29.18,,1.31,4.6,,,,1.94,7.53,8.96,80.33,32.64,88.76,199.73,5.22,48.89,,2.82,6.57,11.82
