,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.35,0.13,0.98,0.52,0.17,0.69,0.59,0.33,0.52,0.23,0.29,0.44,0.26,0.8,0.53,0.15
PRES_0_1,1.01,1.0,,,0.99,0.52,0.18,0.7,0.61,0.33,0.52,0.24,0.29,0.44,0.27,0.81,0.53,0.15
PRES_0_0,24.96,,1.06,,23.34,,,16.68,9.62,12.67,,5.91,,,2.91,18.54,20.45,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.07,1.07,0.35,0.14,1.0,3.26,,0.76,0.61,0.36,0.53,0.25,0.34,0.45,0.27,0.85,0.56,0.16
DEWP_1_0,6.57,6.49,,,,1.0,0.34,3.68,13.41,2.06,,1.53,1.15,,,5.18,3.83,1.62
DEWP_0_0,68.85,64.12,,,,16.05,1.3,38.36,,12.84,,9.67,10.21,,,51.14,38.94,
WSPM_0_1,1.89,1.88,0.73,,1.88,0.8,0.28,1.01,2.81,0.67,,0.43,0.53,,0.62,1.51,0.97,0.29
WSPM_0_2,3.58,3.62,0.71,0.22,3.36,3.84,,5.97,1.01,1.96,3.94,1.19,1.32,,,2.82,1.78,0.56
WSPM_0_0,5.23,5.18,,,5.11,2.7,0.91,3.89,4.22,1.11,4.8,0.84,1.5,,1.25,4.12,3.05,0.63
WSPM_0_3,5.99,5.91,,,5.6,,,,13.71,4.25,1.01,2.37,,,,5.15,2.92,0.67
WSPM_1_0,6.44,6.39,,,6.28,3.25,,4.22,5.12,1.65,4.95,1.25,2.65,,,4.97,3.6,0.88
WSPM_1_1,9.78,9.66,,,10.24,3.33,0.82,6.41,,2.11,,1.73,1.1,,,7.64,5.75,
WSPM_0_4,10.88,10.75,,,10.18,,,,,,,8.0,,1.0,,8.84,6.32,
WSPM_1_2,26.62,26.15,,,24.9,,,29.44,,7.33,,9.28,,,1.11,19.65,43.74,
PM10_0,1.35,1.35,0.39,0.15,1.32,0.68,0.22,0.91,0.81,0.46,0.78,0.32,0.41,0.59,0.32,1.01,0.83,0.33
PM10_1,2.53,2.5,,,2.44,1.59,,1.8,1.49,0.77,1.08,0.56,0.62,1.27,,2.31,1.03,0.25
PM10_2,34.69,34.27,,,32.87,,,27.46,,12.21,10.52,8.22,,,,34.68,15.37,1.24
