,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,0.99,0.12,0.03,0.96,0.28,0.07,0.65,0.43,0.33,0.3,0.29,0.22,0.2,0.12,0.82,0.54,0.09
PRES_0_1,1.01,1.0,,,0.96,0.29,0.07,0.66,0.43,0.33,0.31,0.29,0.22,0.21,0.12,0.83,0.54,0.09
PRES_0_0,8.54,,1.04,,8.17,,,5.37,3.79,2.64,,2.37,,,0.92,7.0,4.42,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.05,1.04,0.12,0.04,1.0,0.3,,0.68,0.45,0.35,0.32,0.3,0.23,0.21,0.12,0.86,0.56,0.1
DEWP_1_0,3.49,3.46,,,,0.99,0.15,2.28,1.89,1.14,,1.01,0.73,,,2.83,1.88,0.4
DEWP_0_0,16.65,14.68,,,,5.41,1.13,8.95,,4.24,,3.3,3.7,,,13.66,9.49,
WSPM_0_1,1.53,1.51,0.19,,1.46,0.43,0.09,1.0,0.67,0.52,,0.45,0.31,,0.15,1.26,0.8,0.15
WSPM_0_2,2.34,2.33,0.26,0.08,2.24,0.54,,1.44,1.0,0.78,0.54,0.69,0.25,,,1.91,1.19,0.19
WSPM_0_0,3.01,2.98,,,2.87,0.88,0.23,2.03,1.12,1.0,0.85,0.85,0.8,,0.35,2.45,1.77,0.27
WSPM_0_3,3.3,3.27,,,3.15,,,,1.86,1.17,1.0,0.91,,,,2.72,1.79,0.34
WSPM_1_0,3.46,3.43,,,3.3,0.98,,2.23,1.45,1.17,0.96,1.0,0.97,,,2.78,1.95,0.31
WSPM_1_1,4.57,4.54,,,4.33,1.38,0.33,3.04,,1.25,,1.0,1.0,,,3.67,2.72,
WSPM_0_4,4.91,4.87,,,4.7,,,,,,,1.74,,1.0,,4.0,2.72,
WSPM_1_2,8.92,8.51,,,8.53,,,6.87,,2.82,,2.69,,,1.04,7.22,8.23,
PM10_0,1.22,1.21,0.15,0.04,1.16,0.35,0.09,0.79,0.52,0.42,0.38,0.36,0.29,0.25,0.15,1.0,0.65,0.13
PM10_1,1.85,1.84,,,1.78,0.51,,1.22,0.8,0.56,0.54,0.5,0.33,0.38,,1.53,1.0,0.16
PM10_2,10.64,10.55,,,10.17,,,7.58,,3.68,3.0,3.12,,,,7.9,6.1,1.0
