,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.99,1.38,1.0,1.02,1.48,1.17,1.1,1.73,1.06,2.3,1.62,1.04,1.29,1.13,1.39,2.09
PRES_0_1,1.0,1.01,,,1.0,1.03,1.43,1.17,1.08,1.74,1.07,2.3,1.63,1.04,1.26,1.13,1.4,2.11
PRES_0_0,1.02,,8.32,,1.07,,,1.14,1.86,1.0,,2.14,,,2.54,1.24,0.84,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.0,1.0,0.99,1.44,1.05,0.17,,1.14,1.14,1.73,1.11,2.3,1.51,1.08,1.31,1.14,1.4,2.14
DEWP_1_0,0.99,1.0,,,,3.48,2.14,1.43,0.51,1.78,,2.29,2.44,,,1.11,1.24,1.87
DEWP_0_0,1.04,0.88,,,,3.1,14.69,1.02,,1.88,,1.87,3.39,,,1.27,1.51,
WSPM_0_1,1.0,1.0,0.91,,0.98,1.24,1.32,1.51,0.46,1.69,,2.48,1.46,,0.69,1.15,1.35,2.21
WSPM_0_2,1.0,0.99,1.48,3.31,1.04,0.32,,0.43,2.31,1.05,0.29,1.67,0.31,,,1.14,1.31,1.53
WSPM_0_0,1.0,1.0,,,0.99,1.09,2.02,1.15,0.61,2.72,0.52,3.21,2.38,,1.43,1.13,1.51,2.24
WSPM_0_3,1.0,1.01,,,1.05,,,,0.5,0.93,3.27,1.25,,,,1.07,1.53,3.2
WSPM_1_0,1.0,1.0,,,1.0,1.04,,1.2,0.79,2.34,0.6,2.76,1.86,,,1.12,1.44,2.11
WSPM_1_1,1.0,1.01,,,0.91,1.76,3.56,1.27,,1.82,,1.75,4.15,,,1.11,1.52,
WSPM_0_4,1.0,1.01,,,1.05,,,,,,,1.1,,4.89,,1.1,1.34,
WSPM_1_2,1.02,0.96,,,1.07,,,1.04,,1.93,,1.71,,,8.37,1.22,1.34,
PM10_0,1.0,1.0,1.19,1.68,1.0,1.07,1.77,1.17,1.1,1.81,0.99,2.37,1.79,1.04,1.6,1.21,1.18,1.64
PM10_1,1.0,1.0,,,1.02,0.79,,1.15,1.13,1.54,1.21,2.1,1.26,0.91,,1.0,1.79,2.63
PM10_2,1.0,1.01,,,1.03,,,1.21,,1.77,1.57,2.33,,,,0.74,1.88,8.6
