,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,0.81,,,,,0.9,0.96,1.32,0.95,0.72,,0.95,1.18,0.54,0.3,,0.84,0.73,0.87,0.49,0.67,0.54,0.36,0.75,0.68,,0.82,0.64,0.61
TEMP_0_1,,0.46,,,,1.3,0.84,0.64,0.71,0.6,,0.86,,,,,0.9,0.71,0.65,0.44,0.56,0.45,0.33,,1.8,,0.82,0.6,0.54
TEMP_0_0,,,0.36,0.13,0.36,1.1,,0.7,0.5,0.45,0.36,,0.49,,,0.36,1.08,0.63,0.86,0.45,0.74,0.44,0.32,,0.75,0.36,0.83,0.6,0.58
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,0.92,1.45,1.07,,,0.67,,,2.54,1.18,,0.97,1.11,,,,0.81,0.73,0.9,0.46,0.64,0.48,0.34,1.12,0.95,,0.8,0.64,0.7
PRES_1_3,0.97,0.81,,,,,0.52,,,1.34,,0.92,1.25,0.56,0.3,,1.08,0.78,0.69,0.5,0.66,0.57,0.35,0.58,0.6,,0.88,0.62,0.5
PRES_1_1,1.19,0.72,0.7,0.13,,,2.79,0.34,1.3,0.77,,1.18,0.66,,0.32,,0.84,0.69,0.95,0.4,0.53,0.57,0.32,,1.03,,0.81,0.7,0.65
PRES_1_0,1.24,0.97,0.61,,0.27,2.55,,1.35,0.33,0.34,0.27,1.08,0.83,,,0.27,0.9,0.6,0.68,0.49,1.43,0.45,0.34,,0.85,0.27,0.81,0.57,0.59
PRES_0_0,1.11,1.05,0.69,,,2.41,1.93,0.83,0.37,0.27,,1.09,0.85,0.27,0.18,,0.79,0.6,0.84,0.55,0.52,0.45,0.37,,,,0.82,0.58,0.49
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.96,0.86,,,,0.94,0.93,1.14,0.81,0.65,,0.86,4.88,1.12,0.54,,0.82,0.74,0.75,0.47,0.68,0.5,0.34,1.0,0.97,,0.82,0.62,0.58
DEWP_0_1,1.16,3.73,0.5,0.2,0.51,1.09,1.22,0.68,0.69,0.61,0.51,4.23,0.5,0.57,0.31,0.51,1.25,0.65,1.02,0.46,0.57,0.51,0.34,0.71,0.57,0.51,0.83,0.65,0.61
DEWP_0_0,0.81,,,,,,,,0.44,0.3,,,,0.08,0.06,,0.52,,,,,,,,,,0.68,0.54,
DEWP_1_0,0.81,,,,,,,,,,,,,,0.06,,0.63,,,,,,,,,,0.71,0.63,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,0.96,1.04,1.1,,,0.93,1.21,0.76,0.78,0.56,,0.93,1.15,0.35,0.16,,0.46,1.36,1.84,1.04,0.81,1.15,0.53,,,,0.89,0.57,0.41
WSPM_0_1,1.03,1.02,0.84,,0.6000000000000001,1.03,1.08,1.01,0.59,0.53,0.6000000000000001,1.03,0.92,,,0.6000000000000001,1.14,0.47,1.04,0.46,0.64,0.5,0.31,2.05,1.7,0.6000000000000001,0.78,0.57,0.73
WSPM_0_2,1.04,0.81,1.22,0.29,,1.01,0.88,0.96,0.69,0.42,,0.93,1.31,,,,3.38,1.15,0.4,0.58,1.02,0.55,0.39,,,,0.88,0.58,0.48
WSPM_0_0,1.04,0.99,0.78,,,0.92,1.08,0.9,0.88,1.01,,1.02,0.9,,,,1.36,0.66,0.91,0.34,0.73,0.43,0.27,1.74,1.45,,0.78,0.65,0.81
WSPM_1_2,1.03,0.87,1.13,,,0.99,1.0,0.78,1.4,1.13,,1.09,0.83,,,,2.43,0.72,1.01,0.37,0.32,0.42,0.31,,1.69,,0.76,0.99,
WSPM_1_1,1.05,0.95,0.78,,,0.86,1.06,1.08,0.91,0.71,,0.99,0.94,,,,1.24,0.71,1.12,0.36,0.66,0.27,0.3,,,,0.77,0.81,1.23
WSPM_1_0,1.0,1.02,0.91,,,0.94,1.11,1.03,0.81,0.78,,1.0,0.99,,,,1.14,0.63,0.86,0.38,0.72,0.5,0.28,,,,0.79,0.62,0.75
WSPM_0_4,0.81,,,,,1.23,0.62,,,,,0.99,0.91,0.22,0.16,,,1.26,,,,0.68,0.38,0.24,,,1.09,0.55,0.36
WSPM_1_3,0.92,1.45,1.02,,,1.23,0.77,0.94,1.0,,,1.17,0.73,,,,,,,0.37,0.54,,0.38,,0.19,,0.74,1.25,1.58
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.99,1.02,0.99,0.44,0.44999999999999996,0.92,1.06,0.92,0.91,0.83,0.44999999999999996,1.01,0.96,1.86,1.4,0.44999999999999996,1.03,0.68,0.83,0.42,0.62,0.47,0.32,1.59,0.82,0.44999999999999996,0.77,0.69,1.05
PM10_1,1.02,0.93,0.95,0.29,,1.04,0.99,0.88,0.66,0.47,,0.98,1.03,0.41,0.27,,0.76,0.81,0.72,0.58,0.65,0.53,0.42,0.67,0.71,,0.91,0.55,0.45
PM10_2,0.97,1.06,0.99,,,1.19,0.77,1.16,0.65,0.6,,0.95,1.03,0.39,0.15,,0.69,0.64,0.83,0.57,,0.66,0.35,0.54,0.43,,0.91,0.61,0.34
