,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.16,,,,,0.95,0.8,0.51,0.62,0.74,,1.01,0.65,0.55,0.83,,0.84,0.93,0.77,1.19,0.85,0.95,1.44,0.73,0.63,,1.09,1.16,0.96
TEMP_0_1,,1.72,,,,0.67,1.03,0.99,0.91,0.96,,1.22,,,,,0.85,1.0,1.08,1.4,1.1,1.17,1.65,,0.55,,1.18,1.4,1.22
TEMP_0_0,,,2.01,0.9,7.92,0.94,,0.89,1.37,1.36,7.92,,1.68,,,7.92,0.74,1.25,0.74,1.51,0.87,1.36,1.83,,0.68,7.92,1.21,1.33,1.05
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.06,0.55,0.62,,,1.33,,,0.32,0.43,,1.03,0.72,,,,0.89,0.98,0.77,1.33,0.94,1.13,1.58,0.48,0.5,,1.17,1.16,0.85
PRES_1_3,1.03,0.93,,,,,1.58,,,0.2,,1.1,0.64,0.55,0.9,,0.7,0.9,0.94,1.24,0.93,1.03,1.51,1.04,0.82,,1.09,1.29,1.25
PRES_1_1,0.77,1.16,0.95,1.77,,,0.23,2.1,0.67,0.91,,0.88,1.21,,1.63,,1.06,0.91,0.88,1.43,1.21,0.94,1.55,,0.82,,1.28,1.34,1.12
PRES_1_0,0.87,0.86,1.23,,5.34,0.28,,0.39,2.18,1.79,5.34,1.03,1.03,,,5.34,0.75,1.5,1.02,1.52,0.87,1.24,1.93,,0.8,5.34,1.27,1.46,1.11
PRES_0_0,1.0,0.82,1.12,,,0.68,0.27,0.52,1.72,2.48,,1.11,0.92,1.33,1.28,,1.11,1.16,1.0,1.07,0.66,0.99,1.44,,,,1.11,1.68,1.5
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.97,0.84,,,,0.89,0.82,0.54,0.7,0.78,,1.11,0.09,0.26,0.44,,0.84,0.92,0.85,1.21,0.82,1.01,1.46,0.56,0.52,,1.08,1.21,1.03
DEWP_0_1,0.84,0.17,1.42,1.14,5.49,0.87,0.62,1.0,0.96,1.02,5.49,0.16,1.62,,0.83,5.49,0.65,1.13,0.68,1.4,1.11,1.11,1.62,0.68,0.87,5.49,1.19,1.18,0.92
DEWP_0_0,1.66,,,,,,,,2.38,2.71,,,,5.99,6.24,,2.0,,,,,,,,,,1.1,2.07,
DEWP_1_0,1.74,,,,,,,,,,,,,,6.62,,2.45,,,,,,,,,,,2.12,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.06,0.76,0.55,,,1.01,0.69,0.72,0.79,0.92,,1.12,0.56,0.69,0.75,,1.69,0.62,,0.88,0.18,0.54,1.12,,,,1.09,1.44,1.24
WSPM_0_1,1.0,0.77,0.84,,4.11,0.96,0.76,0.65,1.01,1.11,4.11,1.02,0.93,,,4.11,0.43,1.69,0.47,1.41,0.92,1.26,2.02,0.35,0.45,4.11,1.22,1.22,0.99
WSPM_0_2,0.97,1.0,0.71,1.45,,0.85,1.0,0.6,0.95,0.73,,1.15,0.64,,,,,0.75,1.91,1.05,0.46,0.79,1.59,,,,1.25,1.46,0.95
WSPM_0_0,1.01,0.85,0.9,,,1.07,0.81,0.88,0.83,0.99,,1.09,0.91,,,,0.4,0.9,0.85,2.07,1.22,1.45,2.24,,0.82,,1.34,1.08,0.71
WSPM_1_2,1.05,0.97,0.67,,,1.04,0.89,1.08,0.63,1.17,,1.05,1.08,,,,0.72,1.07,0.54,1.75,2.21,1.19,1.28,,0.92,,1.34,1.41,
WSPM_1_1,1.06,0.91,0.88,,,1.1,0.79,0.77,0.95,1.08,,1.16,0.87,,,,0.4,1.16,0.8,1.78,1.17,2.44,1.93,,,,1.38,1.39,0.93
WSPM_1_0,1.1,0.84,0.85,,,1.1,0.84,0.8,0.99,1.01,,1.16,0.89,,,,0.55,1.1,0.84,2.01,1.06,1.24,2.3,,,,1.36,1.17,0.86
WSPM_0_4,1.39,,,,,0.84,1.5,,,,,1.06,1.15,1.07,1.3,,,0.36,,,,0.52,0.43,2.74,,,0.87,1.6,1.79
WSPM_1_3,1.27,0.6,0.79,,,0.87,1.23,0.84,0.97,,,1.02,1.26,,,,,,,0.99,0.4,,0.77,,3.16,,1.33,1.65,2.35
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.96,0.72,0.64,0.55,2.4899999999999998,0.93,0.73,0.71,0.72,0.81,2.4899999999999998,0.97,0.78,,,2.4899999999999998,0.64,1.04,0.69,1.44,1.2,1.22,1.61,0.38,0.81,2.4899999999999998,1.2,1.05,0.76
PM10_1,0.96,0.83,0.73,0.63,,0.89,0.79,0.61,0.96,0.96,,1.04,0.75,0.55,0.6,,1.01,0.98,1.03,1.05,0.26,0.78,1.51,0.78,0.18,,1.12,1.51,1.04
PM10_2,1.09,0.78,0.75,,,0.79,1.19,0.66,0.86,1.16,,1.1,0.88,0.64,0.85,,1.28,0.65,1.01,0.73,,0.54,1.08,1.1,0.33,,0.69,1.48,2.08
