,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.29,,,,,0.87,0.63,0.24,0.31,0.37,,0.97,0.41,0.23,0.34,,0.61,0.62,0.46,0.79,0.47,0.49,0.99,0.5,0.35,,0.96,0.85,0.61
TEMP_0_1,,2.52,,,,0.36,0.86,0.83,0.57,0.54,,1.19,,,,,0.52,0.59,0.78,0.91,0.65,0.63,1.05,,0.14,,0.92,1.09,0.62
TEMP_0_0,,,3.37,,,0.63,,0.69,1.34,1.07,,,2.3,,,,0.4,0.92,0.37,1.11,0.39,0.73,1.2,,0.29,,0.91,0.98,0.61
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.01,0.27,0.38,,,1.63,,,,0.05,,0.94,0.49,,,,0.64,0.65,0.43,0.96,0.52,0.65,1.11,0.21,0.2,,1.06,0.82,0.4
PRES_1_3,0.89,0.78,,,,,2.19,,,,,1.01,0.34,0.15,0.32,,0.38,0.54,0.64,0.71,0.49,0.46,0.88,0.86,0.49,,0.84,0.9,0.95
PRES_1_1,0.46,1.04,0.76,1.21,,,,3.64,,0.17,,0.58,1.17,,,,0.7,0.46,0.41,1.05,0.81,0.47,1.05,,0.34,,1.04,0.81,0.43
PRES_1_0,0.55,0.57,1.19,,,,,,3.76,1.3,,0.77,0.82,,,,0.37,1.08,0.64,0.89,0.2,0.53,1.24,,0.33,,0.91,1.09,0.53
PRES_0_0,0.69,0.49,0.93,,,0.09,,,1.4,4.58,,0.79,0.64,1.5,,,0.87,0.84,0.63,0.4,0.31,0.44,0.68,,,,0.55,1.51,1.07
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.92,0.72,,,,0.77,0.68,0.28,0.43,0.44,,1.19,,,,,0.64,0.61,0.6,0.84,0.43,0.57,1.04,0.29,0.22,,0.94,0.95,0.64
DEWP_0_1,0.6,,1.81,0.56,,0.62,0.35,0.87,0.71,0.59,,,2.31,,,,0.3,0.82,0.31,0.94,0.73,0.52,1.01,0.42,0.55,,1.0,0.79,0.52
DEWP_0_0,1.29,,,,,,,,,3.72,,,,21.33,,,1.97,,,,,,,,,,0.46,1.75,
DEWP_1_0,1.29,,,,,,,,,,,,,,22.68,,2.27,,,,,,,,,,,1.32,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,0.91,0.5,0.32,,,0.82,0.4,0.51,0.42,0.7,,1.0,0.3,0.52,0.48,,2.49,0.04,,0.1,,,0.28,,,,0.62,1.3,1.11
WSPM_0_1,0.81,0.48,0.62,,,0.72,0.5,0.31,0.78,0.63,,0.83,0.72,,,,0.05,2.41,0.05,0.37,0.17,0.31,1.16,,,,1.03,0.86,0.38
WSPM_0_2,0.74,0.81,0.34,,,0.6,0.76,0.33,0.6,0.51,,1.02,0.33,,,,,0.05,3.01,0.18,,0.13,0.55,,,,0.76,1.35,0.66
WSPM_0_0,0.75,0.56,0.66,,,0.81,0.48,0.57,0.49,0.32,,0.86,0.65,,,,0.04,0.25,0.11,3.14,0.52,0.94,3.29,,0.15,,1.28,0.39,0.16
WSPM_1_2,0.79,0.71,0.35,,,0.73,0.6,0.75,0.21,0.48,,0.76,0.85,,,,,0.24,,0.92,3.82,0.28,0.29,,,,1.29,0.41,
WSPM_1_1,0.76,0.59,0.6,,,0.86,0.46,0.39,0.41,0.44,,0.91,0.56,,,,,0.51,0.23,1.93,0.24,4.37,0.79,,,,1.29,0.59,0.19
WSPM_1_0,0.82,0.51,0.53,,,0.81,0.46,0.44,0.63,0.33,,0.9,0.57,,,,0.12,0.65,0.18,2.69,0.22,0.61,3.12,,,,1.19,0.57,0.32
WSPM_0_4,1.29,,,,,0.47,1.55,,,,,0.77,0.78,0.76,,,,,,,,,,5.62,,,0.28,1.39,1.67
WSPM_1_3,1.0,0.24,0.42,,,0.48,0.98,0.48,0.42,,,0.64,1.05,,,,,,,0.25,,,,,7.16,,1.18,0.43,0.79
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.87,0.51,0.43,0.19,,0.83,0.52,0.48,0.43,0.29,,0.87,0.62,,,,0.31,0.75,0.34,1.24,0.8,0.79,1.33,0.08,0.43,,1.34,0.44,0.1
PM10_1,0.79,0.62,0.48,,,0.65,0.57,0.36,0.67,0.8,,0.92,0.5,0.3,0.26,,0.86,0.58,0.83,0.33,0.08,0.23,0.67,0.6,0.06,,0.51,1.89,0.56
PM10_2,0.87,0.48,0.45,,,0.43,1.02,0.25,0.46,0.88,,0.91,0.53,,0.73,,1.12,0.32,0.66,0.22,,0.13,0.37,0.96,0.17,,0.09,0.89,3.33
