,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.97,0.35,,,,,0.53,0.23,0.43,0.07,,,,0.79,0.22,0.1,0.01,0.01,,0.34,0.3,0.18,0.19,0.18,0.28,0.1,0.04,0.01,,0.68,0.64,0.19
TEMP_0_0,0.38,0.98,,,,,0.23,0.59,0.21,0.12,,,,0.45,0.44,,0.12,0.17,,0.32,0.32,0.23,0.05,0.21,0.26,0.12,0.1,0.02,,0.74,0.59,0.16
TEMP_1_1,,,0.99,,,,0.55,,0.26,,0.36,,,0.24,0.02,0.75,,,,0.27,0.54,0.11,0.08,0.23,0.41,0.08,0.02,,,0.93,0.53,0.01
TEMP_0_2,,,,1.0,,,0.04,,,0.38,,0.61,,0.39,0.29,,,0.43,,0.11,0.2,0.12,0.47,0.2,0.23,0.09,0.08,,,0.67,0.48,0.23
TEMP_0_1,,,,,1.0,,0.09,0.21,0.08,0.55,,0.21,,0.04,,,0.97,,,0.1,0.06,0.65,,0.23,0.24,0.1,0.05,0.11,,0.65,0.63,0.4
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,0.58,0.28,0.31,0.01,0.01,0.03,0.98,0.05,0.26,0.01,,,0.03,0.65,0.12,0.27,0.02,0.02,0.03,0.3,0.36,0.19,0.16,0.17,0.3,0.06,0.04,0.01,0.03,0.68,0.66,0.19
PRES_1_1,0.44,0.81,,,0.04,,0.07,0.99,0.02,,,,,0.44,0.31,,0.17,0.19,,0.3,0.34,0.26,0.06,0.21,0.28,0.12,0.09,0.02,,0.71,0.58,0.19
PRES_1_0,0.69,0.47,0.18,,,,0.36,0.01,0.97,,,,,0.68,0.3,0.18,0.03,,,0.24,0.31,0.19,0.19,0.22,0.28,0.1,0.06,0.01,,0.83,0.58,0.09
PRES_1_2,0.39,0.48,,0.22,0.26,,0.03,,,1.0,,,,0.45,0.49,,0.24,,,0.29,0.19,0.19,0.15,0.29,0.3,0.15,0.08,0.04,,0.73,0.58,0.17
PRES_0_1,,,0.98,,,,,,,,0.98,,,,,0.98,,,,0.44,0.52,,,0.24,0.41,0.11,,,,0.9,0.49,
PRES_1_3,,,,0.79,0.21,,,,,,,1.0,,0.15,0.17,,0.21,0.55,,0.14,0.26,0.3,0.26,0.13,0.19,0.12,0.06,0.03,,0.72,0.39,0.35
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.72,0.44,0.1,0.05,,0.03,0.5,0.25,0.36,0.1,,0.01,0.03,0.99,0.15,,,,0.03,0.34,0.23,0.24,0.22,0.12,0.23,0.05,0.01,,0.03,0.61,0.68,0.23
DEWP_0_0,0.51,0.79,0.01,0.09,,,0.2,0.39,0.24,0.26,,0.04,,0.3,0.97,,,,,0.17,0.49,0.13,0.04,0.35,0.38,0.21,0.15,0.03,,0.9,0.41,0.05
DEWP_1_1,0.2,0.01,0.8,,,,0.51,,0.29,,0.38,,,,,0.99,,,,0.28,0.6,0.05,0.08,0.23,0.41,0.07,0.02,,,0.87,0.62,0.03
DEWP_0_2,0.09,0.46,,,0.54,,0.15,0.51,0.14,0.29,,0.11,,,,,1.0,,,0.28,0.09,0.47,,0.23,0.24,0.13,0.07,0.06,,0.71,0.57,0.32
DEWP_0_1,0.11,0.66,,0.34,,,0.09,0.63,,,,0.34,,,,,,1.0,,0.28,0.21,0.2,0.13,0.25,0.21,0.16,0.18,0.06,,0.81,0.45,0.19
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,0.56,0.52,0.16,0.02,0.02,,0.37,0.33,0.27,0.12,0.09,0.02,,0.58,0.18,0.16,0.1,0.08,,0.98,0.11,0.01,,0.05,0.21,0.03,,,,0.74,0.66,0.12
WSPM_0_1,0.4,0.4,0.32,0.05,0.01,,0.37,0.28,0.23,0.07,0.12,0.05,,0.38,0.33,0.34,0.03,0.05,,0.05,0.96,0.02,0.01,0.25,0.46,0.12,0.04,,,0.9,0.48,0.04
WSPM_0_3,0.39,0.52,0.1,0.04,0.18,,0.34,0.39,0.27,0.11,,0.08,,0.56,0.17,0.04,0.24,0.09,,0.02,0.04,0.99,,0.06,0.11,0.04,,,,0.5,0.72,0.37
WSPM_0_4,0.61,0.29,0.1,0.26,,,0.47,0.12,0.39,0.15,,0.11,,0.77,0.11,0.1,,0.09,,,0.02,,0.99,0.03,0.07,0.01,,,,0.5,0.8,0.31
WSPM_0_0,0.43,0.43,0.23,0.08,0.07,,0.35,0.23,0.27,0.21,0.1,0.03,,0.36,0.38,0.19,0.12,0.09,,0.13,0.29,0.07,0.02,0.81,0.76,0.23,0.11,,,0.92,0.38,0.07
WSPM_1_0,0.5,0.41,0.27,0.06,0.05,,0.37,0.25,0.32,0.14,0.1,0.03,,0.41,0.34,0.26,0.08,0.05,,0.13,0.48,0.09,0.04,0.51,0.57,0.1,0.05,,,0.86,0.45,0.09
WSPM_1_1,0.45,0.58,0.13,0.05,0.07,,0.31,0.36,0.21,0.19,0.06,0.06,,0.42,0.42,0.13,0.14,0.16,,0.25,0.31,0.11,,0.5,0.32,0.85,,,,0.97,0.46,
WSPM_1_2,0.41,0.61,0.05,0.09,0.05,,0.39,0.38,0.26,0.15,,0.06,,0.3,0.47,0.05,0.12,0.28,,,0.22,,,0.39,0.19,,0.93,,,0.94,0.38,
WSPM_1_3,0.26,0.48,,,0.36,,0.3,0.34,0.2,0.24,,0.12,,,0.3,,0.36,0.34,,,,,,0.25,,,,0.97,,0.99,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.42,0.45,0.23,0.07,0.04,,0.32,0.29,0.29,0.12,0.08,0.06,,0.42,0.32,0.19,0.1,0.11,,0.28,0.42,0.12,0.07,0.3,0.38,0.15,0.11,0.03,,0.98,0.37,0.04
PM10_1,0.54,0.46,0.15,0.06,0.05,,0.43,0.3,0.26,0.13,0.06,0.02,,0.59,0.19,0.19,0.08,0.06,,0.33,0.25,0.27,0.2,0.1,0.21,0.04,0.01,,,0.53,0.95,0.18
PM10_2,0.52,0.5,,0.12,0.14,,0.49,0.34,0.21,0.11,,0.15,,0.65,0.07,,0.22,0.11,,0.17,0.03,0.51,0.3,,0.06,,,,,0.06,0.63,0.93
