,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PRES_0_1,0.98,0.97,,,0.98,0.97,1.22,0.98,1.01,0.98,0.97,0.98,0.97,0.97,1.08,0.99,0.97,0.97
PRES_0_0,0.01,,,,0.01,,,0.02,0.01,,,,,,,0.01,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,0.91,0.92,0.88,,0.84,,,0.96,0.85,0.92,0.84,0.92,1.08,0.84,0.88,0.92,0.89,0.86
DEWP_1_0,0.08,0.08,,,,0.01,,0.05,0.62,0.08,,0.08,0.03,,,0.08,0.12,
DEWP_0_0,,0.01,,,,,,,,,,,,,,,,
WSPM_0_1,0.43,0.43,0.52,,0.45,0.28,,0.19,,,,0.78,2.04,,,0.43,0.43,0.51
WSPM_0_2,0.18,0.19,0.07,,0.17,1.33,,,0.03,,,0.7,,,,0.19,0.17,
WSPM_0_0,0.11,0.11,,,0.11,0.11,,,,0.02,,0.03,0.15,,,0.11,0.11,
WSPM_0_3,0.09,0.09,,,0.08,,,,,,0.01,0.52,,,,0.11,0.07,0.03
WSPM_1_0,0.08,0.08,,,0.08,0.08,,0.14,0.3,0.02,0.51,0.03,,,,0.08,0.1,
WSPM_1_1,0.05,0.05,,,0.06,0.02,0.01,0.35,,0.04,,,,,,0.04,0.07,
WSPM_0_4,0.04,0.04,,,0.04,,,,,,,,,,,0.04,0.05,
WSPM_1_2,0.01,0.01,,,0.01,,,,,,,,,,,0.01,,
PM10_0,0.67,0.68,0.47,,0.68,0.63,0.48,0.67,0.68,0.66,0.8,0.67,0.6,0.69,0.48,0.49,2.89,
PM10_1,0.29,0.29,,,0.28,0.42,,0.29,0.28,0.3,0.21,0.29,0.39,0.37,,1.25,0.1,0.25
PM10_2,0.01,0.01,,,0.01,,,0.01,,,,,,,,,0.01,
