,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,2.33,,,,,2.77,3.96,5.48,9.6,24.6,,1.48,3.01,536.24,3080.17,,6.25,7.74,8.28,34.57,20.34,44.36,103.43,32.89,48.88,,2.44,7.54,21.06
TEMP_0_1,,21.93,,,,1.18,5.49,18.83,17.3,34.87,,1.8,,,,,5.43,7.69,14.05,40.79,28.55,57.47,116.53,,22.62,,2.41,9.18,28.13
TEMP_0_0,,,57.4,14004.13,1344396.3599999999,2.06,,14.58,36.72,65.36,1344396.3599999999,,16.16,,,1344396.3599999999,3.83,11.02,6.49,42.88,16.55,69.47,131.6,,42.55,1344396.3599999999,2.35,8.08,20.48
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.82,2.45,6.61,,,5.12,,,1.82,7.81,,1.43,3.49,,,,6.63,8.04,7.79,40.17,22.93,58.32,117.57,13.81,27.88,,2.64,7.22,15.56
PRES_1_3,1.62,6.74,,,,,13.62,,,2.12,,1.54,2.54,463.05,3125.25,,3.85,6.48,11.27,32.87,21.21,43.99,100.63,56.99,69.57,,2.12,8.14,31.36
PRES_1_1,0.84,9.02,13.15,37597.7,,,0.28,75.31,6.96,25.35,,0.87,8.35,,6665.52,,7.34,6.14,7.99,40.79,32.47,33.94,98.55,,50.03,,2.56,7.36,20.71
PRES_1_0,0.99,4.95,20.67,,839505.24,0.2,,2.86,89.56,109.76,839505.24,1.16,5.82,,,839505.24,4.1,14.32,11.68,40.23,11.22,58.18,134.25,,49.68,839505.24,2.48,9.34,21.41
PRES_0_0,1.24,4.23,16.14,,,0.8,0.39,5.17,55.03,197.46,,1.24,4.58,2167.2,5705.56,,7.7,9.35,9.74,21.04,12.06,39.91,78.39,,,,1.92,10.96,36.18
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
