,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,0.75,,,,,0.93,1.06,1.95,1.13,0.67,,1.03,1.57,0.38,0.13,,0.86,0.68,0.92,0.31,0.58,0.39,0.17,0.65,0.61,,0.79,0.52,0.48
TEMP_0_1,,0.34,,,,2.89,1.11,0.71,0.88,0.66,,1.19,,,,,1.38,0.94,0.74,0.36,0.58,0.41,0.21,,3.58,,1.12,0.6,0.53
TEMP_0_0,,,0.24,0.05,0.09,2.14,,1.0,0.48,0.41,0.09,,0.45,,,0.09,2.27,0.79,1.66,0.41,1.16,0.43,0.22,,1.21,0.09,1.33,0.74,0.75
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.08,2.58,1.48,,,0.57,,,11.61,2.36,,1.21,1.53,,,,0.9,0.75,1.11,0.3,0.6,0.34,0.17,1.67,1.28,,0.84,0.59,0.73
PRES_1_3,1.4,0.99,,,,,0.4,,,5.02,,1.27,2.37,0.58,0.16,,1.81,1.04,0.81,0.42,0.73,0.55,0.22,0.5,0.6,,1.19,0.62,0.42
PRES_1_1,3.08,1.0,1.03,0.04,,,21.29,0.22,4.0,1.36,,2.82,0.89,,0.18,,1.35,1.24,1.78,0.39,0.59,0.83,0.26,,1.63,,1.29,0.98,0.93
PRES_1_0,3.05,1.87,0.73,,0.06,19.68,,4.74,0.21,0.26,0.06,2.29,1.36,,,0.06,1.94,0.73,1.01,0.51,3.77,0.5,0.25,,1.49,0.06,1.38,0.69,0.81
PRES_0_0,2.74,2.46,1.06,,,10.31,15.1,2.65,0.35,0.16,,2.54,1.79,0.19,0.11,,1.42,0.96,1.65,0.87,1.01,0.62,0.39,,,,1.73,0.74,0.57
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,1.0,0.81,,,,0.99,0.95,1.47,0.8,0.54,,0.81,40.65,1.83,0.43,,0.79,0.67,0.67,0.28,0.59,0.33,0.15,1.1,1.08,,0.77,0.45,0.42
DEWP_0_1,2.1,28.86,0.37,0.07,0.12,1.77,2.42,0.71,0.75,0.59,0.12,45.35,0.38,,0.2,0.12,2.4,0.7,1.77,0.37,0.55,0.48,0.21,0.89,0.55,0.12,1.08,0.74,0.7
DEWP_0_0,3.11,,,,,,,,0.94,0.42,,,,0.03,0.02,,1.29,,,,,,,,,,3.23,1.39,
DEWP_1_0,3.77,,,,,,,,,,,,,,0.02,,1.93,,,,,,,,,,,2.13,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.48,1.73,2.14,,,1.38,2.35,1.1,1.11,0.56,,1.39,2.56,0.27,0.08,,0.34,3.87,,2.12,2.73,3.42,0.58,,,,1.38,0.54,0.34
WSPM_0_1,1.68,1.69,1.13,,0.18,1.62,1.86,1.78,0.63,0.5,0.18,1.69,1.31,,,0.18,3.18,0.35,2.33,0.41,0.86,0.45,0.16,5.51,4.6,0.18,1.01,0.61,0.92
WSPM_0_2,1.93,1.16,2.4,0.11,,1.94,1.37,1.91,0.95,0.52,,1.53,3.0,,,,,3.14,0.28,0.85,2.79,0.82,0.36,,,,1.37,0.61,0.56
WSPM_0_0,2.16,1.9,1.24,,,1.69,2.36,1.47,1.5,1.68,,2.04,1.66,,,,4.86,1.17,1.92,0.23,0.98,0.39,0.15,,2.84,,1.21,1.06,1.65
WSPM_1_2,2.15,1.54,2.57,,,1.94,1.99,1.15,3.65,2.24,,2.37,1.36,,,,14.04,1.26,4.19,0.31,0.2,0.53,0.28,,4.09,,1.18,2.2,
WSPM_1_1,2.52,2.06,1.51,,,1.79,2.66,2.43,1.77,1.19,,2.22,2.15,,,,5.67,1.26,3.43,0.31,1.06,0.17,0.24,,,,1.36,1.51,2.98
WSPM_1_0,2.32,2.37,1.86,,,1.99,2.84,2.25,1.47,1.54,,2.26,2.26,,,,3.67,1.13,2.12,0.34,1.43,0.7,0.19,,,,1.44,1.13,1.66
WSPM_0_4,1.56,,,,,3.63,0.91,,,,,2.54,1.83,0.19,0.09,,,7.25,,,,1.87,0.88,0.13,,,3.46,0.77,0.36
WSPM_1_3,2.29,5.85,2.84,,,4.1,1.63,2.38,2.27,,,3.76,1.45,,,,,,,0.7,1.78,,0.8,,0.1,,1.62,3.28,2.92
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.14,1.23,1.18,0.29,0.12,1.0,1.33,0.99,0.99,0.9,0.12,1.19,1.08,,,0.12,1.41,0.6,0.97,0.23,0.45,0.28,0.14,3.09,0.71,0.12,0.7,0.65,1.47
PM10_1,1.53,1.26,1.32,0.15,,1.57,1.46,1.35,0.69,0.39,,1.4,1.57,0.32,0.15,,0.87,1.02,0.77,0.61,1.25,0.58,0.29,0.7,1.51,,1.26,0.44,0.4
PM10_2,1.85,2.18,1.9,,,2.95,1.12,2.69,1.01,0.67,,1.8,2.05,0.52,0.09,,0.92,1.38,1.36,1.07,,1.76,0.36,0.61,0.86,,2.5,0.75,0.23
