,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.35,,0.98,0.53,0.26,0.81,0.65,0.58,0.55,0.54,0.47,0.45,0.34,0.91,0.73,0.31
PRES_0_1,1.01,1.0,,,0.99,0.54,0.29,0.82,0.67,0.58,0.55,0.54,0.47,0.45,0.36,0.92,0.74,0.31
PRES_0_0,23.65,,1.0,,22.88,,,21.01,10.05,,,,,,3.09,17.91,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.07,1.07,0.37,,1.0,,,0.89,0.67,0.62,0.56,0.58,0.54,0.46,0.36,0.97,0.77,0.32
DEWP_1_0,6.58,6.51,,,,1.0,,4.28,12.11,3.76,,3.49,1.98,,,5.78,5.85,
DEWP_0_0,59.49,64.65,,,,,1.1,,,,,,10.13,,,44.49,,
WSPM_0_1,1.89,1.88,0.73,,1.89,0.81,,1.03,,,,1.4,1.73,,,1.71,1.38,0.66
WSPM_0_2,3.58,3.61,0.79,,3.36,5.06,,,1.01,,,3.83,,,,3.3,2.5,
WSPM_0_0,5.23,5.18,,,5.12,2.72,,,,1.25,,1.41,3.11,,,4.69,3.88,
WSPM_0_3,5.99,5.91,,,5.6,,,,,,1.01,7.48,,,,5.95,3.71,1.16
WSPM_1_0,6.44,6.39,,,6.3,3.44,,6.58,7.92,1.98,9.0,1.91,,,,5.62,5.38,
WSPM_1_1,9.78,9.66,,,10.38,3.35,1.01,23.62,,4.83,,,1.11,,,8.19,8.99,
WSPM_0_4,10.88,10.75,,,10.18,,,,,,,,,1.0,,9.89,9.1,
WSPM_1_2,25.11,26.15,3.38,,24.42,,,,,,,,,,1.04,18.97,,
PM10_0,1.35,1.35,0.39,,1.32,0.7,0.29,1.08,0.89,0.77,0.81,0.73,0.6,0.62,0.39,1.04,2.04,
PM10_1,2.53,2.5,,,2.44,1.62,,2.08,1.63,1.5,1.19,1.3,1.34,1.29,,4.78,1.1,0.72
PM10_2,34.69,34.27,,,32.87,,,26.51,,,10.89,,,,,,24.43,1.32
