,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,0.53,1.0,0.96,0.46,0.73,0.83,0.33,0.89,0.19,0.38,0.93,0.59,0.78,0.52,0.23
PRES_0_1,1.0,0.98,,,1.0,0.94,0.5,0.73,0.85,0.33,0.87,0.19,0.38,0.92,0.62,0.78,0.51,0.22
PRES_0_0,1.08,,0.02,,0.99,,,0.77,0.36,0.9,,0.22,,,0.14,0.73,1.41,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.0,1.0,0.91,0.48,0.92,32.65,,0.76,0.76,0.34,0.81,0.19,0.45,0.85,0.54,0.78,0.51,0.23
DEWP_1_0,1.0,0.98,,,,0.08,0.06,0.48,7.68,0.3,,0.19,0.15,,,0.77,0.63,0.53
DEWP_0_0,1.26,1.24,,,,0.21,0.01,0.73,,0.17,,0.13,0.12,,,0.85,0.71,
WSPM_0_1,1.0,1.0,1.22,,1.04,0.64,0.39,0.44,5.04,0.37,,0.18,0.38,,1.14,0.77,0.51,0.24
WSPM_0_2,1.0,1.03,0.35,0.11,0.92,5.02,,4.52,0.19,0.9,5.3,0.38,1.26,,,0.76,0.49,0.29
WSPM_0_0,1.0,0.99,,,1.0,0.92,0.39,0.82,1.76,0.13,2.98,0.09,0.31,,0.49,0.76,0.58,0.17
WSPM_0_3,1.0,0.98,,,0.91,,,,9.28,1.42,0.09,0.57,,,,0.9,0.44,0.12
WSPM_1_0,1.0,0.99,,,1.0,0.9,,0.67,1.51,0.19,2.12,0.13,0.61,,,0.74,0.56,0.2
WSPM_1_1,1.0,0.98,,,1.16,0.38,0.1,0.65,,0.17,,0.14,0.06,,,0.76,0.58,
WSPM_0_4,1.0,0.98,,,0.91,,,,,,,1.53,,0.04,,0.81,0.61,
WSPM_1_2,1.08,1.09,,,0.99,,,1.71,,0.26,,0.44,,,0.02,0.73,3.16,
PM10_0,1.0,1.01,0.7,0.35,1.0,0.89,0.39,0.71,0.84,0.34,1.08,0.19,0.4,0.93,0.47,0.68,0.71,0.56
PM10_1,1.0,0.99,,,0.97,1.44,,0.77,0.8,0.31,0.62,0.18,0.34,1.23,,1.01,0.31,0.12
PM10_2,1.0,0.98,,,0.94,,,0.88,,0.36,0.33,0.19,,,,1.35,0.34,0.01
