,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.47,0.67,,,0.52,0.75,1.42,1.33,,,0.56,0.6,1.83,,0.56,0.5,0.59,0.72,0.46,1.21,1.82,3.27,0.55,0.51,0.64
TEMP_0_0,0.59,0.37,,,0.55,0.49,2.59,0.52,,,0.71,0.47,0.56,,0.5,0.44,0.54,0.68,0.39,0.66,0.85,1.0,0.47,0.47,0.58
TEMP_1_1,,,0.14,,0.72,1.48,0.15,,,,0.2,0.4,,0.27,0.23,0.22,0.23,0.27,0.19,0.52,,,0.22,0.21,0.32
TEMP_0_2,,,,0.03,,,,,0.03,0.06,,,0.05,,0.08,0.07,0.1,0.15,0.06,0.1,,,0.08,0.07,0.09
PRES_0_0,0.53,0.62,2.28,,0.5,1.0,,2.48,,,0.59,0.63,1.47,,0.61,0.55,0.65,0.79,0.51,1.13,1.6,1.73,0.59,0.54,0.63
PRES_1_0,0.3,0.25,,,0.39,0.19,,,,,0.42,0.27,0.42,,0.29,0.26,0.33,0.4,0.21,0.42,0.58,,0.27,0.29,0.4
PRES_0_1,0.54,0.73,0.17,,,,0.16,,,,0.21,0.44,,0.31,0.24,0.24,0.26,0.32,0.21,0.6,0.54,,0.23,0.22,0.36
PRES_1_1,0.27,0.17,,,0.58,,,0.13,,,0.54,0.22,0.21,,0.24,0.18,0.2,0.26,0.17,0.3,0.61,,0.2,0.22,0.32
PRES_1_3,,,,0.03,,,,,0.03,,,,0.04,,0.08,0.06,0.09,0.12,0.05,0.08,,,0.06,0.07,0.08
PRES_1_2,,,,0.01,,,,,,,,,0.01,,0.01,,,,0.01,,,,,0.01,
DEWP_1_0,0.53,0.74,0.62,,0.58,0.84,0.6,3.1,,,0.44,0.84,4.53,,0.51,0.51,0.59,0.72,0.44,1.13,,,0.53,0.48,0.6
DEWP_0_0,0.51,0.48,1.45,,0.54,0.58,1.55,0.71,,,0.81,0.42,,,0.54,0.46,0.54,0.67,0.42,1.04,1.16,1.07,0.49,0.5,0.72
DEWP_0_1,0.39,0.21,,0.22,0.34,0.29,,0.24,0.23,0.4,,,0.15,,0.28,0.22,0.29,0.32,0.19,0.25,0.46,,0.25,0.23,0.25
DEWP_1_1,,,0.01,,,,0.01,,,,,,,0.01,0.02,0.02,0.02,,0.02,,,,0.02,0.02,
WSPM_0_1,0.53,0.56,0.79,1.14,0.56,0.66,0.76,1.04,1.31,1.46,0.51,0.62,0.95,1.32,0.42,0.6,0.6,0.96,0.45,1.5,,,0.53,0.46,0.57
WSPM_0_0,0.27,0.26,0.42,0.61,0.29,0.33,0.42,0.36,0.6,,0.29,0.27,0.43,,0.35,0.18,0.28,0.37,0.17,0.84,1.13,,0.23,0.26,0.37
WSPM_1_1,0.22,0.23,0.33,0.51,0.24,0.28,0.33,0.3,0.49,,0.25,0.21,0.35,,0.23,0.15,0.14,0.55,0.15,0.67,,,0.19,0.2,0.28
WSPM_1_2,0.21,0.23,0.29,0.5,0.22,0.27,0.31,0.31,0.61,,0.27,0.21,0.31,,0.25,0.2,0.3,0.12,0.31,0.84,,,0.18,0.2,0.38
WSPM_1_0,0.17,0.17,0.27,0.34,0.18,0.21,0.25,0.25,0.34,,0.18,0.18,0.25,,0.17,0.12,0.23,0.35,0.11,0.48,,,0.15,0.15,0.22
WSPM_0_2,0.18,0.13,0.34,0.26,0.15,0.17,0.35,0.18,0.24,,0.19,0.17,0.14,,0.91,0.2,0.29,0.31,0.18,0.07,,,0.16,0.13,0.11
WSPM_1_3,0.07,0.04,,,0.08,0.04,0.06,0.05,,,,0.04,0.05,,,0.05,,,,,0.01,,0.04,0.05,
WSPM_0_3,0.02,0.02,,,0.02,,,,,,,0.02,,,,,,,,,,0.01,,0.02,0.01
PM10_0,0.63,0.6,0.9,1.31,0.68,0.73,0.86,0.85,1.31,,0.69,0.6,0.92,1.71,0.61,0.49,0.65,0.7,0.45,1.34,1.35,,0.49,0.63,1.6
PM10_1,0.54,0.57,0.83,1.14,0.55,0.7,0.82,0.92,1.26,1.46,0.54,0.61,0.86,1.81,0.52,0.51,0.53,0.79,0.45,0.85,1.23,1.55,0.61,0.43,0.55
PM10_2,0.16,0.15,0.32,0.48,0.16,0.2,0.33,0.32,0.58,,0.18,0.2,0.22,,0.17,0.16,0.2,0.21,0.14,0.16,,0.3,0.19,0.15,0.09
