,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,8.06,4.05,,,,72594.6,7.68,3.07,11.95,4.85,,,72594.6,4.17,6.68,3.59,0.9,1.04,72594.6,6.26,6.09,5.74,12.62,57.01,150.7,68.29,42.39,75.44,72594.6,2.38,6.56,31.53
TEMP_0_0,4.47,8.52,0.19,,,,3.55,7.91,6.16,8.22,,,,2.48,14.03,0.27,12.3,20.25,,6.15,7.33,7.32,3.65,76.51,165.45,102.55,93.85,115.3,,2.61,6.03,25.49
TEMP_1_1,,,30.38,,,,7.22,,7.42,,94.77,,,1.19,0.86,25.8,,,,5.28,10.94,3.28,5.18,77.22,229.83,64.06,12.45,,,3.1,5.34,3.17
TEMP_0_2,,,,192.24,,,0.67,,,26.96,,195.79,,2.12,8.73,,,52.47,,2.32,4.17,3.81,30.64,60.6,130.38,74.13,72.29,,,2.32,5.04,33.53
TEMP_0_1,,,,,313.42,,1.75,2.92,2.7,37.99,,65.67,,0.32,,,95.79,,,1.96,1.41,20.58,,70.47,128.45,74.08,48.34,624.16,,2.36,6.74,66.51
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,4.92,2.91,9.79,1.26,2.31,90461.76000000001,12.44,1.12,8.8,0.62,,,90461.76000000001,3.33,4.31,9.48,1.89,2.1,90461.76000000001,5.65,7.43,6.18,10.91,56.79,163.83,47.91,38.26,43.87,90461.76000000001,2.43,6.61,28.07
PRES_1_1,4.48,7.35,,,12.09,,1.59,12.64,1.03,,,,,2.35,9.32,,16.88,23.81,,5.91,7.16,8.24,4.18,69.25,165.57,93.31,77.18,121.31,,2.48,6.14,32.54
PRES_1_0,6.2,4.77,5.67,,,,6.39,0.38,24.57,,,,,3.68,10.22,6.38,3.0,,,4.51,7.0,6.16,12.39,76.23,174.07,76.52,60.97,96.85,,2.84,6.05,14.29
PRES_1_2,4.28,4.41,,41.48,80.7,,0.65,,,69.03,,,,2.58,15.01,,24.06,,,5.54,4.49,5.87,9.22,89.74,166.76,119.05,78.02,224.44,,2.58,5.95,28.63
PRES_0_1,,,29.65,,,,,,,,248.85,,,,,33.09,,,,8.77,10.42,,,70.62,219.62,83.9,,,,3.01,4.68,4.24
PRES_1_3,,,,152.3,65.78,,0.94,,,,,318.57,,0.89,5.26,,20.61,67.63,,2.88,5.37,9.77,17.61,44.7,111.78,97.75,54.47,146.83,,2.43,4.75,51.6
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,6.42,4.58,3.23,10.26,0.97,56784.86,7.06,3.4,10.2,7.09,,4.02,56784.86,4.96,6.06,,,,56784.86,6.3,5.11,7.56,14.62,42.83,138.31,40.51,14.88,,56784.86,2.23,6.77,33.73
DEWP_0_0,5.21,7.15,0.39,17.38,,,3.33,5.16,6.57,17.7,,12.7,,2.24,26.98,,,,,3.76,10.52,4.38,3.12,111.63,212.77,163.82,141.42,157.05,,3.03,4.74,12.54
DEWP_1_1,1.6,0.17,24.65,,,,6.88,,8.8,,100.12,,,,,33.9,,,,5.6,11.96,1.67,5.47,78.8,235.21,56.51,16.44,,,2.96,6.09,6.44
DEWP_0_2,1.19,4.08,,,171.13,,2.44,6.8,4.53,20.24,,36.76,,,,,98.37,,,5.3,1.99,14.42,,72.62,136.95,99.39,61.28,349.36,,2.5,6.35,51.91
DEWP_0_1,1.51,5.66,,65.97,,,1.5,8.28,,,,109.6,,0.23,0.63,,,122.37,,5.44,4.97,6.39,8.18,78.67,120.3,121.07,159.79,376.71,,2.78,4.97,29.36
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,5.33,4.82,5.14,4.54,5.94,,5.03,4.39,7.64,8.29,23.89,7.09,,2.97,6.32,5.49,9.44,10.07,,16.63,4.33,0.39,,25.24,143.73,28.32,8.25,,,2.65,6.58,17.61
WSPM_0_1,3.83,3.68,9.87,9.32,3.23,,5.12,3.67,6.84,4.6,32.33,15.48,,2.12,10.47,11.96,2.6,6.24,,2.04,17.55,1.56,1.85,106.27,279.47,115.53,56.75,,,3.01,5.11,9.12
WSPM_0_3,3.79,5.03,3.32,7.68,55.33,,4.88,5.23,7.64,8.29,,25.93,,2.89,5.74,1.44,23.36,10.48,,0.9,1.52,29.24,,26.05,78.1,37.42,,,,1.93,7.07,53.95
WSPM_0_4,5.16,3.37,3.14,50.68,,,6.67,1.66,10.61,10.84,,34.38,,3.88,3.89,3.5,,11.51,,,0.8,,62.73,14.22,49.34,19.04,,,,1.92,7.6,44.24
WSPM_0_0,4.06,4.14,7.32,15.71,21.85,,5.73,3.07,7.13,14.3,26.91,11.11,,2.24,11.16,6.68,11.64,11.5,,3.53,7.08,2.83,2.08,194.13,310.88,162.84,99.58,,,2.95,4.77,20.86
WSPM_1_0,4.41,3.98,8.55,12.41,14.69,,5.78,3.25,8.57,9.38,24.69,10.66,,2.48,10.23,8.78,7.67,6.27,,3.24,9.67,3.22,3.23,134.19,255.81,91.71,51.3,,,2.85,5.2,19.88
WSPM_1_1,4.01,5.37,4.0,9.7,20.87,,5.05,4.89,5.51,12.85,15.08,17.82,,2.33,12.22,4.37,14.12,19.2,,4.81,5.55,3.85,2.68,119.98,153.67,462.05,72.36,,,3.12,5.0,
WSPM_1_2,4.01,5.43,1.68,18.09,16.21,,6.35,5.2,8.73,10.28,,20.36,,2.03,13.71,1.87,11.65,33.83,,5.34,5.74,,,115.5,139.08,32.48,657.13,,,3.04,4.82,
WSPM_1_3,2.48,4.66,,,113.5,,3.85,4.28,6.77,16.46,,39.33,,,8.36,,35.56,41.23,,,,,,101.63,46.25,,,4950.31,,3.16,,14.67
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,3.98,4.16,7.21,14.18,14.1,,4.82,3.76,8.1,8.53,20.94,19.11,,2.39,9.73,6.71,9.54,13.3,,5.65,8.57,4.05,4.89,95.38,206.22,114.06,97.33,169.66,,3.14,4.56,10.23
PM10_1,5.0,4.51,4.61,11.35,17.17,,5.82,4.05,7.48,8.77,15.58,7.97,,2.99,6.44,6.45,7.57,6.98,,6.0,5.78,8.41,12.79,40.14,134.94,43.51,6.13,,,2.17,8.36,29.19
PM10_2,4.74,5.23,,22.45,44.03,,6.69,4.71,6.49,8.7,,48.48,,3.28,3.0,,22.09,13.19,,3.16,0.97,15.42,18.74,3.27,40.45,,,,,0.56,7.02,120.7
