,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,0.66,,,,,0.81,0.97,1.67,1.28,1.08,,0.74,1.22,1.55,1.04,,0.93,0.83,1.05,0.67,0.94,0.85,0.56,1.15,1.21,,0.7,0.67,0.82
TEMP_0_1,,0.21,,,,0.51,0.37,0.36,0.41,0.39,,0.29,,,,,0.43,0.35,0.34,0.26,0.34,0.31,0.22,,1.26,,0.3,0.26,0.32
TEMP_0_0,,,0.13,0.17,0.6900000000000001,0.29,,0.27,0.19,0.2,0.6900000000000001,,0.15,,,0.6900000000000001,0.36,0.21,0.32,0.18,0.31,0.21,0.15,,0.41,0.6900000000000001,0.21,0.18,0.23
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,0.55,1.15,0.97,,,0.44,,,3.29,1.43,,0.57,0.85,,,,0.67,0.61,0.82,0.46,0.67,0.56,0.39,1.28,1.25,,0.5,0.5,0.71
PRES_1_3,0.41,0.45,,,,,0.27,,,1.13,,0.37,0.67,0.86,0.53,,0.61,0.46,0.44,0.35,0.48,0.46,0.29,0.46,0.55,,0.38,0.33,0.34
PRES_1_1,0.27,0.21,0.23,0.15,,,0.86,0.11,0.55,0.34,,0.25,0.19,,0.3,,0.25,0.22,0.31,0.15,0.19,0.25,0.14,,0.46,,0.18,0.19,0.24
PRES_1_0,0.25,0.26,0.19,,0.44999999999999996,0.69,,0.46,0.11,0.13,0.44999999999999996,0.21,0.22,,,0.44999999999999996,0.26,0.17,0.21,0.17,0.55,0.18,0.13,,0.4,0.44999999999999996,0.18,0.15,0.2
PRES_0_0,0.17,0.21,0.15,,,0.4,0.45,0.23,0.09,0.07,,0.16,0.17,0.15,0.12,,0.16,0.13,0.19,0.14,0.14,0.13,0.11,,,,0.13,0.11,0.12
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.85,1.02,,,,0.94,1.04,1.61,1.2,1.09,,0.75,6.33,3.87,2.16,,1.0,0.92,1.01,0.71,1.06,0.87,0.59,1.69,1.88,,0.77,0.7,0.87
DEWP_0_1,0.45,2.2,0.29,0.4,1.56,0.47,0.6,0.41,0.43,0.43,1.56,1.94,0.25,,0.54,1.56,0.66,0.35,0.6,0.3,0.38,0.39,0.26,0.53,0.49,1.56,0.34,0.33,0.4
DEWP_0_0,0.02,,,,,,,,0.02,0.01,,,,0.01,0.01,,0.02,,,,,,,,,,0.02,0.01,
DEWP_1_0,0.01,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,0.01,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,0.33,0.48,0.58,,,0.36,0.53,0.43,0.45,0.35,,0.31,0.54,0.44,0.24,,0.21,0.77,,0.72,0.52,0.99,0.39,,,,0.33,0.25,0.24
WSPM_0_1,0.36,0.47,0.44,,1.5,0.39,0.47,0.57,0.34,0.34,1.5,0.35,0.4,,,1.5,0.6,0.22,0.56,0.28,0.41,0.34,0.2,1.24,1.38,1.5,0.28,0.25,0.42
WSPM_0_2,0.28,0.29,0.5,0.38,,0.31,0.3,0.42,0.32,0.22,,0.25,0.45,,,,,0.52,0.15,0.3,0.52,0.31,0.23,,,,0.25,0.2,0.22
WSPM_0_0,0.22,0.27,0.24,,,0.21,0.28,0.28,0.29,0.38,,0.2,0.24,,,,0.39,0.2,0.3,0.11,0.25,0.16,0.1,,0.62,,0.17,0.18,0.29
WSPM_1_2,0.2,0.22,0.32,,,0.21,0.24,0.23,0.43,0.44,,0.2,0.2,,,,0.88,0.2,0.4,0.12,0.1,0.17,0.11,,0.75,,0.15,0.29,
WSPM_1_1,0.15,0.18,0.17,,,0.14,0.19,0.24,0.21,0.19,,0.14,0.18,,,,0.27,0.14,0.27,0.08,0.16,0.07,0.08,,,,0.11,0.15,0.29
WSPM_1_0,0.14,0.19,0.19,,,0.15,0.2,0.22,0.19,0.22,,0.14,0.18,,,,0.22,0.13,0.2,0.09,0.19,0.14,0.07,,,,0.12,0.12,0.19
WSPM_0_4,0.1,,,,,0.17,0.1,,,,,0.12,0.15,0.11,0.09,,,0.26,,,,0.18,0.1,0.06,,,0.15,0.09,0.07
WSPM_1_3,0.08,0.18,0.14,,,0.12,0.09,0.13,0.14,,,0.1,0.08,,,,,,,0.06,0.09,,0.07,,0.04,,0.07,0.15,0.22
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.73,1.01,1.1,1.88,2.79,0.76,0.99,1.07,1.1,1.23,2.79,0.73,0.91,,,2.79,1.07,0.71,0.94,0.52,0.79,0.66,0.45,2.34,1.3,2.79,0.59,0.67,1.43
PM10_1,0.45,0.55,0.63,0.63,,0.51,0.55,0.63,0.48,0.37,,0.42,0.58,0.63,0.49,,0.46,0.5,0.47,0.45,0.48,0.47,0.37,0.56,0.66,,0.43,0.3,0.34
PM10_2,0.21,0.3,0.32,,,0.29,0.2,0.4,0.23,0.22,,0.2,0.29,0.35,0.15,,0.2,0.21,0.27,0.23,,0.34,0.15,0.22,0.22,,0.23,0.17,0.12
