,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,0.99,0.28,0.15,0.97,0.48,0.24,0.85,0.63,0.74,0.5,0.86,0.53,0.39,0.31,0.97,0.85,0.39
PRES_0_1,1.0,1.0,,,0.97,0.48,0.23,0.85,0.62,0.74,0.51,0.86,0.53,0.39,0.3,0.97,0.86,0.4
PRES_0_0,1.54,,3.55,,1.55,,,1.2,1.57,,,1.16,,,1.07,1.67,0.66,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.01,1.0,0.28,0.16,1.03,,,0.84,0.66,0.74,0.53,0.87,0.49,0.41,0.32,0.97,0.87,0.4
DEWP_1_0,1.28,1.28,,,,2.11,0.4,1.34,0.34,0.98,,1.1,1.03,,,1.25,0.95,
DEWP_0_0,1.78,1.54,,,,,4.83,1.24,,1.39,,,2.15,,,1.89,,
WSPM_0_1,1.09,1.08,0.28,,1.04,0.64,0.17,1.26,0.17,0.61,,0.91,0.37,,,1.07,0.91,0.46
WSPM_0_2,1.18,1.17,0.5,0.43,1.2,0.19,,0.23,1.64,0.42,,0.67,,,,1.15,0.98,0.36
WSPM_0_0,1.25,1.24,,,1.2,0.6,,0.78,0.36,1.74,0.29,1.74,1.02,,0.38,1.21,1.08,0.48
WSPM_0_3,1.27,1.27,,,1.29,,,,,0.41,2.03,0.53,,,,1.13,1.22,0.79
WSPM_1_0,1.28,1.28,,,1.24,0.62,,1.0,0.53,1.55,0.34,1.57,0.82,,,1.2,1.14,0.5
WSPM_1_1,1.36,1.36,,,1.21,1.08,0.99,1.2,,1.17,,0.89,2.26,,,1.32,1.22,
WSPM_0_4,1.37,1.38,,,1.4,,,,,,,,,2.59,,1.29,1.1,
WSPM_1_2,1.55,1.46,,,1.57,,,,,1.08,,,,,3.5,1.65,0.83,
PM10_0,1.04,1.03,0.35,0.2,1.01,0.52,0.3,0.89,0.65,0.8,0.48,0.94,0.6,0.41,0.39,1.11,0.66,0.29
PM10_1,1.13,1.13,,,1.12,0.43,,0.95,0.74,0.77,0.66,0.85,0.47,0.38,,0.84,1.38,0.54
PM10_2,1.6,1.61,,,1.61,,,1.24,,1.32,1.24,1.43,,,,0.76,1.97,3.31
