,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,0.99,0.12,,0.96,0.28,0.07,0.65,0.43,0.33,0.3,0.29,0.22,0.2,0.12,0.82,0.54,0.09
PRES_0_1,1.01,1.0,,,0.96,0.29,0.07,0.66,0.43,0.33,0.31,0.29,0.22,0.21,0.12,0.83,0.54,0.09
PRES_0_0,8.24,,1.0,,7.91,,,5.37,3.57,,,,,,0.96,6.76,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.05,1.04,0.13,,1.0,,,0.68,0.45,0.35,0.32,0.3,0.23,0.21,0.12,0.86,0.56,0.1
DEWP_1_0,3.51,3.48,,,,1.0,,2.29,1.55,1.17,,1.01,0.77,,,2.87,1.9,
DEWP_0_0,15.24,14.92,,,,,1.0,,,,,,3.16,,,12.34,,
WSPM_0_1,1.53,1.52,0.19,,1.46,0.44,,1.0,,,,0.46,0.27,,,1.26,0.81,0.16
WSPM_0_2,2.34,2.32,0.28,,2.24,0.65,,,1.0,,,0.69,,,,1.93,1.24,
WSPM_0_0,3.01,2.98,,,2.87,0.85,,,,1.0,,0.84,0.8,,,2.47,1.61,
WSPM_0_3,3.3,3.27,,,3.15,,,,,,1.0,0.91,,,,2.72,1.76,0.33
WSPM_1_0,3.46,3.43,,,3.31,0.99,,2.17,1.44,1.18,1.1,1.0,,,,2.77,2.04,
WSPM_1_1,4.57,4.54,,,4.37,1.3,0.32,3.69,,1.25,,,1.0,,,3.7,2.59,
WSPM_0_4,4.91,4.87,,,4.7,,,,,,,,,1.0,,4.0,2.66,
WSPM_1_2,8.58,8.51,1.04,,8.27,,,,,,,,,,1.0,6.97,,
PM10_0,1.22,1.21,0.15,,1.17,0.35,0.08,0.79,0.52,0.4,0.37,0.36,0.27,0.25,0.14,1.0,0.65,
PM10_1,1.86,1.84,,,1.78,0.53,,1.23,0.81,0.62,0.57,0.49,0.39,0.38,,1.53,1.0,0.17
PM10_2,10.64,10.55,,,10.17,,,6.32,,,3.07,,,,,,5.84,1.0
