,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.73,0.37,0.99,0.8,0.39,0.76,0.75,0.41,0.75,0.3,0.4,0.74,0.48,0.83,0.6,0.26
PRES_0_1,1.0,0.99,,,0.99,0.8,0.4,0.76,0.76,0.4,0.75,0.3,0.4,0.73,0.48,0.83,0.6,0.26
PRES_0_0,2.88,,0.26,,2.74,,,1.95,1.37,1.68,,0.79,,,0.68,2.29,2.26,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.02,1.02,0.7,0.36,0.97,3.74,,0.79,0.73,0.42,0.73,0.3,0.44,0.72,0.46,0.84,0.61,0.27
DEWP_1_0,1.75,1.74,,,,0.41,0.19,1.1,5.14,0.66,,0.51,0.42,,,1.45,1.14,0.54
DEWP_0_0,3.83,3.53,,,,1.12,0.18,2.03,,1.11,,0.93,0.92,,,3.05,2.25,0.26
WSPM_0_1,1.21,1.21,1.06,,1.22,0.81,0.38,0.75,1.67,0.46,3.22,0.33,0.46,1.58,0.69,1.0,0.7,0.31
WSPM_0_2,1.47,1.49,0.56,0.32,1.4,2.0,,1.76,0.56,0.84,1.74,0.56,0.72,,1.34,1.19,0.83,0.38
WSPM_0_0,1.64,1.63,,,1.63,1.34,0.58,1.25,1.41,0.5,2.09,0.4,0.59,,0.77,1.34,1.07,0.43
WSPM_0_3,1.71,1.69,,,1.62,,,2.44,3.21,1.24,0.44,0.78,,,,1.49,0.95,0.36
WSPM_1_0,1.75,1.74,,,1.73,1.4,,1.28,1.62,0.62,1.92,0.48,0.83,,0.91,1.43,1.11,0.5
WSPM_1_1,1.98,1.96,,,2.11,1.0,0.43,1.37,3.47,0.65,,0.53,0.38,,0.79,1.63,1.31,0.57
WSPM_0_4,2.05,2.03,,,1.94,,,7.31,,,,1.73,,0.33,,1.75,1.28,
WSPM_1_2,2.85,2.75,,,2.7,,,3.04,,0.96,,1.09,0.78,,0.25,2.27,5.56,
PM10_0,1.1,1.1,0.67,0.33,1.09,0.84,0.41,0.82,0.83,0.46,0.92,0.33,0.46,0.79,0.48,0.88,0.71,0.44
PM10_1,1.32,1.31,,,1.29,1.29,0.5,1.01,0.99,0.49,0.81,0.38,0.47,1.18,,1.15,0.66,0.24
PM10_2,2.9,2.87,,,2.79,,,2.35,,0.93,1.18,0.85,,,,2.78,1.52,0.23
