,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.0,,,,,1.01,0.96,1.06,0.78,0.54,,1.21,1.14,0.22,0.11,,0.81,0.72,0.78,0.41,0.55,0.41,0.27,0.51,0.43,,1.01,0.68,0.52
TEMP_0_1,,1.0,,,,3.46,1.93,1.22,1.35,1.05,,2.56,,,,,2.01,1.65,1.36,0.86,1.07,0.81,0.58,,2.41,,2.34,1.45,1.07
TEMP_0_0,,,1.0,0.12,0.27,4.1,,1.91,1.34,1.11,0.27,,1.6,,,0.27,3.47,2.05,2.66,1.25,2.03,1.13,0.8,,1.62,0.27,3.42,2.11,1.66
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.53,1.81,1.19,,,1.01,,,3.63,1.29,,1.67,1.43,,,,1.05,0.96,1.09,0.52,0.71,0.49,0.34,1.02,0.8,,1.31,0.91,0.8
PRES_1_3,2.33,1.47,,,,,1.0,,,2.12,,2.29,2.38,0.45,0.2,,2.0,1.5,1.21,0.82,1.05,0.83,0.52,0.76,0.73,,2.09,1.27,0.81
PRES_1_1,5.64,2.51,2.2,0.14,,,11.74,1.0,4.66,2.34,,5.69,2.42,,0.42,,2.97,2.68,3.17,1.28,1.57,1.69,0.92,,2.27,,3.67,2.74,2.11
PRES_1_0,6.09,3.6,1.99,,0.24,13.53,,4.61,1.01,1.01,0.24,5.46,3.18,,,0.24,3.53,2.32,2.38,1.62,5.02,1.38,1.0,,2.22,0.24,4.01,2.34,2.01
PRES_0_0,7.38,5.29,3.06,,,14.66,12.81,4.28,1.62,1.03,,7.43,4.55,0.6,0.36,,4.04,3.16,4.09,2.56,2.36,1.82,1.51,,,,5.53,3.2,2.17
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,1.07,0.73,,,,0.97,0.84,0.84,0.6,0.45,,1.0,4.88,0.45,0.18,,0.72,0.66,0.61,0.36,0.51,0.34,0.23,0.62,0.55,,0.91,0.59,0.45
DEWP_0_1,3.0,8.35,0.85,0.12,0.21000000000000002,2.54,2.56,1.13,1.15,0.93,0.21000000000000002,13.73,1.01,,0.24,0.21000000000000002,2.47,1.31,1.93,0.81,0.96,0.82,0.54,1.03,0.75,0.21000000000000002,2.12,1.45,1.09
DEWP_0_0,35.83,,,,,,,,13.21,7.55,,,,1.03,0.73,,17.44,,,,,,,,,,31.44,19.53,
DEWP_1_0,57.87,,,,,,,,,,,,,,1.16,,34.1,,,,,,,,,,,36.63,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,2.77,2.27,2.15,,,2.43,2.8,1.48,1.51,0.94,,2.78,2.73,0.34,0.14,,1.0,3.61,,2.41,1.64,2.59,1.01,,,,2.63,1.36,0.81
WSPM_0_1,2.97,2.24,1.62,,0.27,2.66,2.49,1.96,1.12,0.93,0.27,3.07,2.06,,,0.27,2.82,1.03,2.23,0.94,1.31,0.88,0.52,2.98,2.68,0.27,2.21,1.39,1.45
WSPM_0_2,3.82,2.26,3.0,0.22,,3.42,2.62,2.37,1.72,0.97,,3.54,3.76,,,,,3.97,1.01,1.65,2.71,1.34,0.98,,,,3.25,1.77,1.22
WSPM_0_0,5.06,3.6,2.54,,,4.07,4.27,2.76,2.69,2.87,,5.1,3.45,,,,5.24,2.66,3.42,1.06,2.28,1.21,0.75,,3.39,,3.7,2.8,2.75
WSPM_1_2,5.38,3.44,3.93,,,4.67,4.16,2.63,4.69,3.88,,5.88,3.38,,,,13.6,3.11,5.23,1.26,1.03,1.47,0.98,,4.76,,3.85,5.24,
WSPM_1_1,7.34,5.01,3.7,,,5.52,5.9,4.74,4.06,3.03,,7.11,5.21,,,,7.5,3.91,6.36,1.58,3.04,1.06,1.25,,,,5.2,4.95,5.77
WSPM_1_0,7.09,5.4,4.23,,,5.97,6.34,4.6,3.65,3.54,,7.26,5.46,,,,6.26,3.6,4.71,1.74,3.62,2.22,1.14,,,,5.42,3.89,3.82
WSPM_0_4,6.38,,,,,8.83,3.9,,,,,8.25,5.61,0.62,0.37,,,9.28,,,,3.46,1.96,1.01,,,9.08,3.62,1.92
WSPM_1_3,10.06,12.01,7.48,,,12.18,6.78,6.62,6.63,,,13.28,6.23,,,,,,,3.05,4.13,,2.81,,1.02,,7.94,12.09,10.65
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.33,1.04,0.89,0.15,0.12,1.13,1.15,0.8,0.8,0.72,0.12,1.4,1.01,,,0.12,1.1,0.72,0.82,0.38,0.55,0.38,0.26,1.23,0.55,0.12,1.01,0.81,1.06
PM10_1,2.32,1.6,1.45,0.14,,2.15,1.81,1.35,0.99,0.63,,2.3,1.84,0.3,0.17,,1.33,1.47,1.17,0.94,0.94,0.76,0.59,0.83,0.79,,2.11,1.02,0.72
PM10_2,4.55,3.74,3.09,,,5.21,2.87,3.64,2.04,1.59,,4.61,3.83,0.71,0.21,,2.48,2.59,2.81,2.01,,2.33,1.02,1.41,1.11,,4.69,2.41,1.03
