,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.0,0.98,,,,0.2,0.92,0.86,0.77,0.57,,,0.2,1.14,0.67,0.73,0.46,0.5,0.2,0.84,0.79,0.78,0.61,0.42,0.37,0.34,0.29,0.21,0.2,1.24,0.99,0.53
TEMP_0_0,1.01,1.0,0.73,,,,0.87,0.91,0.77,0.57,,,,1.14,0.79,0.62,0.53,0.51,,0.83,0.87,0.69,0.59,0.46,0.4,0.37,0.36,0.2,,1.31,0.99,0.46
TEMP_1_1,,,0.99,,,,1.23,,0.98,,0.61,,,1.52,1.17,0.97,,,,1.14,1.14,0.93,0.84,0.59,0.53,0.48,0.41,,,1.75,1.36,0.7
TEMP_0_2,,,,1.0,,,1.59,,,1.34,,0.86,,2.53,1.56,,,1.08,,2.08,1.77,1.6,1.28,0.91,0.82,0.73,0.72,,,2.73,2.22,1.11
TEMP_0_1,,,,,1.02,,2.84,2.45,2.25,1.51,,0.92,,4.53,,,1.34,,,2.08,1.68,1.88,,1.15,1.05,0.87,0.82,0.44,,3.23,2.52,1.28
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.1,1.11,0.82,0.51,0.35,0.2,1.0,1.02,0.85,0.5,,,0.2,1.27,0.79,0.79,0.54,0.57,0.2,0.98,0.9,0.85,0.66,0.45,0.41,0.35,0.29,0.17,0.2,1.39,1.1,0.54
PRES_1_1,1.15,1.1,,,0.44,,1.03,1.0,0.88,,,,,1.27,0.81,,0.6,0.56,,0.91,0.92,0.79,0.71,0.49,0.43,0.4,0.41,0.22,,1.43,1.1,0.58
PRES_1_0,1.3,1.27,1.02,,,,1.16,1.06,1.0,,,,,1.48,1.02,0.97,0.66,,,1.02,1.12,0.92,0.78,0.64,0.53,0.53,0.47,0.38,,1.69,1.31,0.65
PRES_1_2,1.76,1.73,,0.74,0.7,,1.87,,,1.01,,,,1.93,1.29,,0.91,,,1.46,1.45,1.23,0.96,0.77,0.69,0.6,0.57,0.34,,2.21,1.7,0.83
PRES_0_1,,,1.67,,,,,,,,0.98,,,,,1.63,,,,1.98,1.88,,,0.92,0.85,0.81,,,,2.94,2.2,1.19
