,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.01,1.57,,,,0.55,1.17,1.66,1.03,1.62,,,0.55,1.34,1.2,1.93,3.71,3.92,0.55,1.32,1.31,1.57,1.07,0.63,0.42,0.65,0.72,0.89,0.55,1.68,1.17,0.83
TEMP_0_0,1.55,1.01,10.81,,,,1.67,1.12,1.38,1.31,,,,1.8,1.0,5.68,1.11,0.89,,1.32,1.34,1.21,1.95,0.6,0.44,0.57,0.63,0.59,,1.69,1.28,0.78
TEMP_1_1,,,1.0,,,,1.85,,1.93,,0.78,,,3.9,8.85,1.11,,,,2.33,1.63,2.84,2.73,0.91,0.56,1.12,2.26,,,2.39,2.12,4.48
TEMP_0_2,,,,1.0,,,10.16,,,2.48,,1.03,,6.4,3.63,,,1.75,,8.38,5.29,5.84,2.14,1.89,1.46,2.06,2.12,,,5.49,4.62,2.38
TEMP_0_1,,,,,1.02,,13.38,7.87,11.04,2.46,,2.02,,36.36,,,1.57,,,9.29,8.99,3.1,,2.45,2.09,2.4,3.11,0.91,,7.01,4.82,2.16
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.52,2.07,1.31,4.46,2.91,0.5,1.01,4.02,1.49,4.43,,,0.5,1.76,1.97,1.34,2.93,3.26,0.5,1.74,1.43,1.73,1.33,0.73,0.49,0.82,0.77,0.83,0.5,1.98,1.37,0.88
PRES_1_1,1.79,1.28,,,1.51,,3.63,1.0,4.99,,,,,2.15,1.3,,1.12,0.95,,1.55,1.46,1.38,2.37,0.71,0.5,0.69,0.85,0.72,,1.98,1.44,0.96
PRES_1_0,1.75,2.09,2.37,,,,1.99,8.37,1.01,,,,,2.15,1.76,2.21,3.25,,,2.1,2.05,2.02,1.58,0.94,0.62,1.08,1.19,1.62,,2.36,1.96,1.8
PRES_1_2,3.52,3.19,,1.41,1.13,,13.82,,,1.01,,,,3.92,2.03,,1.77,,,3.2,3.8,3.12,2.55,1.16,0.96,1.12,1.41,1.02,,3.75,2.81,1.76
PRES_0_1,,,2.21,,,,,,,,1.0,,,,,2.12,,,,4.09,3.56,,,1.85,1.19,2.18,,,,5.32,4.77,8.76
PRES_1_3,,,,1.36,2.22,,25.44,,,,,1.0,,13.2,5.39,,3.43,1.87,,9.18,5.28,4.37,3.58,2.64,1.88,2.16,2.91,1.31,,6.26,6.04,2.35
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.97,1.21,1.66,1.05,3.4,0.31,0.97,1.37,0.9,1.19,,1.57,0.31,1.0,1.34,,,,0.31,1.08,1.24,1.04,0.83,0.59,0.38,0.59,0.74,,0.31,1.46,0.97,0.59
DEWP_0_0,2.14,1.67,10.1,1.61,,,3.23,2.15,2.06,1.36,,2.0,,3.11,1.01,,,,,2.55,1.68,2.58,3.07,0.8,0.59,0.81,0.88,0.83,,2.41,2.18,2.83
DEWP_1_1,3.64,9.87,1.17,,,,1.98,,1.95,,0.79,,,,,1.0,,,,2.4,1.6,4.62,2.77,0.93,0.58,1.17,2.31,,,2.57,2.09,3.3
DEWP_0_2,8.61,3.75,,,0.88,,5.84,3.01,4.6,2.19,,1.74,,,,,1.01,,,3.77,5.52,2.27,,1.51,1.19,1.39,1.76,0.79,,4.25,3.23,1.55
DEWP_0_1,8.18,3.34,,1.45,,,6.79,2.94,,,,1.2,,,,,,1.0,,4.07,4.26,3.75,3.28,1.43,1.27,1.41,1.2,0.96,,4.29,3.91,2.09
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,1.74,1.82,2.01,2.2,2.43,,1.67,1.96,1.72,1.64,1.18,1.86,,2.0,2.15,1.92,1.59,1.57,,1.01,4.53,4.3,,1.08,0.73,0.84,0.8,,,2.17,1.5,1.16
WSPM_0_1,2.03,1.96,1.46,1.88,3.39,,1.87,2.14,1.65,2.31,1.12,1.55,,2.56,1.4,1.35,3.27,2.02,,2.2,1.01,4.05,5.34,0.84,0.42,0.95,1.29,,,2.02,1.75,2.19
WSPM_0_3,2.41,2.27,3.14,2.48,0.95,,2.13,2.2,2.07,2.16,,1.44,,2.53,2.55,4.3,1.32,2.02,,15.98,6.33,1.01,,1.58,1.14,1.54,,,,3.23,1.78,0.85
WSPM_0_4,2.75,3.86,3.8,1.29,,,2.56,4.82,2.23,2.64,,1.54,,2.9,3.91,3.93,,2.56,,,8.78,,1.0,2.8,1.97,3.03,,,,4.2,2.3,1.21
WSPM_0_0,5.5,4.95,4.41,3.74,3.04,,6.43,6.07,4.38,3.36,3.08,4.74,,7.2,3.59,4.82,3.71,4.13,,7.87,4.02,6.39,9.88,1.11,0.89,1.66,2.03,,,5.05,6.06,10.68
WSPM_1_0,6.14,6.02,5.06,5.06,4.78,,6.33,7.07,5.43,4.89,4.11,5.82,,7.85,4.27,5.11,5.46,6.73,,6.94,4.26,9.1,10.46,1.68,1.29,3.24,3.61,,,6.07,5.53,9.48
WSPM_1_1,6.84,5.79,7.86,6.54,6.07,,9.84,6.61,6.43,5.41,5.1,5.14,,12.07,4.31,8.53,5.53,4.23,,15.96,4.49,8.98,13.43,1.87,1.6,1.1,,,,6.97,8.66,
WSPM_1_2,8.99,5.93,13.81,5.29,5.94,,9.37,6.65,6.91,6.18,,5.32,,17.7,4.38,13.26,6.07,3.66,,,6.41,,,1.83,2.37,2.44,1.04,,,7.43,19.78,
WSPM_1_3,19.89,18.21,,,4.82,,17.23,16.35,14.09,10.3,,8.49,,,12.88,,7.45,6.99,,,,,,5.9,,,,1.02,,15.89,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.05,0.98,0.9,0.79,0.81,,1.07,1.09,0.87,0.88,0.69,0.73,,1.3,0.77,0.94,0.89,0.76,,0.98,0.77,1.19,1.24,0.38,0.27,0.38,0.46,0.37,,1.01,1.05,2.97
PM10_1,1.38,1.5,1.61,1.27,1.12,,1.24,1.6,1.24,1.31,1.15,1.5,,1.56,1.54,1.37,1.41,1.47,,1.35,1.59,1.23,1.03,0.69,0.47,0.92,0.62,,,2.02,1.02,0.66
PM10_2,3.82,3.92,,2.34,1.86,,3.6,3.93,4.12,4.18,,1.66,,4.15,4.5,,2.29,3.13,,5.28,7.64,2.43,2.43,,1.35,,,,,6.38,3.47,1.04
