,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,0.99,0.04,0.01,0.93,0.16,0.03,0.63,0.31,0.35,0.18,0.38,0.18,0.1,0.05,0.85,0.56,0.06
PRES_0_1,1.0,1.0,,,0.94,0.16,0.03,0.63,0.31,0.35,0.18,0.38,0.18,0.1,0.05,0.85,0.57,0.07
PRES_0_0,2.93,,1.02,,2.87,,,1.79,1.54,0.59,,1.02,,,0.29,2.66,1.02,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.02,1.01,0.04,0.01,1.0,0.03,,0.63,0.33,0.36,0.19,0.39,0.17,0.1,0.06,0.87,0.58,0.07
DEWP_1_0,1.85,1.85,,,,0.99,0.08,1.43,0.28,0.67,,0.71,0.5,,,1.56,0.96,0.1
DEWP_0_0,3.87,3.19,,,,1.77,0.93,2.04,,1.4,,1.24,1.34,,,3.5,2.32,
WSPM_0_1,1.23,1.22,0.05,,1.13,0.23,0.03,0.99,0.19,0.44,0.11,0.52,0.21,0.02,0.04,1.07,0.68,0.08
WSPM_0_2,1.53,1.5,0.1,0.03,1.49,0.07,,0.4,0.99,0.34,0.09,0.43,0.06,,,1.31,0.81,0.07
WSPM_0_0,1.73,1.72,,,1.61,0.29,0.06,1.11,0.29,0.9,0.15,0.87,0.43,,0.11,1.47,1.06,0.13
WSPM_0_3,1.82,1.81,,,1.78,,,0.16,0.28,0.35,0.99,0.39,,,,1.46,1.11,0.18
WSPM_1_0,1.86,1.84,,,1.74,0.3,,1.22,0.41,0.84,0.19,0.82,0.37,,,1.57,1.09,0.13
WSPM_1_1,2.14,2.13,,,1.83,0.57,0.13,1.46,,0.75,,0.63,0.91,,,1.8,1.36,0.1
WSPM_0_4,2.22,2.21,,,2.17,,,0.56,,,,0.41,,1.0,,1.82,1.21,
WSPM_1_2,3.0,2.77,,,2.93,,,1.7,,1.11,,0.88,,,0.98,2.7,1.81,
PM10_0,1.1,1.09,0.06,0.01,1.03,0.18,0.04,0.7,0.34,0.4,0.18,0.43,0.21,0.11,0.07,0.99,0.54,0.06
PM10_1,1.36,1.35,,,1.29,0.17,,0.84,0.44,0.43,0.28,0.48,0.19,0.12,,1.05,0.97,0.11
PM10_2,3.26,3.25,,,3.15,,,2.13,,1.11,0.85,1.17,,,,2.0,2.42,0.82
