,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,0.43,,,,,0.54,0.61,1.15,0.73,0.45,,0.59,0.91,0.27,0.1,,0.53,0.45,0.59,0.22,0.4,0.29,0.12,0.39,0.4,,0.49,0.34,0.33
TEMP_0_1,,0.05,,,,0.4,0.15,0.1,0.13,0.1,,0.16,,,,,0.2,0.15,0.11,0.06,0.1,0.07,0.04,,0.48,,0.16,0.09,0.09
TEMP_0_0,,,0.02,0.01,,0.15,,0.07,0.04,0.03,,,0.03,,,,0.17,0.06,0.13,0.03,0.1,0.04,0.02,,0.1,,0.1,0.06,0.06
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,0.37,0.89,0.51,,,0.2,,,6.97,1.22,,0.42,0.52,,,,0.34,0.29,0.43,0.13,0.25,0.15,0.07,0.61,0.5,,0.3,0.24,0.31
PRES_1_3,0.26,0.18,,,,,0.07,,,1.38,,0.23,0.44,0.14,0.04,,0.35,0.22,0.17,0.1,0.16,0.13,0.05,0.1,0.12,,0.23,0.13,0.09
PRES_1_1,0.19,0.06,0.06,,,,,0.01,0.42,0.12,,0.17,0.05,,0.01,,0.08,0.09,0.12,0.03,0.04,0.06,0.02,,0.1,,0.08,0.07,0.07
PRES_1_0,0.16,0.1,0.04,,,1.74,,0.35,0.01,0.02,,0.12,0.07,,,,0.12,0.04,0.06,0.03,0.25,0.04,0.02,,0.1,,0.08,0.04,0.05
PRES_0_0,0.09,0.08,0.03,,,0.37,0.71,0.13,0.01,0.01,,0.08,0.06,0.01,0.01,,0.04,0.03,0.06,0.04,0.04,0.03,0.02,,,,0.06,0.02,0.02
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.68,0.56,,,,0.69,0.65,1.05,0.61,0.43,,0.56,,,0.44,,0.57,0.52,0.51,0.23,0.5,0.28,0.13,0.79,0.82,,0.56,0.35,0.34
DEWP_0_1,0.34,6.99,0.06,0.02,0.03,0.29,0.4,0.12,0.13,0.11,0.03,13.31,0.06,,0.05,0.03,0.41,0.13,0.32,0.07,0.1,0.1,0.04,0.16,0.1,0.03,0.18,0.14,0.13
DEWP_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,
DEWP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,0.2,0.23,0.28,,,0.19,0.31,0.15,0.17,0.08,,0.19,0.36,0.04,0.01,,0.05,0.84,,0.53,0.61,1.06,0.12,,,,0.21,0.08,0.05
WSPM_0_1,0.22,0.23,0.15,,,0.21,0.25,0.26,0.1,0.08,,0.23,0.17,,,,0.69,0.05,0.5,0.08,0.16,0.08,0.03,1.01,0.95,,0.14,0.09,0.16
WSPM_0_2,0.17,0.1,0.21,0.01,,0.17,0.12,0.18,0.09,0.06,,0.13,0.26,,,,,0.47,0.02,0.13,0.41,0.11,0.05,,,,0.13,0.06,0.06
WSPM_0_0,0.12,0.1,0.07,,,0.09,0.13,0.08,0.08,0.1,,0.11,0.09,,,,0.33,0.09,0.16,0.01,0.07,0.03,0.01,,0.15,,0.07,0.08,0.11
WSPM_1_2,0.1,0.07,0.12,,,0.09,0.09,0.05,0.17,0.12,,0.11,0.06,,,,1.05,0.08,0.37,0.02,0.01,0.04,0.02,,,,0.06,0.14,
WSPM_1_1,0.07,0.06,0.05,,,0.05,0.08,0.07,0.05,0.04,,0.06,0.06,,,,,0.04,0.11,0.01,0.04,,0.01,,,,0.04,0.05,0.11
WSPM_1_0,0.07,0.07,0.05,,,0.06,0.08,0.06,0.04,0.06,,0.06,0.06,,,,0.13,0.04,0.08,0.01,0.06,0.03,0.01,,,,0.04,0.04,0.07
WSPM_0_4,0.04,,,,,0.08,0.02,,,,,0.06,0.04,0.01,,,,,,,,0.07,0.03,,,,0.1,0.02,0.01
WSPM_1_3,0.03,0.08,0.04,,,0.05,0.02,0.03,0.03,,,0.05,0.02,,,,,,,0.01,,,0.02,,,,0.02,0.05,0.04
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.57,0.62,0.59,0.15,0.09,0.5,0.66,0.5,0.51,0.55,0.09,0.6,0.54,,,0.09,0.8,0.34,0.57,0.13,0.26,0.17,0.09,1.71,0.38,0.09,0.35,0.42,1.18
PM10_1,0.31,0.25,0.27,0.06,,0.32,0.3,0.3,0.16,0.09,,0.28,0.32,0.07,0.04,,0.18,0.22,0.16,0.18,0.36,0.17,0.08,0.15,0.39,,0.3,0.09,0.1
PM10_2,0.11,0.13,0.11,,,0.18,0.06,0.18,0.07,0.04,,0.11,0.12,,0.01,,0.05,0.11,0.08,0.09,,0.17,0.03,0.04,0.07,,0.2,0.05,0.01
