,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.0,0.99,,,,0.9,0.96,0.92,0.89,0.74,,,0.9,1.06,0.8,0.87,0.69,0.71,0.9,0.93,0.89,0.9,0.78,0.65,0.62,0.59,0.5,0.49,0.9,1.11,0.98,0.74
TEMP_0_0,1.0,1.0,1.04,,,,0.93,0.96,0.86,0.76,,,,1.07,0.9,0.62,0.73,0.71,,0.9,0.93,0.82,0.75,0.67,0.63,0.6,0.62,0.43,,1.15,1.01,0.66
TEMP_1_1,,,1.0,,,,1.11,,0.97,,0.78,,,1.22,1.21,0.99,,,,1.07,1.07,0.95,0.91,0.77,0.73,0.69,0.67,,,1.32,1.16,0.84
TEMP_0_2,,,,1.0,,,1.17,,,1.17,,0.92,,1.6,1.24,,,1.04,,1.49,1.34,1.26,1.13,0.94,0.9,0.85,0.85,,,1.65,1.5,1.06
TEMP_0_1,,,,,1.01,,1.76,1.59,1.58,1.24,,0.94,,2.42,,,1.16,,,1.44,1.22,1.38,,1.1,1.07,0.93,0.9,0.64,,1.81,1.6,1.13
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.05,1.04,0.91,0.71,0.59,0.85,1.0,1.0,0.93,0.65,,,0.85,1.12,0.89,0.9,0.71,0.75,0.85,1.02,0.95,0.93,0.82,0.67,0.66,0.57,0.51,0.38,0.85,1.18,1.04,0.71
PRES_1_1,1.08,1.05,,,0.66,,1.03,1.0,0.89,,,,,1.13,0.9,,0.77,0.74,,0.94,0.95,0.88,0.86,0.71,0.66,0.64,0.67,0.47,,1.2,1.04,0.77
PRES_1_0,1.13,1.13,1.03,,,,1.07,1.0,1.0,,,,,1.21,1.01,0.99,0.81,,,0.98,1.07,0.95,0.88,0.8,0.71,0.74,0.69,0.67,,1.3,1.17,0.83
PRES_1_2,1.33,1.32,,0.86,0.83,,1.51,,,1.01,,,,1.39,1.14,,0.95,,,1.22,1.22,1.11,0.97,0.88,0.84,0.77,0.75,0.58,,1.5,1.31,0.9
PRES_0_1,,,1.29,,,,,,,,0.99,,,,,1.27,,,,1.41,1.36,,,0.94,0.91,0.91,,,,1.71,1.48,1.09
PRES_1_3,,,,1.07,1.01,,2.12,,,,,1.0,,1.78,1.27,,1.16,1.1,,1.6,1.37,1.35,1.23,0.96,0.93,0.91,0.91,0.52,,1.72,1.6,1.13
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.94,0.94,0.82,0.61,0.55,0.61,0.88,0.88,0.82,0.72,,0.53,0.61,1.0,0.83,,,,0.61,0.86,0.85,0.8,0.73,0.59,0.58,0.48,0.38,,0.61,1.05,0.94,0.65
DEWP_0_0,1.17,1.13,0.99,0.78,,,1.19,1.11,1.0,0.88,,0.74,,1.2,1.0,,,,,1.0,1.08,0.96,0.84,0.81,0.74,0.77,0.75,0.52,,1.34,1.11,0.96
DEWP_1_1,1.15,0.96,1.02,,,,1.12,,1.01,,0.79,,,,,1.0,,,,1.09,1.07,1.02,0.93,0.77,0.73,0.67,0.69,,,1.34,1.19,0.85
DEWP_0_2,1.42,1.38,,,0.86,,1.36,1.29,1.25,1.07,,0.82,,,,,1.01,,,1.28,1.16,1.16,,0.92,0.86,0.81,0.78,0.55,,1.54,1.37,0.97
DEWP_0_1,1.47,1.4,,0.95,,,1.23,1.33,,,,0.89,,,,,,1.0,,1.32,1.26,1.18,1.03,0.89,0.84,0.85,0.82,0.63,,1.57,1.4,0.96
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,1.11,1.11,0.94,0.66,0.69,,0.98,1.05,0.99,0.82,0.71,0.61,,1.14,1.03,0.92,0.78,0.75,,1.0,1.45,0.56,,0.59,0.75,0.44,0.24,,,1.24,1.07,0.71
WSPM_0_1,1.09,1.06,0.94,0.74,0.7,,1.04,1.04,0.9,0.84,0.74,0.7,,1.16,0.93,0.92,0.81,0.75,,0.69,1.0,0.81,0.91,0.83,0.67,0.77,0.71,,,1.25,1.06,0.8
WSPM_0_3,1.14,1.2,1.01,0.79,0.73,,1.05,1.12,1.04,0.91,,0.74,,1.23,1.04,0.93,0.86,0.84,,1.8,1.16,1.0,,0.73,0.77,0.69,,,,1.35,1.14,0.79
WSPM_0_4,1.29,1.31,1.04,0.87,,,1.2,1.17,1.12,1.03,,0.78,,1.36,1.1,1.08,,0.92,,,1.1,,1.0,0.8,0.87,0.73,,,,1.45,1.27,0.85
WSPM_0_0,1.56,1.47,1.28,1.02,0.9,,1.74,1.44,1.32,1.14,1.01,0.96,,1.7,1.31,1.3,1.06,1.08,,1.5,1.27,1.12,1.14,1.0,0.91,0.98,0.92,,,1.68,1.67,2.06
