,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.24,,,,,1.1,1.03,0.76,0.88,1.04,,1.05,0.85,1.37,1.86,,1.07,1.08,0.99,1.39,1.1,1.21,1.72,1.27,1.14,,1.09,1.18,1.21
TEMP_0_1,,2.16,,,,0.71,1.21,1.4,1.19,1.26,,1.16,,,,,0.99,1.05,1.29,1.49,1.29,1.37,1.77,,0.78,,1.06,1.34,1.22
TEMP_0_0,,,2.76,,,0.94,,1.27,1.82,1.76,,,2.01,,,,0.87,1.3,0.88,1.66,1.0,1.47,1.9,,1.04,,1.06,1.26,1.2
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.09,0.71,0.93,,,1.5,,,,0.39,,1.03,0.93,,,,1.09,1.09,0.96,1.54,1.16,1.39,1.82,0.83,0.86,,1.15,1.15,0.98
PRES_1_3,1.03,1.2,,,,,1.92,,,,,1.07,0.77,1.11,1.82,,0.84,1.0,1.15,1.32,1.12,1.18,1.62,1.67,1.36,,1.02,1.21,1.51
PRES_1_1,0.73,1.39,1.31,4.2,,,,2.95,,0.74,,0.8,1.43,,,,1.15,0.9,0.94,1.59,1.43,1.19,1.77,,1.16,,1.13,1.16,1.02
PRES_1_0,0.8,1.03,1.64,,,,,,3.05,1.94,,0.93,1.2,,,,0.82,1.43,1.15,1.49,0.76,1.26,1.93,,1.16,,1.07,1.33,1.15
PRES_0_0,0.9,0.95,1.45,,,0.37,,,1.85,3.65,,0.94,1.06,3.63,,,1.28,1.26,1.2,0.98,0.81,1.09,1.48,,,,0.82,1.58,1.57
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,1.04,1.16,,,,1.03,1.07,0.82,1.02,1.13,,1.16,,,,,1.09,1.06,1.12,1.43,1.05,1.3,1.76,0.96,0.91,,1.08,1.25,1.24
DEWP_0_1,0.84,,2.02,2.85,,0.93,0.76,1.44,1.32,1.31,,,2.01,,,,0.75,1.23,0.81,1.53,1.36,1.25,1.74,1.15,1.45,,1.12,1.13,1.11
DEWP_0_0,1.24,,,,,,,,,3.26,,,,13.06,,,1.92,,,,,,,,,,0.75,1.75,
DEWP_1_0,1.24,,,,,,,,,,,,,,15.3,,2.24,,,,,,,,,,,1.5,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.04,0.96,0.84,,,1.07,0.82,1.08,1.01,1.4,,1.06,0.73,2.05,2.01,,2.15,0.28,,0.62,,,0.95,,,,0.89,1.46,1.61
WSPM_0_1,0.98,0.95,1.19,,,1.0,0.91,0.86,1.38,1.33,,0.96,1.12,,,,0.3,2.12,0.33,1.01,0.64,0.93,1.91,,,,1.12,1.17,0.96
WSPM_0_2,0.94,1.23,0.9,,,0.9,1.14,0.88,1.23,1.17,,1.07,0.76,,,,,0.3,2.52,0.72,,0.57,1.39,,,,0.99,1.48,1.22
WSPM_0_0,0.94,1.02,1.21,,,1.06,0.9,1.17,1.09,1.03,,0.99,1.06,,,,0.25,0.67,0.48,2.77,1.27,1.63,3.14,,0.8,,1.27,0.77,0.56
WSPM_1_2,0.97,1.15,0.89,,,1.0,1.01,1.35,0.75,1.35,,0.92,1.22,,,,,0.69,,1.46,3.12,0.99,0.85,,,,1.25,0.92,
WSPM_1_1,0.95,1.05,1.16,,,1.09,0.87,0.97,1.0,1.16,,1.01,0.99,,,,,1.0,0.75,2.1,0.73,3.61,1.34,,,,1.26,1.06,0.7
WSPM_1_0,0.99,0.97,1.1,,,1.07,0.88,1.04,1.26,0.97,,1.01,1.0,,,,0.43,1.09,0.57,2.59,0.79,1.47,3.06,,,,1.22,0.97,0.92
WSPM_0_4,1.23,,,,,0.81,1.62,,,,,0.93,1.18,2.46,,,,,,,,,,4.23,,,0.6,1.48,1.99
WSPM_1_3,1.09,0.66,0.98,,,0.81,1.28,1.07,0.98,,,0.85,1.35,,,,,,,0.69,,,,,5.21,,1.18,0.96,1.68
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.01,0.97,0.98,1.61,,1.07,0.94,1.07,1.03,0.93,,0.99,1.04,,,,0.75,1.19,0.83,1.74,1.47,1.54,1.99,0.49,1.32,,1.29,0.84,0.58
PM10_1,0.97,1.07,1.04,,,0.95,0.98,0.92,1.29,1.49,,1.02,0.94,1.47,1.46,,1.27,1.04,1.34,0.93,0.36,0.79,1.47,1.39,0.43,,0.81,1.76,1.11
PM10_2,1.01,0.94,1.01,,,0.77,1.32,0.76,1.04,1.63,,1.01,0.97,,2.64,,1.46,0.73,1.21,0.74,,0.67,0.97,1.74,0.69,,0.28,1.21,2.83
