,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.0,,,,,1.0,1.0,1.03,1.0,1.0,,1.0,1.01,1.0,1.0,,1.0,0.99,1.01,1.0,1.0,1.0,1.0,1.02,0.97,,1.0,1.0,1.0
TEMP_0_1,,1.0,,,,0.97,1.02,0.97,1.0,1.0,,1.0,,,,,1.0,0.98,1.0,0.99,1.0,0.98,0.99,,1.35,,1.0,1.01,1.02
TEMP_0_0,,,0.99,0.71,4.2299999999999995,1.03,,0.95,1.0,1.0,4.2299999999999995,,0.99,,,4.2299999999999995,1.0,1.0,0.95,1.01,1.0,1.02,1.0,,1.0,4.2299999999999995,1.0,0.97,0.96
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.0,1.03,1.0,,,1.0,,,1.31,1.0,,1.0,1.01,,,,1.0,1.0,1.02,1.01,1.01,1.01,1.01,1.0,1.0,,1.0,0.99,0.99
PRES_1_3,1.0,0.98,,,,,1.0,,,0.71,,0.99,1.0,1.0,1.0,,1.0,0.98,0.97,1.0,1.0,1.03,0.99,1.03,1.0,,1.0,1.0,0.99
PRES_1_1,0.94,1.0,0.96,1.0,,,0.91,0.99,1.23,1.12,,0.98,0.97,,1.35,,1.04,0.92,1.06,0.94,0.98,0.98,0.93,,1.23,,1.0,1.04,1.05
PRES_1_0,1.0,1.0,1.0,,3.0,0.93,,0.88,1.0,1.0,3.0,1.0,1.0,,,3.0,0.93,1.06,0.96,1.05,1.43,0.99,1.05,,1.16,3.0,1.01,0.98,0.99
PRES_0_0,1.0,1.0,1.0,,,1.28,0.85,0.84,0.95,1.0,,1.03,0.95,1.02,0.9,,1.02,0.92,1.05,0.94,0.73,0.85,0.94,,,,0.94,1.03,1.01
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,1.0,1.0,,,,1.0,1.01,1.0,0.99,0.99,,1.0,0.83,1.03,1.0,,0.99,0.99,1.0,0.99,1.0,1.0,0.99,1.04,1.05,,1.0,1.0,1.01
DEWP_0_1,0.99,0.97,1.0,1.0,4.2299999999999995,1.01,0.96,1.0,1.01,1.03,4.2299999999999995,0.89,1.0,,1.0,4.2299999999999995,1.03,0.99,1.0,1.02,1.01,1.02,1.01,0.93,1.0,4.2299999999999995,1.01,0.98,0.95
DEWP_0_0,1.0,,,,,,,,1.12,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,0.78,1.0,
DEWP_1_0,1.0,,,,,,,,,,,,,,1.0,,1.19,,,,,,,,,,,1.06,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.0,1.0,0.93,,,1.0,1.0,0.91,0.99,0.92,,1.0,0.91,0.87,0.67,,0.99,1.14,,1.31,0.5,1.2,1.07,,,,1.01,0.99,0.89
WSPM_0_1,1.0,1.0,1.0,,3.7800000000000002,1.02,0.99,1.0,0.96,1.01,3.7800000000000002,1.0,1.02,,,3.7800000000000002,0.84,1.0,0.85,1.03,1.01,1.06,1.04,1.07,1.28,3.7800000000000002,0.98,0.92,1.07
WSPM_0_2,0.98,1.0,1.1,1.28,,0.96,1.02,0.92,1.01,0.73,,1.0,1.0,,,,,1.15,1.0,1.03,0.89,0.91,1.1,,,,1.06,0.99,0.84
WSPM_0_0,0.99,1.0,0.97,,,1.0,1.01,1.04,1.01,1.26,,1.0,0.98,,,,0.83,0.89,1.06,1.0,1.15,1.01,0.99,,1.46,,1.0,0.93,0.93
WSPM_1_2,1.0,1.0,1.0,,,1.02,1.0,1.07,1.12,1.53,,1.01,1.01,,,,1.72,1.0,1.0,0.96,1.0,0.96,0.81,,1.76,,0.98,1.39,
WSPM_1_1,1.0,1.0,0.95,,,0.97,0.95,1.04,1.09,1.11,,1.0,0.96,,,,0.82,1.0,1.14,0.93,1.07,1.0,0.97,,,,0.99,1.14,1.27
WSPM_1_0,1.0,0.99,0.99,,,1.0,1.02,1.04,1.05,1.15,,1.01,1.0,,,,0.86,0.93,1.0,1.03,1.1,1.02,1.0,,,,1.0,0.92,0.98
WSPM_0_4,1.0,,,,,1.0,1.0,,,,,0.96,1.08,0.85,0.84,,,0.8,,,,0.77,0.53,1.0,,,0.96,0.98,0.95
WSPM_1_3,1.0,0.98,1.0,,,1.0,1.0,1.0,1.1,,,1.0,0.99,,,,,,,0.75,0.57,,0.71,,1.0,,0.93,1.51,2.13
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.0,1.0,0.98,1.12,2.8499999999999996,1.0,1.0,1.01,1.04,1.16,2.8499999999999996,1.0,0.99,,,2.8499999999999996,0.97,1.0,0.94,1.01,1.13,1.04,0.99,1.1,1.18,2.8499999999999996,1.0,0.99,1.21
PM10_1,0.99,1.0,1.01,0.88,,1.01,0.98,0.92,1.0,0.88,,1.0,0.99,0.84,0.76,,1.01,1.05,1.03,1.02,0.52,0.88,1.09,0.96,0.5,,1.05,1.0,0.87
PM10_2,0.99,1.0,1.0,,,0.99,1.02,1.05,0.91,1.03,,0.98,1.04,0.93,0.68,,1.04,0.76,1.06,0.83,,0.87,0.82,1.0,0.54,,0.82,1.02,1.0
