,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.0,0.95,,,1.02,0.83,0.69,0.8,,,0.99,0.98,0.87,,0.98,0.8,0.77,0.75,0.71,0.69,0.42,0.48,1.0,0.98,0.7
TEMP_0_0,1.04,1.0,,,1.06,0.89,0.84,0.81,,,0.99,1.0,0.86,,1.01,0.85,0.81,0.79,0.75,0.73,0.55,0.44,1.06,1.04,0.77
TEMP_1_1,,2.42,1.01,,1.38,1.06,1.02,,,,1.27,1.35,,0.45,1.26,1.04,0.96,0.98,0.92,0.87,,,1.29,1.26,0.94
TEMP_0_2,,,,1.0,,,,,0.99,0.65,,,1.35,,1.65,1.37,1.28,1.29,1.17,1.01,,,1.79,1.65,1.03
PRES_0_0,0.99,0.96,0.7,,1.0,0.82,,0.74,,,0.96,0.97,0.87,,0.99,0.78,0.75,0.72,0.71,0.72,0.37,0.52,0.98,0.96,0.67
PRES_1_0,1.16,1.12,,,1.23,0.99,,1.51,,,1.21,1.13,0.98,,1.14,1.01,0.96,1.0,0.84,0.75,0.66,,1.22,1.19,0.99
PRES_0_1,1.43,1.14,0.96,,,,1.01,,,,1.25,1.26,,0.44,1.22,1.02,0.93,0.93,0.91,0.85,0.62,,1.26,1.23,0.88
PRES_1_1,1.33,1.24,,,1.27,0.58,,1.0,,,1.03,1.27,1.03,,1.18,1.05,0.99,0.97,0.91,0.93,0.91,,1.32,1.28,0.99
PRES_1_3,,,,1.03,,,,,1.0,,,,1.4,,1.72,1.41,1.41,1.33,1.25,1.21,,,1.77,1.72,1.11
PRES_1_2,,,,1.54,,,,,,1.0,,,2.03,,2.49,2.28,,,1.41,,,,,2.39,
DEWP_1_0,1.02,1.0,0.79,,1.05,0.87,0.8,0.95,,,1.0,1.0,0.82,,1.02,0.82,0.77,0.7,0.74,0.71,0.31,,1.0,1.0,0.68
DEWP_0_0,1.03,0.97,0.71,,1.03,0.85,0.76,0.77,,,1.0,1.0,,,0.96,0.84,0.79,0.83,0.72,0.72,0.59,0.44,1.04,1.0,0.81
DEWP_0_1,1.15,1.17,,0.8,1.21,1.01,,0.99,0.75,0.63,,,1.0,,1.24,1.0,0.98,0.97,0.88,0.84,0.63,,1.3,1.23,0.85
DEWP_1_1,,,1.88,,,,1.92,,,,,,,1.0,2.32,1.46,1.48,,1.86,,,,2.38,2.33,
WSPM_0_1,1.0,0.98,0.77,0.56,1.01,0.89,0.8,0.8,0.57,0.36,0.97,1.03,0.81,0.35,1.0,0.83,0.77,0.8,0.74,0.56,0.47,,1.04,0.99,0.65
WSPM_0_0,1.23,1.16,0.94,0.76,1.3,0.97,0.94,0.91,0.72,,1.25,1.14,0.97,,1.17,1.0,0.98,0.9,0.87,0.89,0.72,,1.22,1.2,0.93
WSPM_1_1,1.32,1.22,1.01,0.82,1.34,1.0,1.02,1.07,0.76,,1.29,1.26,1.0,,1.28,1.01,1.0,1.1,0.87,0.84,,,1.3,1.28,1.03
WSPM_1_2,1.33,1.31,1.01,0.61,1.39,1.02,1.04,1.1,0.73,,1.44,1.32,1.02,,1.26,1.13,0.84,1.0,0.99,1.37,0.66,,1.31,1.37,1.38
WSPM_1_0,1.39,1.34,1.09,0.89,1.43,1.16,1.07,1.0,0.81,,1.35,1.34,1.13,,1.35,1.16,1.17,1.02,1.0,0.96,,,1.41,1.36,0.97
WSPM_0_2,1.48,1.37,1.32,1.07,1.43,1.27,1.35,1.06,0.83,,1.34,1.3,1.21,,1.87,1.05,1.22,0.73,1.08,1.01,,,1.35,1.44,0.97
WSPM_1_3,2.68,1.78,,,2.52,1.45,1.61,1.26,,,3.43,1.91,1.59,,2.38,1.26,1.43,1.41,0.93,,1.0,,2.01,2.39,1.83
WSPM_0_3,2.33,2.23,,,2.11,,,,,,,2.28,,,,1.89,,,1.67,,,1.0,,2.33,1.26
PM10_0,1.0,0.94,0.75,0.58,1.03,0.83,0.77,0.76,0.58,,1.0,0.96,0.77,0.41,0.94,0.81,0.78,0.78,0.7,0.77,0.57,,1.0,0.97,0.95
PM10_1,1.01,0.98,0.8,0.59,1.0,0.85,0.81,0.79,0.55,0.46,0.97,1.01,0.79,0.3,1.02,0.83,0.77,0.75,0.75,0.66,0.37,0.47,1.06,1.0,0.61
PM10_2,1.41,1.34,1.04,1.02,1.49,1.18,1.12,0.98,0.93,,1.41,1.36,1.31,,1.44,0.98,0.97,0.83,0.95,0.9,,0.82,1.08,1.38,1.0
