,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.59,,0.99,0.73,0.5,0.9,0.81,0.76,0.74,0.73,0.68,0.67,0.58,0.95,0.86,0.55
PRES_0_1,1.01,1.0,,,0.99,0.73,0.57,0.9,0.82,0.76,0.74,0.74,0.68,0.67,0.61,0.96,0.86,0.55
PRES_0_0,4.88,,0.35,,4.77,,,4.82,2.56,,,,,,1.09,3.88,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.03,1.03,0.6,,0.98,,,0.95,0.8,0.79,0.73,0.76,0.77,0.66,0.59,0.99,0.87,0.55
DEWP_1_0,2.56,2.54,,,,0.54,,1.86,5.84,1.93,,1.85,1.13,,,2.36,2.66,
DEWP_0_0,7.79,8.48,,,,,0.28,,,,,,1.94,,,6.12,,
WSPM_0_1,1.37,1.37,0.9,,1.39,0.81,,0.83,,,,1.39,1.85,,,1.31,1.17,0.87
WSPM_0_2,1.89,1.91,0.71,,1.8,3.67,,,0.66,,,2.76,,,,1.83,1.54,
WSPM_0_0,2.29,2.27,,,2.27,1.63,,,,0.72,,0.84,1.99,,,2.15,1.98,
WSPM_0_3,2.45,2.42,,,2.31,,,,,,0.55,4.17,,,,2.56,1.77,0.85
WSPM_1_0,2.54,2.53,,,2.51,1.85,,2.89,3.86,1.03,4.78,1.02,,,,2.33,2.47,
WSPM_1_1,3.13,3.1,,,3.36,1.46,0.64,8.4,,2.03,,,0.52,,,2.75,3.36,
WSPM_0_4,3.3,3.27,,,3.12,,,,,,,,,0.45,,3.15,3.22,
WSPM_1_2,5.01,5.23,1.14,,4.93,,,,,,,,,,0.36,3.98,,
PM10_0,1.16,1.16,0.57,,1.15,0.82,0.5,1.04,0.94,0.87,0.94,0.86,0.75,0.79,0.58,0.94,2.06,
PM10_1,1.59,1.58,,,1.55,1.4,,1.45,1.26,1.24,1.01,1.11,1.23,1.2,,3.16,0.81,0.81
PM10_2,5.89,5.83,,,5.64,,,5.0,,,2.49,,,,,,4.84,0.4
