,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,0.37,1.0,0.93,0.34,0.66,0.72,0.23,0.81,0.13,0.25,0.88,0.44,0.73,0.43,0.14
PRES_0_1,1.01,0.99,,,1.0,0.92,0.36,0.66,0.75,0.23,0.8,0.13,0.25,0.87,0.46,0.73,0.43,0.14
PRES_0_0,6.25,,0.09,,5.71,,,3.52,1.74,3.24,,0.74,,,0.74,4.2,4.99,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.04,1.04,0.95,0.35,0.95,18.8,,0.71,0.69,0.24,0.77,0.13,0.31,0.83,0.42,0.75,0.44,0.15
DEWP_1_0,2.73,2.69,,,,0.22,0.11,1.23,20.99,0.54,,0.33,0.26,,,2.02,1.37,0.59
DEWP_0_0,11.0,10.83,,,,1.31,0.06,4.87,,1.5,,1.1,0.96,,,7.4,4.3,0.13
WSPM_0_1,1.41,1.4,1.92,,1.46,0.9,0.36,0.61,3.17,0.28,10.17,0.15,0.31,5.79,1.02,1.02,0.58,0.19
WSPM_0_2,1.97,2.03,0.62,0.21,1.83,7.58,,3.51,0.37,0.9,4.88,0.41,1.2,,2.89,1.4,0.81,0.35
WSPM_0_0,2.42,2.39,,,2.43,2.19,0.58,1.54,3.07,0.32,6.01,0.21,0.47,,0.89,1.72,1.16,0.31
WSPM_0_3,2.6,2.56,,,2.38,,,8.77,9.64,1.83,0.24,0.82,,,,2.09,0.97,0.22
WSPM_1_0,2.7,2.69,,,2.7,2.44,,1.63,3.31,0.47,5.09,0.3,0.84,,1.59,1.93,1.26,0.38
WSPM_1_1,3.37,3.32,,,3.91,1.21,0.33,1.85,10.41,0.55,,0.39,0.19,,1.08,2.44,1.59,0.5
WSPM_0_4,3.57,3.51,,,3.27,,,32.95,,,,3.03,,0.15,,2.8,1.65,
WSPM_1_2,6.2,6.1,,,5.67,,,7.0,,1.09,,1.24,0.94,,0.09,4.17,13.85,
PM10_0,1.18,1.18,0.82,0.29,1.17,1.0,0.35,0.75,0.86,0.27,1.17,0.15,0.3,1.01,0.4,0.8,0.6,0.34
PM10_1,1.64,1.62,,,1.59,2.34,0.74,1.11,1.17,0.35,0.93,0.2,0.38,2.0,,1.34,0.5,0.12
PM10_2,6.63,6.52,,,6.22,,,4.82,,1.14,1.83,0.83,,,,6.32,2.11,0.08
