,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.0,,,,,0.67,0.43,0.18,0.21,0.21,,0.94,0.34,0.04,0.05,,0.41,0.47,0.32,0.43,0.29,0.27,0.4,0.18,0.12,,0.91,0.68,0.35
TEMP_0_1,,1.0,,,,0.57,0.68,0.42,0.38,0.33,,1.37,,,,,0.51,0.62,0.56,0.61,0.45,0.4,0.55,,0.14,,1.2,1.0,0.55
TEMP_0_0,,,0.98,0.04,0.18,0.88,,0.4,0.61,0.5,0.18,,1.15,,,0.18,0.46,0.83,0.41,0.69,0.39,0.51,0.67,,0.18,0.18,1.33,1.03,0.5
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,0.98,0.29,0.25,,,1.0,,,0.13,0.14,,1.02,0.4,,,,0.47,0.53,0.35,0.51,0.34,0.34,0.47,0.13,0.11,,1.04,0.74,0.34
PRES_1_3,1.04,0.52,,,,,1.0,,,0.07,,1.19,0.39,0.05,0.06,,0.4,0.53,0.46,0.52,0.37,0.34,0.49,0.29,0.19,,1.05,0.88,0.52
PRES_1_1,0.89,0.75,0.48,0.08,,,0.2,0.97,0.35,0.38,,1.09,0.85,,0.13,,0.71,0.61,0.5,0.67,0.56,0.34,0.54,,0.23,,1.43,1.08,0.57
PRES_1_0,1.03,0.57,0.63,,0.12,0.36,,0.21,0.99,0.71,0.12,1.32,0.73,,,0.12,0.51,1.04,0.6,0.76,0.42,0.48,0.75,,0.22,0.12,1.45,1.18,0.58
PRES_0_0,1.28,0.58,0.61,,,0.79,0.2,0.31,0.89,0.98,,1.54,0.7,0.13,0.1,,0.79,0.86,0.6,0.6,0.34,0.47,0.65,,,,1.47,1.42,0.77
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.82,0.39,,,,0.61,0.44,0.19,0.24,0.22,,1.0,0.06,0.02,0.02,,0.4,0.45,0.35,0.42,0.27,0.28,0.4,0.13,0.1,,0.88,0.69,0.37
DEWP_0_1,0.86,0.11,0.62,0.05,0.12,0.73,0.4,0.41,0.39,0.34,0.12,0.2,0.99,0.04,0.06,0.12,0.39,0.67,0.34,0.59,0.44,0.37,0.54,0.19,0.21,0.12,1.16,0.82,0.4
DEWP_0_0,3.3,,,,,,,,1.95,1.66,,,,0.97,0.8,,2.19,,,,,,,,,,2.22,2.69,
DEWP_1_0,3.87,,,,,,,,,,,,,,0.86,,3.01,,,,,,,,,,2.99,3.08,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.11,0.44,0.24,,,0.87,0.46,0.3,0.33,0.3,,1.27,0.34,0.06,0.05,,0.98,0.42,0.11,0.42,0.1,0.21,0.41,,,,1.12,1.01,0.52
WSPM_0_1,1.05,0.45,0.38,,0.09,0.83,0.51,0.28,0.42,0.38,0.09,1.15,0.58,,,0.09,0.29,0.99,0.26,0.62,0.38,0.44,0.68,0.13,0.13,0.09,1.23,0.87,0.47
WSPM_0_2,1.08,0.62,0.34,0.06,,0.77,0.7,0.26,0.41,0.25,,1.37,0.43,,,,0.27,0.55,0.99,0.54,0.27,0.32,0.6,,,,1.34,1.08,0.44
WSPM_0_0,1.2,0.57,0.46,,,1.03,0.61,0.43,0.38,0.38,,1.39,0.64,,,,0.33,0.65,0.51,0.95,0.58,0.55,0.79,0.1,0.24,,1.51,0.93,0.38
WSPM_1_2,1.27,0.65,0.35,,,1.03,0.69,0.52,0.34,0.48,,1.36,0.79,,,,0.48,0.82,0.35,0.85,0.97,0.46,0.54,,0.28,,1.54,1.18,
WSPM_1_1,1.36,0.65,0.5,,,1.15,0.64,0.42,0.5,0.46,,1.6,0.68,,,,0.39,0.87,0.52,0.93,0.63,0.94,0.79,,,,1.7,1.26,0.55
WSPM_1_0,1.42,0.62,0.48,,,1.17,0.69,0.43,0.5,0.46,,1.63,0.69,,,,0.43,0.81,0.56,1.01,0.56,0.57,0.9,,,,1.69,1.06,0.47
WSPM_0_4,1.85,,,,,0.91,1.25,,,,,1.5,0.93,0.11,0.1,,,0.3,,,,0.27,0.2,0.99,,,1.15,1.42,0.98
WSPM_1_3,1.82,0.48,0.49,,,1.02,1.11,0.48,0.6,,,1.56,1.08,,,,,,,0.63,0.27,,0.4,,0.98,,1.79,1.65,1.52
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.84,0.35,0.24,0.02,0.03,0.67,0.41,0.25,0.25,0.24,0.03,0.92,0.41,0.04,0.06,0.03,0.34,0.53,0.31,0.52,0.41,0.35,0.45,0.1,0.16,0.03,0.99,0.65,0.31
PM10_1,0.95,0.46,0.31,0.02,,0.72,0.49,0.24,0.38,0.3,,1.11,0.45,0.04,0.04,,0.55,0.57,0.49,0.45,0.14,0.27,0.49,0.21,0.06,,1.1,0.98,0.43
PM10_2,1.28,0.51,0.38,,,0.74,0.89,0.3,0.38,0.42,,1.38,0.62,0.06,0.06,,0.84,0.43,0.56,0.34,,0.18,0.42,0.35,0.08,,0.84,1.18,0.97
