,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.03,4519.85,778629.76,1.19,152.83,51191.96,5.43,29.92,82.23,117.56,143.01,437.23,581.26,5397.28,2.21,11.92,12797.99
PRES_0_1,0.97,1.0,,,1.15,147.99,49802.29,5.26,28.84,79.64,113.83,138.47,423.36,562.83,5134.45,2.13,11.54,12392.26
PRES_0_0,,,1.07,,,,,,0.01,0.02,,0.03,,,1.14,,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,0.84,0.86,3663.16,651410.41,1.0,138.02,,4.55,24.93,69.07,98.35,119.94,370.39,486.29,4448.77,1.85,9.96,10878.26
DEWP_1_0,0.01,0.01,,,,0.99,219.88,0.04,0.28,0.52,,0.92,2.72,,,0.01,0.08,72.98
DEWP_0_0,,,,,,,1.02,,,,,,0.01,,,,,0.2
WSPM_0_1,0.18,0.19,882.38,,0.22,28.22,8325.54,1.0,5.99,15.03,30.34,26.59,81.36,71.38,849.62,0.41,2.14,2251.81
WSPM_0_2,0.03,0.03,131.3,32788.85,0.04,3.61,,0.17,1.0,2.78,3.22,4.84,9.26,,197.92,0.07,0.37,339.33
WSPM_0_0,0.01,0.01,,,0.01,1.98,733.55,0.07,0.27,1.0,1.33,1.69,5.52,,74.32,0.03,0.16,173.98
WSPM_0_3,0.01,0.01,,,0.01,,,0.03,0.31,0.72,1.0,1.16,,,,0.02,0.1,114.72
WSPM_1_0,0.01,0.01,,,0.01,1.1,,0.04,0.19,0.59,0.75,1.0,3.46,,32.99,0.02,0.09,104.48
WSPM_1_1,,,,,,0.36,125.99,0.01,0.09,0.17,,0.29,1.0,,11.66,0.01,0.03,32.59
WSPM_0_4,,,,,,,,0.01,,,,0.3,,1.0,,,0.02,
WSPM_1_2,,,,,,,,,,0.01,,0.03,0.07,,1.05,,,
PM10_0,0.45,0.47,2045.1,352360.96,0.54,69.55,24712.49,2.45,13.62,38.45,54.26,65.82,210.05,259.81,2598.45,1.0,5.36,6613.26
PM10_1,0.08,0.09,,,0.1,12.5,3097.38,0.45,2.54,6.31,9.53,11.37,31.8,51.23,,0.18,1.0,977.4
PM10_2,,,,,,,,,,0.01,0.01,0.01,,,,,,1.0
