,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,4.46,0.37,,,2.99,4.39,1.98,3.5,,,2.75,2.63,1.73,,2.17,6.3,10.17,10.75,13.35,8.59,33.97,,1.96,2.49,11.96
TEMP_0_0,0.3,7.02,,,1.59,9.05,0.53,17.32,,,1.12,3.06,12.17,,2.63,6.11,5.1,5.35,9.41,21.88,143.03,354.14,2.22,2.13,13.46
TEMP_1_1,,,50.16,,0.31,,37.14,,,,4.45,0.71,,1117.58,2.53,5.91,8.43,11.05,10.89,8.38,,,2.18,2.47,6.97
TEMP_0_2,,,,926.01,,,,,1108.98,7069.77,,,44.66,,2.68,5.77,5.91,4.63,13.92,22.72,,,2.12,2.53,7.04
PRES_0_0,3.25,2.15,1.09,,3.93,0.56,,,,,2.63,2.6,2.97,,2.4,6.02,8.1,9.17,11.68,13.0,37.71,249.21,1.79,2.59,15.1
PRES_1_0,1.73,4.7,,,0.22,27.14,,,,,1.35,3.34,8.08,,2.54,6.38,6.33,6.58,11.65,15.95,125.91,,2.46,1.9,11.52
PRES_0_1,0.69,0.23,41.37,,,,40.31,,,,4.56,0.62,,1001.63,2.73,5.41,7.92,9.1,10.53,7.51,89.64,,2.21,2.44,6.84
PRES_1_1,0.93,6.0,,,,,,62.42,,,0.18,3.3,18.28,,1.75,7.37,10.12,9.82,11.7,19.8,91.17,,2.58,1.96,5.73
PRES_1_3,,,,928.63,,,,,1313.49,,,,44.78,,2.21,6.71,7.02,5.5,14.9,27.02,,,2.43,2.19,6.14
PRES_1_2,,,,906.57,,,,,,58423.82,,,43.72,,4.97,,,,,,,,,4.63,
DEWP_1_0,2.58,1.35,13.65,,2.31,3.06,12.52,0.69,,,5.1,0.24,,,3.09,5.93,6.1,5.87,11.15,9.7,,,1.69,2.79,13.51
DEWP_0_0,2.35,3.44,2.05,,2.13,7.48,1.61,10.71,,,0.23,5.65,,,1.86,6.66,10.26,11.6,11.82,10.11,120.6,363.64,2.52,1.98,8.14
DEWP_0_1,0.55,4.97,,204.77,0.88,6.41,,21.68,243.54,1643.88,,,44.87,,1.87,5.45,6.72,8.75,12.03,36.99,119.06,,2.08,2.14,16.38
DEWP_1_1,,,50.33,,,,40.43,,,,,,,25277.56,3.15,,,,,,,,2.79,1.72,
WSPM_0_1,1.93,3.04,7.36,34.54,2.02,5.53,7.2,5.8,33.76,523.69,2.94,1.91,5.22,210.34,5.4,,0.83,0.69,5.7,,,,1.77,2.74,12.4
WSPM_0_0,2.21,2.73,6.81,28.63,1.96,5.53,5.53,9.63,39.58,,2.21,2.64,5.93,,,24.06,6.22,2.18,31.64,,,,2.68,1.92,4.26
WSPM_1_1,2.89,1.57,7.62,22.68,2.05,4.27,6.34,10.1,32.08,,1.8,3.1,5.67,,0.35,4.17,52.11,,,,,,2.23,2.31,9.16
WSPM_1_2,2.7,1.7,9.09,16.39,2.11,4.26,6.71,9.1,23.18,,1.61,3.23,6.81,,0.17,1.7,,68.62,,,,,2.58,1.79,8.47
WSPM_1_0,2.46,2.28,6.67,36.71,1.96,5.88,5.73,8.02,46.73,,2.19,2.53,6.96,,1.07,17.62,,,44.89,2.79,,,2.4,2.1,8.18
WSPM_0_2,1.35,4.3,4.36,49.93,1.89,6.15,3.5,11.11,70.62,,1.64,1.72,17.99,,,,,,2.53,187.67,,,1.2,2.49,36.5
WSPM_1_3,1.12,5.71,,,1.24,9.5,8.4,9.69,,,,4.18,11.76,,,,,,,,4466.53,,3.17,1.49,
WSPM_0_3,,6.61,,,3.21,,,,,,,5.91,,,,,,,,,,21993.86,,3.48,45.95
PM10_0,2.04,2.91,7.32,30.74,1.71,6.41,6.64,9.76,42.23,,1.85,2.93,6.66,219.84,2.01,7.8,8.65,10.8,13.3,8.11,106.03,,3.89,0.56,
PM10_1,2.28,2.49,7.46,33.6,2.21,4.2,6.6,6.69,34.15,513.34,2.73,2.06,6.1,116.84,2.82,5.12,7.61,6.58,10.31,14.08,39.37,220.98,0.49,4.67,5.32
PM10_2,2.27,3.09,4.25,18.45,2.62,5.26,3.73,3.57,19.14,,2.73,1.61,9.61,,2.56,2.35,6.0,5.59,7.96,45.1,,649.35,,1.05,106.76
