,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,0.99,0.04,0.01,0.93,0.16,0.03,0.65,0.33,0.4,0.18,0.43,0.2,0.1,0.06,0.87,0.6,0.08
PRES_0_1,1.0,1.0,,,0.94,0.16,0.03,0.65,0.32,0.4,0.19,0.43,0.21,0.1,0.06,0.87,0.61,0.08
PRES_0_0,2.97,,1.03,,2.91,,,1.86,1.67,0.68,,1.2,,,0.29,2.69,1.18,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.02,1.01,0.04,0.01,1.0,0.04,,0.65,0.35,0.41,0.2,0.44,0.2,0.1,0.06,0.89,0.62,0.08
DEWP_1_0,1.85,1.85,,,,0.99,0.09,1.45,0.33,0.77,,0.8,0.58,,,1.57,1.05,0.09
DEWP_0_0,3.54,2.84,,,,1.68,0.86,1.72,,1.46,,1.4,1.3,,,3.21,2.46,0.63
WSPM_0_1,1.23,1.22,0.05,,1.13,0.24,0.03,0.99,0.26,0.53,0.13,0.6,0.27,0.03,0.05,1.09,0.73,0.09
WSPM_0_2,1.53,1.5,0.09,0.04,1.49,0.07,,0.54,0.99,0.44,0.12,0.53,0.1,,0.06,1.33,0.85,0.07
WSPM_0_0,1.73,1.72,,,1.61,0.3,0.08,1.21,0.28,0.92,0.16,0.88,0.43,,0.14,1.5,1.1,0.17
WSPM_0_3,1.82,1.81,,,1.78,,,0.3,0.36,0.44,0.99,0.47,,,,1.52,1.15,0.19
WSPM_1_0,1.86,1.84,,,1.73,0.31,,1.28,0.41,0.89,0.2,0.87,0.41,,0.08,1.61,1.15,0.18
WSPM_1_1,2.14,2.13,,,1.83,0.56,0.13,1.5,0.49,0.88,,0.83,0.92,,0.14,1.84,1.45,0.19
WSPM_0_4,2.22,2.21,,,2.17,,,0.76,,,,0.51,,1.0,,1.84,1.33,
WSPM_1_2,3.01,2.77,,,2.94,,,1.84,,1.19,,1.14,0.54,,0.98,2.72,2.35,
PM10_0,1.1,1.09,0.06,0.01,1.03,0.18,0.04,0.73,0.36,0.46,0.19,0.49,0.24,0.11,0.08,1.0,0.6,0.07
PM10_1,1.36,1.35,,,1.29,0.17,0.02,0.86,0.46,0.49,0.29,0.55,0.23,0.12,,1.11,0.98,0.13
PM10_2,3.26,3.25,,,3.15,,,2.12,,1.15,0.82,1.41,,,,2.58,2.4,0.83
