,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,0.53,1.0,0.96,0.46,0.73,0.83,0.33,0.89,0.19,0.38,0.93,0.59,0.78,0.52,0.23
PRES_0_1,1.0,0.99,,,1.0,0.95,0.5,0.73,0.85,0.33,0.88,0.19,0.38,0.92,0.63,0.78,0.52,0.23
PRES_0_0,3.83,,0.06,,3.5,,,2.72,1.28,3.19,,0.77,,,0.48,2.58,4.97,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.03,1.03,0.94,0.49,0.94,33.54,,0.78,0.78,0.35,0.83,0.19,0.46,0.87,0.56,0.8,0.52,0.23
DEWP_1_0,2.13,2.09,,,,0.17,0.13,1.02,16.32,0.64,,0.4,0.31,,,1.63,1.34,1.12
DEWP_0_0,6.4,6.3,,,,1.07,0.03,3.7,,0.87,,0.64,0.63,,,4.3,3.59,
WSPM_0_1,1.29,1.28,1.57,,1.34,0.83,0.5,0.57,6.51,0.48,,0.23,0.5,,1.47,0.99,0.65,0.31
WSPM_0_2,1.66,1.71,0.59,0.18,1.54,8.36,,7.52,0.31,1.5,8.83,0.63,2.11,,,1.27,0.82,0.48
WSPM_0_0,1.94,1.92,,,1.95,1.77,0.76,1.6,3.41,0.26,5.78,0.18,0.61,,0.95,1.48,1.12,0.32
WSPM_0_3,2.05,2.01,,,1.87,,,,18.98,2.91,0.19,1.16,,,,1.83,0.9,0.25
WSPM_1_0,2.11,2.1,,,2.1,1.9,,1.4,3.19,0.41,4.46,0.27,1.28,,,1.57,1.17,0.43
WSPM_1_1,2.49,2.45,,,2.89,0.96,0.24,1.61,,0.42,,0.36,0.14,,,1.89,1.45,
WSPM_0_4,2.6,2.56,,,2.38,,,,,,,3.97,,0.11,,2.1,1.58,
WSPM_1_2,3.92,3.97,,,3.59,,,6.22,,0.94,,1.58,,,0.06,2.64,11.47,
PM10_0,1.13,1.13,0.79,0.4,1.13,1.0,0.43,0.8,0.95,0.39,1.21,0.21,0.45,1.05,0.53,0.77,0.8,0.64
PM10_1,1.45,1.43,,,1.4,2.08,,1.12,1.16,0.45,0.9,0.26,0.49,1.79,,1.46,0.45,0.17
PM10_2,4.13,4.07,,,3.88,,,3.63,,1.48,1.35,0.79,,,,5.56,1.41,0.06
