,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.0,0.99,,,,1.23,0.97,0.93,0.92,0.78,,,1.23,1.05,0.82,0.9,0.73,0.76,1.23,0.95,0.91,0.93,0.82,0.7,0.68,0.66,0.56,0.58,1.23,1.09,0.98,0.79
TEMP_0_0,1.0,1.0,1.08,,,,0.93,0.97,0.88,0.8,,,,1.06,0.92,0.64,0.77,0.76,,0.92,0.95,0.84,0.79,0.73,0.69,0.67,0.69,0.5,,1.12,1.01,0.71
TEMP_1_1,,,1.0,,,,1.08,,0.97,,0.83,,,1.17,1.21,0.99,,,,1.05,1.05,0.95,0.93,0.81,0.77,0.74,0.72,,,1.25,1.12,0.87
TEMP_0_2,,,,1.0,,,1.09,,,1.14,,0.94,,1.46,1.18,,,1.02,,1.4,1.27,1.21,1.1,0.94,0.91,0.88,0.88,,,1.49,1.39,1.05
TEMP_0_1,,,,,1.01,,1.62,1.47,1.48,1.19,,0.94,,2.18,,,1.12,,,1.34,1.13,1.3,,1.09,1.08,0.94,0.92,0.68,,1.61,1.46,1.11
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.04,1.03,0.93,0.76,0.64,1.15,1.0,1.0,0.95,0.68,,,1.15,1.1,0.9,0.92,0.75,0.8,1.15,1.02,0.96,0.95,0.85,0.72,0.72,0.62,0.56,0.44,1.15,1.14,1.03,0.76
PRES_1_1,1.07,1.04,,,0.72,,1.03,1.0,0.9,,,,,1.11,0.92,,0.81,0.79,,0.95,0.96,0.9,0.89,0.76,0.71,0.7,0.74,0.55,,1.15,1.03,0.82
PRES_1_0,1.1,1.1,1.03,,,,1.05,0.98,1.0,,,,,1.16,1.02,1.0,0.84,,,0.97,1.07,0.95,0.9,0.84,0.76,0.8,0.75,0.76,,1.23,1.14,0.86
PRES_1_2,1.27,1.25,,0.88,0.86,,1.45,,,1.01,,,,1.3,1.12,,0.96,,,1.18,1.18,1.09,0.97,0.91,0.88,0.81,0.79,0.65,,1.39,1.24,0.92
PRES_0_1,,,1.22,,,,,,,,0.99,,,,,1.21,,,,1.31,1.27,,,0.94,0.92,0.93,,,,1.53,1.36,1.07
PRES_1_3,,,,1.05,1.01,,1.95,,,,,1.0,,1.6,1.2,,1.13,1.08,,1.48,1.28,1.27,1.18,0.96,0.94,0.92,0.92,0.56,,1.53,1.47,1.1
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
