,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.5,10.26,,,,,0.93,1.72,0.93,2.38,,,,0.87,1.42,2.44,15.05,14.53,,1.21,1.84,1.72,0.98,1.47,1.11,1.14,1.34,2.02,,1.5,1.23,1.26
TEMP_0_0,10.19,0.49,,,,,2.84,0.69,1.49,1.44,,,,1.58,0.84,53.91,1.11,0.75,,1.18,1.3,1.15,3.27,1.62,2.41,1.42,1.06,1.17,,1.4,1.35,1.32
TEMP_1_1,,,0.3,,,,0.99,,1.84,,0.3,,,3.13,35.77,0.38,,,,1.88,0.95,3.1,2.95,1.33,1.16,2.32,5.52,,,1.33,2.06,
TEMP_0_2,,,,0.16,,,22.86,,,0.74,,0.2,,2.98,1.75,,,0.46,,6.73,3.28,3.98,0.6,1.9,2.46,3.15,1.69,,,2.15,2.69,1.36
TEMP_0_1,,,,,0.13,,18.18,3.48,,0.52,,0.64,,43.45,,,0.25,,,7.08,12.42,0.76,,1.92,2.86,2.01,2.59,0.37,,2.97,2.45,0.95
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.01,2.9,0.87,16.15,11.23,,0.43,59.15,6.64,,,,,1.05,3.79,0.94,7.53,7.71,,1.43,1.35,1.62,1.18,1.74,1.43,2.25,1.86,2.39,,1.79,1.21,1.16
PRES_1_1,1.86,0.73,,,2.1,,62.87,0.41,,,,,,1.76,1.06,,0.86,0.68,,1.36,1.45,1.14,3.58,1.83,1.7,1.24,1.12,1.22,,1.44,1.51,1.4
PRES_1_0,1.07,1.8,1.81,,,,7.15,,0.35,,,,,1.2,1.55,1.65,5.27,,,1.84,1.76,1.65,1.13,1.64,1.49,1.74,1.62,2.47,,1.44,1.78,3.13
PRES_1_2,3.3,1.99,,0.63,0.41,,,,,0.23,,,,2.42,0.89,,0.78,,,1.89,3.41,2.08,1.61,1.1,1.67,1.22,1.53,0.95,,1.84,1.85,2.37
PRES_0_1,,,0.41,,,,,,,,0.14,,,,,0.39,,,,1.55,1.26,,,1.5,1.74,2.45,,,,1.88,2.53,
PRES_1_3,,,,0.22,0.65,,,,,,,0.13,,10.58,3.29,,1.16,0.39,,5.99,2.72,1.64,1.24,3.64,3.98,2.38,2.09,1.08,,2.21,5.33,0.88
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.81,1.46,2.4,1.71,23.34,,0.91,1.53,0.95,1.64,,5.45,,0.58,11.83,,,,,1.03,1.73,1.08,0.77,2.22,1.73,3.16,5.69,,,1.69,1.01,0.88
DEWP_0_0,1.73,0.99,32.84,1.31,,,4.29,1.2,1.57,0.77,,2.32,,14.55,0.33,,,,,2.8,1.25,2.94,5.21,0.91,1.04,0.77,0.69,1.03,,1.17,2.77,20.15
DEWP_1_1,3.0,66.34,0.39,,,,1.09,,1.71,,0.29,,,,,0.29,,,,1.81,0.85,6.94,2.84,1.61,1.22,2.54,5.32,,,1.54,1.55,
DEWP_0_2,21.86,1.61,,,0.21,,10.45,1.17,6.6,0.82,,0.96,,,,,0.2,,,2.09,7.46,0.85,,1.7,2.58,1.4,1.7,0.56,,2.07,2.61,0.89
DEWP_0_1,21.81,1.13,,0.43,,,10.58,0.96,,,,0.34,,,,,,0.19,,2.26,3.62,2.17,1.98,1.95,3.63,1.19,0.67,0.55,,1.71,3.26,1.73
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,1.35,1.3,1.72,4.49,4.57,,1.47,1.43,1.77,1.52,1.03,3.7,,1.23,2.83,1.63,1.59,1.66,,0.38,,,,,4.77,,,,,1.66,1.24,2.33
WSPM_0_1,2.07,1.45,0.88,2.3,8.49,,1.45,1.53,1.63,2.75,0.86,1.79,,2.11,1.16,0.77,5.9,2.74,,,0.38,,,,1.65,9.75,,,,1.24,1.92,18.64
WSPM_0_3,2.08,1.39,3.1,3.0,0.53,,1.82,1.3,1.7,1.83,,1.15,,1.4,3.02,6.69,0.71,1.77,,,,0.31,,,9.16,,,,,3.23,1.23,0.6
WSPM_0_4,1.33,4.41,3.26,0.51,,,1.5,4.48,1.3,1.61,,0.96,,1.11,6.18,3.11,,1.81,,,,,0.24,,,,,,,4.0,1.2,0.8
WSPM_0_0,2.41,2.69,1.79,2.0,1.75,,2.71,2.81,2.26,1.31,1.47,3.64,,3.83,1.28,2.14,1.87,2.18,,,,,,0.24,0.41,1.76,3.79,,,1.49,6.15,
WSPM_1_0,2.05,3.89,1.7,2.72,2.81,,2.18,2.87,2.46,2.16,1.84,4.08,,3.35,1.5,1.75,3.15,4.3,,5.91,2.79,11.18,,0.46,0.43,,,,,1.73,4.44,
WSPM_1_1,2.01,2.84,3.56,3.67,2.27,,4.24,2.12,2.69,1.69,2.74,2.58,,7.59,1.12,4.03,1.84,1.43,,,13.34,,,1.82,,0.13,,,,1.57,12.19,
WSPM_1_2,2.7,2.0,8.83,2.05,2.92,,3.81,1.98,2.52,2.16,,2.35,,17.92,1.05,8.35,2.28,0.87,,,,,,3.42,,,0.11,,,1.57,24.99,
WSPM_1_3,4.96,3.18,,,0.58,,5.87,3.0,5.49,1.82,,1.75,,,2.26,,1.03,0.97,,,,,,,,,,0.05,,2.2,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.3,1.21,0.95,1.16,1.48,,1.45,1.17,1.06,1.15,0.97,1.11,,1.57,0.85,1.08,1.24,0.99,,1.27,0.94,2.27,2.51,0.79,0.9,0.75,0.73,0.73,,0.71,6.82,
PM10_1,1.24,1.35,1.7,1.69,1.43,,1.13,1.44,1.5,1.36,1.53,3.1,,1.09,2.35,1.26,1.81,2.17,,1.13,1.8,1.03,0.89,3.38,2.18,5.06,7.05,,,8.06,0.54,3.52
PM10_2,1.91,1.99,,1.27,0.83,,1.67,1.94,4.09,2.6,,0.75,,1.44,25.36,,0.92,1.76,,3.21,22.04,0.76,0.91,,,,,,,,5.6,0.21
