,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.73,0.51,0.99,0.82,0.53,0.86,0.84,0.59,0.81,0.46,0.61,0.78,0.63,0.89,0.74,0.43
PRES_0_1,1.0,0.99,,,1.0,0.82,0.57,0.86,0.85,0.59,0.81,0.46,0.6,0.77,0.66,0.9,0.74,0.43
PRES_0_0,2.65,,0.24,,2.57,,,2.38,1.46,,,1.34,,,0.68,2.11,3.74,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.02,1.02,0.71,0.5,0.97,,,0.9,0.82,0.61,0.79,0.47,0.67,0.76,0.62,0.91,0.74,0.44
DEWP_1_0,1.76,1.74,,,,0.42,0.33,1.22,4.58,1.0,,0.81,0.66,,,1.53,1.48,
DEWP_0_0,3.75,3.76,,,,,0.18,3.67,,1.2,,,0.98,,,2.97,,
WSPM_0_1,1.21,1.21,0.97,,1.23,0.8,0.62,0.76,4.11,1.03,,0.62,0.81,,,1.08,0.88,0.59
WSPM_0_2,1.47,1.49,0.64,0.32,1.4,2.87,,5.14,0.56,1.92,,1.08,,,,1.31,1.03,0.69
WSPM_0_0,1.64,1.63,,,1.63,1.31,,1.68,2.37,0.52,2.91,0.44,1.03,,1.14,1.45,1.25,0.52
WSPM_0_3,1.71,1.69,,,1.62,,,,,2.75,0.44,1.48,,,,1.68,1.13,0.54
WSPM_1_0,1.75,1.74,,,1.73,1.43,,1.56,2.1,0.66,2.54,0.56,1.58,,,1.48,1.42,0.68
WSPM_1_1,1.98,1.96,,,2.13,1.06,0.49,2.27,,0.68,,0.77,0.38,,,1.69,1.72,
WSPM_0_4,2.05,2.03,,,1.94,,,,,,,,,0.33,,1.85,1.71,
WSPM_1_2,2.7,2.75,,,2.62,,,,,1.57,,,,,0.24,2.13,4.75,
PM10_0,1.09,1.1,0.67,0.46,1.09,0.87,0.52,0.93,0.93,0.65,0.98,0.51,0.68,0.86,0.6,0.88,1.07,0.95
PM10_1,1.32,1.31,,,1.29,1.3,,1.16,1.08,0.76,0.9,0.56,0.74,1.15,,1.55,0.68,0.4
PM10_2,2.9,2.87,,,2.79,,,2.58,,1.82,1.38,1.41,,,,3.24,1.69,0.24
