,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.0,,,,,1.26,1.43,2.7,1.78,1.13,,1.39,2.13,0.67,0.26,,1.26,1.1,1.42,0.57,1.01,0.74,0.33,0.93,0.99,,1.16,0.86,0.81
TEMP_0_1,,1.0,,,,8.94,3.26,2.23,2.95,2.44,,3.49,,,,,4.5,3.46,2.53,1.44,2.26,1.73,0.91,,10.55,,3.66,2.13,2.22
TEMP_0_0,,,1.0,,,8.89,,4.34,2.15,2.02,,,1.88,,,,9.98,3.82,8.29,2.16,6.17,2.53,1.32,,6.11,,6.07,3.74,3.93
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.9,4.58,2.62,,,1.01,,,45.27,7.52,,2.14,2.68,,,,1.77,1.57,2.28,0.7,1.38,0.84,0.43,3.18,2.7,,1.59,1.29,1.74
PRES_1_3,3.49,2.52,,,,,1.0,,,,,3.21,6.1,2.12,0.61,,4.92,3.12,2.36,1.46,2.37,1.93,0.83,1.32,1.76,,3.21,1.94,1.28
PRES_1_1,14.92,4.59,4.93,0.31,,,,1.01,39.94,11.28,,13.23,4.16,,1.27,,6.65,7.56,9.39,2.39,3.35,5.31,1.74,,7.48,,6.27,5.44,6.34
PRES_1_0,14.82,9.07,3.55,,,191.33,,40.94,1.02,1.72,,11.13,6.69,,,,11.29,4.16,5.82,3.43,23.96,3.7,1.72,,9.28,,7.72,4.14,5.65
PRES_0_0,17.72,15.94,6.84,,,89.69,,29.48,2.98,1.06,,16.42,12.11,1.29,1.19,,9.18,7.77,11.71,8.73,9.3,6.16,4.19,,,,14.31,5.15,4.13
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,1.23,1.0,,,,1.24,1.17,1.92,1.13,0.84,,1.0,,,0.95,,1.06,0.99,0.96,0.46,0.97,0.56,0.27,1.44,1.54,,1.04,0.68,0.67
DEWP_0_1,5.66,,1.0,0.31,,4.74,6.66,1.93,2.15,1.94,,302.69,1.01,,0.95,,6.92,2.22,5.56,1.31,1.82,1.84,0.83,2.66,1.74,,3.06,2.47,2.36
DEWP_0_0,118.14,,,,,,,,61.73,16.11,,,,1.06,1.06,,49.18,,,,,,,,,,211.44,54.11,
DEWP_1_0,223.84,,,,,,,,,,,,,,1.36,,114.75,,,,,,,,,,,126.27,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,4.37,5.14,6.33,,,4.14,6.95,3.51,3.88,1.85,,4.16,8.19,0.97,0.38,,1.01,22.93,,15.33,,30.36,3.22,,,,5.0,1.82,1.27
WSPM_0_1,4.93,5.16,3.35,,,4.78,5.51,5.94,2.2,1.92,,5.06,3.8,,,,20.25,1.05,14.63,2.4,4.48,2.21,0.73,,,,3.21,2.31,3.95
WSPM_0_2,7.28,4.32,8.93,0.62,,7.51,5.2,7.68,4.04,2.7,,5.68,11.17,,,,,25.02,1.03,7.5,20.77,5.74,2.7,,,,6.04,2.51,2.77
WSPM_0_0,10.58,9.12,6.1,,,8.22,11.89,7.09,7.22,9.6,,9.78,8.11,,,,31.3,9.36,17.16,1.18,7.24,2.31,0.8,,13.65,,5.94,8.13,10.79
WSPM_1_2,11.08,7.93,13.25,,,10.0,10.29,5.94,19.97,12.53,,12.23,7.04,,,,,9.9,52.37,2.03,1.06,5.38,2.7,,,,6.11,16.61,
WSPM_1_1,17.01,13.87,10.87,,,12.59,17.95,16.38,12.81,10.49,,14.99,15.22,,,,,11.19,25.51,2.17,10.56,1.15,2.15,,,,9.33,13.06,28.92
WSPM_1_0,15.87,16.13,12.66,,,13.86,19.54,15.35,10.13,14.09,,15.42,15.37,,,,36.24,9.9,20.73,2.46,15.97,7.59,1.49,,,,10.37,11.69,16.81
WSPM_0_4,11.85,,,,,27.6,6.9,,,,,19.93,13.9,2.12,1.0,,,,,,,,,1.01,,,36.6,6.33,3.32
WSPM_1_3,23.63,60.3,29.24,,,42.21,16.75,24.57,23.41,,,38.74,14.93,,,,,,,13.8,,,,,1.03,,17.3,44.05,30.12
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.66,1.81,1.74,0.44,0.36,1.47,1.94,1.47,1.53,1.71,0.36,1.74,1.57,,,0.36,2.45,1.04,1.79,0.42,0.78,0.54,0.28,5.13,1.12,0.36,1.02,1.39,4.38
PM10_1,3.65,3.0,3.13,,,3.78,3.52,3.6,1.92,1.12,,3.34,3.8,0.92,0.49,,2.13,2.71,1.92,2.61,5.07,2.47,1.11,1.8,5.52,,3.86,1.07,1.33
PM10_2,8.59,10.12,8.83,,,14.49,5.19,14.17,5.75,3.39,,8.51,9.68,,0.59,,4.49,9.62,6.96,8.21,,15.74,3.06,2.87,5.66,,19.93,4.21,1.09
