,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.15,0.34,,,0.16,0.52,1.05,1.16,,,0.19,0.22,1.33,,0.21,0.4,0.54,0.69,0.62,1.6,8.65,,0.18,0.19,0.85
TEMP_0_0,0.14,0.08,,,0.1,0.19,1.07,0.26,,,0.15,0.1,0.24,,0.1,0.22,0.37,0.43,0.33,0.52,2.17,4.41,0.09,0.1,0.43
TEMP_1_1,,,0.01,,0.01,,0.01,,,,,0.01,,0.16,0.01,0.01,0.02,0.02,0.02,0.05,,,,0.01,0.03
TEMP_0_2,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,0.21,0.32,2.14,,0.18,0.96,,3.54,,,0.25,0.27,1.27,,0.26,0.54,0.77,0.94,0.85,1.71,9.09,15.1,0.24,0.23,0.97
PRES_1_0,0.01,0.01,,,0.02,0.02,,,,,0.02,0.01,0.04,,0.01,0.03,0.04,0.05,0.04,0.08,0.33,,0.01,0.01,0.06
PRES_0_1,0.02,0.03,0.01,,,,0.01,,,,0.01,0.02,,0.23,0.01,0.02,0.02,0.03,0.03,0.07,0.21,,0.01,0.01,0.04
PRES_1_1,0.01,,,,0.01,,,0.01,,,0.01,,0.01,,,0.01,0.01,0.01,0.01,0.02,0.13,,,,0.02
PRES_1_3,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.15,0.27,0.41,,0.15,0.5,0.37,2.3,,,0.13,0.33,,,0.16,0.36,0.53,0.66,0.54,1.29,,,0.16,0.15,0.68
DEWP_0_0,0.13,0.15,0.89,,0.13,0.3,0.86,0.47,,,0.26,0.11,,,0.16,0.28,0.4,0.49,0.45,1.09,3.74,6.46,0.12,0.14,0.74
DEWP_0_1,0.01,0.01,,0.04,0.01,0.01,,0.02,0.05,0.33,,,0.01,,0.01,0.01,0.02,0.02,0.02,0.03,0.16,,0.01,0.01,0.02
DEWP_1_1,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_1,0.14,0.18,0.49,2.05,0.14,0.34,0.43,0.67,2.66,12.56,0.14,0.18,0.55,9.19,0.11,0.56,0.58,1.0,0.57,,,,0.14,0.13,0.6
WSPM_0_0,0.01,0.01,0.03,0.13,0.01,0.02,0.03,0.03,0.15,,0.01,0.01,0.03,,0.01,0.01,0.03,0.04,0.02,0.13,,,0.01,0.01,0.05
WSPM_1_1,,0.01,0.01,0.07,,0.01,0.01,0.01,0.08,,,,0.01,,0.01,0.01,0.01,0.06,0.01,0.06,,,,,0.02
WSPM_1_2,,,0.01,0.06,,0.01,0.01,0.01,0.07,,,,0.01,,0.01,0.01,0.02,,0.03,,,,,,0.02
WSPM_1_0,,,,0.02,,,,0.01,0.02,,,,,,,,0.01,0.01,,0.02,,,,,0.01
WSPM_0_2,,,,0.01,,,,,0.01,,,,,,,,0.01,,,,,,,,
WSPM_1_3,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.23,0.26,0.75,3.27,0.23,0.51,0.67,0.77,3.67,,0.26,0.23,0.73,14.64,0.25,0.42,0.69,0.76,0.67,1.93,6.05,,0.16,0.28,2.7
PM10_1,0.15,0.19,0.53,2.2,0.14,0.4,0.48,0.65,2.8,13.04,0.15,0.19,0.53,14.38,0.15,0.35,0.45,0.65,0.53,0.95,5.19,9.41,0.19,0.12,0.68
PM10_2,,,0.01,0.02,,,0.01,0.01,0.03,,,,,,,,,0.01,,,,0.05,,,
