,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.48,0.91,,,,0.38,0.62,1.43,0.56,2.16,,,0.38,0.73,0.79,2.44,11.09,13.03,0.38,0.85,0.79,1.4,0.84,0.28,0.14,0.33,0.54,1.43,0.38,0.94,0.58,0.49
TEMP_0_0,0.83,0.47,30.85,,,,1.16,0.61,1.08,1.27,,,,1.16,0.55,19.47,1.04,0.72,,0.84,0.81,0.85,2.76,0.25,0.14,0.29,0.4,0.69,,0.95,0.59,0.43
TEMP_1_1,,,0.3,,,,0.77,,0.89,,0.3,,,2.88,10.02,0.38,,,,1.13,0.62,2.15,2.45,0.26,0.12,0.47,2.43,,,0.94,0.83,4.56
TEMP_0_2,,,,0.16,,,6.17,,,0.74,,0.19,,2.24,1.13,,,0.43,,4.61,1.94,2.92,0.52,0.43,0.27,0.47,0.72,,,1.57,1.24,0.7
TEMP_0_1,,,,,0.14,,6.82,3.48,5.42,0.57,,0.52,,43.45,,,0.25,,,4.5,4.02,0.67,,0.51,0.36,0.62,1.1,0.18,,1.77,1.01,0.38
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,0.8,1.38,0.87,16.15,5.62,0.24,0.42,4.05,0.74,9.37,,,0.24,0.98,1.38,0.94,6.02,7.71,0.24,1.09,0.74,1.34,1.0,0.26,0.13,0.44,0.58,1.14,0.24,0.98,0.61,0.5
PRES_1_1,0.94,0.58,,,2.1,,2.62,0.41,5.55,,,,,1.36,0.77,,0.86,0.65,,0.89,0.82,0.85,3.13,0.27,0.15,0.31,0.52,0.78,,1.03,0.64,0.46
PRES_1_0,0.7,0.91,1.81,,,,0.75,7.93,0.33,,,,,0.94,0.84,1.65,4.25,,,1.18,0.97,1.27,0.96,0.36,0.17,0.54,0.67,2.47,,1.02,0.73,0.98
PRES_1_2,1.31,1.3,,0.57,0.44,,11.58,,,0.23,,,,1.54,0.66,,0.78,,,1.38,1.68,1.69,1.4,0.31,0.21,0.3,0.57,0.53,,1.33,0.89,0.62
PRES_0_1,,,0.41,,,,,,,,0.14,,,,,0.39,,,,0.99,0.82,,,0.33,0.16,0.47,,,,1.29,1.19,4.6
PRES_1_3,,,,0.22,0.65,,13.56,,,,,0.13,,5.7,1.79,,1.16,0.36,,4.02,1.43,1.23,1.03,0.56,0.3,0.42,1.0,0.43,,1.54,1.4,0.49
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.55,0.79,2.4,1.54,10.77,0.22,0.6,1.21,0.6,1.46,,3.75,0.22,0.57,0.95,,,,0.22,0.77,0.91,0.87,0.69,0.31,0.14,0.42,0.81,,0.22,0.94,0.53,0.36
DEWP_0_0,0.88,0.63,32.84,1.31,,,1.69,1.18,1.19,0.73,,2.32,,1.37,0.32,,,,,1.49,0.68,1.65,3.02,0.24,0.15,0.26,0.35,0.71,,1.01,0.83,1.49
DEWP_1_1,2.6,11.98,0.39,,,,0.82,,0.83,,0.29,,,,,0.29,,,,1.13,0.56,5.17,2.36,0.26,0.12,0.48,2.33,,,0.99,0.77,2.26
DEWP_0_2,4.94,1.5,,,0.21,,2.91,1.02,2.21,0.9,,0.78,,,,,0.21,,,1.55,3.11,0.72,,0.39,0.24,0.42,0.85,0.27,,1.37,0.87,0.4
DEWP_0_1,3.57,1.07,,0.43,,,3.37,0.88,,,,0.34,,42.65,12.86,,,0.19,,1.54,1.46,1.61,1.62,0.31,0.24,0.32,0.33,0.35,,1.27,1.09,0.64
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,0.8,0.93,1.72,3.11,4.57,,0.87,1.18,0.99,1.4,1.03,2.52,,1.07,1.25,1.63,1.43,1.47,,0.38,1.83,4.69,22.65,0.4,0.18,0.41,0.7,,,0.99,0.64,0.65
WSPM_0_1,1.11,1.09,0.87,2.3,8.49,,1.01,1.49,0.97,2.73,0.84,1.79,,1.5,0.7,0.77,5.9,2.27,,1.28,0.37,3.25,6.31,0.25,0.09,0.37,0.86,2.46,,0.9,0.7,1.52
WSPM_0_3,1.07,1.05,2.83,3.0,0.49,,0.98,1.1,1.09,1.75,,1.15,,1.23,1.41,5.48,0.73,1.77,,14.72,3.4,0.31,,0.59,0.33,0.76,,,,1.47,0.64,0.27
WSPM_0_4,1.03,1.68,2.71,0.51,,,0.86,3.3,0.81,1.61,,0.81,,1.02,2.01,3.11,,1.81,,21.6,4.28,,0.24,1.23,0.61,1.5,,,,1.59,0.67,0.36
WSPM_0_0,1.79,1.49,1.74,2.0,1.6,,2.08,2.64,1.39,1.2,1.37,3.64,,2.44,1.08,2.06,1.6,2.18,,2.82,1.11,2.78,5.65,0.17,0.13,0.36,0.53,,,1.29,1.34,5.01
WSPM_1_0,1.61,1.57,1.67,2.72,2.81,,1.72,2.65,1.44,1.99,1.75,4.08,,2.33,1.13,1.71,2.76,4.3,,2.09,1.02,3.87,5.74,0.27,0.17,0.73,0.96,,,1.42,1.2,3.46
WSPM_1_1,1.65,1.23,3.11,3.67,3.03,,2.8,1.87,1.97,1.74,2.08,2.58,,3.35,0.96,3.44,2.07,1.41,,3.85,0.99,3.42,6.76,0.27,0.21,0.13,1.26,,,1.48,1.91,
WSPM_1_2,2.14,1.09,8.83,2.05,2.92,,2.31,1.74,1.59,2.16,,2.35,,5.05,0.93,8.35,2.28,0.87,,6.12,1.11,,,0.22,0.25,0.37,0.11,,,1.5,3.09,
WSPM_1_3,4.15,2.45,,,0.58,,3.16,3.0,2.37,1.82,,1.75,,,2.26,,1.03,0.97,,,3.32,,,0.4,0.32,,,0.05,,2.02,,2.78
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.82,0.76,0.93,1.16,1.43,0.7899999999999999,0.87,1.11,0.72,1.09,0.91,1.11,0.7899999999999999,1.11,0.62,1.05,1.21,0.95,0.7899999999999999,0.78,0.54,1.4,1.79,0.19,0.1,0.22,0.36,0.46,0.7899999999999999,0.67,0.65,2.02
PM10_1,0.78,0.93,1.64,1.56,1.47,,0.7,1.15,0.79,1.36,1.4,2.39,,0.96,1.08,1.23,1.74,1.91,,0.92,1.02,0.86,0.81,0.34,0.16,0.55,0.88,,,1.11,0.48,0.33
PM10_2,1.19,1.22,,1.16,0.71,,1.16,1.44,1.65,2.29,,0.62,,1.38,1.69,,0.9,1.76,,2.68,2.97,0.71,0.88,0.48,0.29,,,,,2.56,0.84,0.19
