,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.35,0.86,,,,1.5,1.07,0.69,1.03,0.44,,,1.5,1.17,0.7,0.52,0.16,0.17,1.5,0.88,0.82,0.68,0.75,0.85,1.12,0.67,0.42,0.32,1.5,1.03,1.12,0.84
TEMP_0_0,0.9,1.37,0.14,,,,0.7,1.12,0.72,0.58,,,,0.89,1.08,0.09,0.62,0.73,,0.84,0.88,0.74,0.38,0.96,1.12,0.79,0.75,0.36,,1.1,1.09,0.72
TEMP_1_1,,,1.66,,,,1.13,,0.83,,1.25,,,0.67,0.28,1.46,,,,0.83,1.18,0.53,0.5,1.04,1.46,0.66,0.3,,,1.29,1.09,0.25
TEMP_0_2,,,,2.2,,,0.32,,,1.24,,1.8,,0.97,0.97,,,1.36,,0.62,0.8,0.63,1.34,1.02,1.19,0.76,0.73,,,1.21,1.17,1.04
TEMP_0_1,,,,,2.38,,0.59,0.83,0.57,1.53,,1.05,,0.42,,,2.08,,,0.57,0.42,1.55,,1.17,1.3,0.84,0.61,0.99,,1.24,1.37,1.44
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.07,0.77,0.9,0.16,0.16,1.62,1.45,0.36,0.84,0.13,,,1.62,1.08,0.57,0.85,0.24,0.24,1.62,0.86,0.92,0.71,0.7,0.83,1.2,0.52,0.44,0.22,1.62,1.07,1.17,0.8
PRES_1_1,0.97,1.28,,,0.39,,0.43,1.46,0.23,,,,,0.89,0.89,,0.74,0.8,,0.84,0.9,0.81,0.44,0.95,1.17,0.78,0.7,0.39,,1.1,1.11,0.85
PRES_1_0,1.22,1.02,0.72,,,,0.94,0.2,1.6,,,,,1.15,0.94,0.72,0.32,,,0.75,0.92,0.72,0.77,1.03,1.21,0.76,0.6,0.39,,1.22,1.17,0.59
PRES_1_2,1.01,1.08,,0.96,1.11,,0.33,,,1.89,,,,0.99,1.24,,0.97,,,0.91,0.76,0.76,0.7,1.22,1.33,0.96,0.71,0.57,,1.22,1.21,0.86
PRES_0_1,,,1.82,,,,,,,,2.26,,,,,1.84,,,,1.19,1.28,,,1.11,1.59,0.86,,,,1.41,1.14,0.32
PRES_1_3,,,,2.01,1.09,,0.45,,,,,2.37,,0.63,0.76,,0.97,1.59,,0.71,0.91,1.04,1.04,0.84,1.09,0.9,0.66,0.45,,1.26,1.11,1.32
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,1.15,0.93,0.5,0.42,0.1,1.08,1.0,0.71,0.92,0.52,,0.2,1.08,1.27,0.63,,,,1.08,0.86,0.71,0.75,0.78,0.69,1.01,0.44,0.23,,1.08,0.97,1.14,0.85
DEWP_0_0,1.08,1.3,0.16,0.6,,,0.73,0.96,0.8,0.9,,0.42,,0.8,1.62,,,,,0.65,1.15,0.59,0.37,1.29,1.43,1.13,0.98,0.46,,1.28,0.96,0.51
DEWP_1_1,0.64,0.17,1.51,,,,1.1,,0.9,,1.3,,,,,1.69,,,,0.86,1.25,0.38,0.52,1.03,1.47,0.61,0.32,,,1.26,1.19,0.36
DEWP_0_2,0.5,1.07,,,1.65,,0.66,1.16,0.7,1.05,,0.74,,,,,2.0,,,0.9,0.5,1.22,,1.11,1.21,0.91,0.66,0.7,,1.21,1.23,1.2
DEWP_0_1,0.58,1.28,,1.26,,,0.49,1.31,,,,1.33,,,,,,2.05,,0.92,0.81,0.8,0.67,1.13,1.11,1.02,1.09,0.77,,1.3,1.11,0.91
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,1.1,1.05,0.66,0.28,0.28,,0.88,0.87,0.86,0.6,0.61,0.29,,1.02,0.75,0.66,0.56,0.52,,1.51,0.71,0.11,,0.46,1.11,0.32,0.1,,,1.14,1.18,0.63
WSPM_0_1,0.93,0.9,0.93,0.43,0.21,,0.91,0.8,0.76,0.45,0.7,0.45,,0.84,0.94,0.96,0.3,0.41,,0.33,1.51,0.25,0.23,1.18,1.53,0.89,0.55,,,1.24,1.0,0.43
WSPM_0_3,0.93,1.09,0.54,0.4,0.87,,0.88,0.96,0.87,0.62,,0.6,,1.03,0.71,0.34,0.91,0.56,,0.34,0.36,1.65,,0.53,0.82,0.48,,,,0.98,1.26,1.16
WSPM_0_4,1.19,0.87,0.54,1.07,,,1.09,0.55,1.07,0.75,,0.7,,1.26,0.59,0.56,,0.61,,,0.26,,1.86,0.41,0.69,0.31,,,,1.01,1.38,1.1
WSPM_0_0,1.09,1.07,0.88,0.63,0.59,,1.14,0.83,0.95,0.9,0.75,0.44,,0.99,1.14,0.84,0.7,0.65,,0.69,0.97,0.47,0.3,2.04,2.06,1.28,0.92,,,1.4,1.14,0.91
WSPM_1_0,1.2,1.08,0.99,0.58,0.51,,1.15,0.87,1.11,0.74,0.76,0.44,,1.05,1.09,1.0,0.58,0.49,,0.64,1.25,0.58,0.45,1.68,1.89,0.96,0.64,,,1.39,1.14,0.88
WSPM_1_1,1.13,1.3,0.69,0.52,0.68,,1.12,1.05,0.85,0.93,0.56,0.58,,1.19,1.21,0.72,0.85,0.87,,1.23,0.9,0.66,0.46,1.64,1.33,2.38,,,,1.52,1.3,
WSPM_1_2,1.16,1.31,0.46,0.72,0.56,,1.28,1.07,1.01,0.82,,0.62,,1.11,1.29,0.46,0.75,1.18,,,0.88,,,1.49,1.21,0.35,2.58,,,1.49,1.54,
WSPM_1_3,0.98,1.4,,,1.65,,1.09,1.15,0.96,1.14,,0.97,,,1.18,,1.47,1.44,,,,,,1.43,,,,3.54,,1.71,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.87,0.88,0.72,0.49,0.39,,0.8,0.73,0.81,0.56,0.53,0.46,,0.83,0.85,0.67,0.52,0.56,,0.76,0.92,0.52,0.43,1.08,1.27,0.82,0.73,0.43,,1.18,0.85,0.54
PM10_1,1.04,0.97,0.61,0.46,0.46,,0.93,0.8,0.79,0.61,0.46,0.3,,1.0,0.72,0.68,0.48,0.42,,0.86,0.8,0.82,0.75,0.62,0.99,0.49,0.1,,,0.97,1.35,0.73
PM10_2,1.16,1.15,,0.72,0.84,,1.19,0.96,0.84,0.67,,0.86,,1.21,0.45,,0.95,0.68,,0.73,0.29,1.29,1.06,,0.5,,,,,0.32,1.34,2.0
