,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,0.98,0.01,,0.92,0.08,0.01,0.59,0.22,0.33,0.1,0.44,0.12,0.04,0.02,0.87,0.56,0.04
PRES_0_1,1.0,1.0,,,0.91,0.09,0.01,0.59,0.21,0.33,0.11,0.44,0.13,0.05,0.02,0.86,0.56,0.04
PRES_0_0,1.0,,0.99,,1.0,,,0.56,0.59,0.11,,0.38,,,0.09,1.0,0.21,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.0,0.98,0.02,,1.0,,,0.56,0.24,0.33,0.11,0.44,0.11,0.05,0.02,0.87,0.57,0.04
DEWP_1_0,0.98,0.98,,,,0.98,0.03,0.88,0.04,0.35,,0.44,0.3,,,0.85,0.45,0.03
DEWP_0_0,0.97,0.77,,,,0.62,0.85,0.49,,0.46,,0.38,0.49,,,0.97,0.56,
WSPM_0_1,1.0,0.99,0.01,,0.87,0.13,0.01,0.97,0.04,0.31,,0.5,0.11,,0.01,0.89,0.54,0.04
WSPM_0_2,1.0,0.96,0.04,0.01,0.99,0.01,,0.08,0.98,0.12,0.01,0.23,0.01,,,0.88,0.53,0.02
WSPM_0_0,1.0,0.99,,,0.91,0.09,0.02,0.55,0.08,0.82,0.03,0.88,0.22,,0.03,0.87,0.6,0.05
WSPM_0_3,1.0,1.0,,,1.0,,,,0.03,0.09,0.99,0.14,,,,0.76,0.67,0.08
WSPM_1_0,1.0,0.99,,,0.91,0.09,,0.63,0.12,0.59,0.04,0.64,0.13,,,0.87,0.57,0.04
WSPM_1_1,1.0,1.0,,,0.77,0.24,0.05,0.68,,0.44,,0.34,0.82,,,0.85,0.61,
WSPM_0_4,1.0,1.0,,,1.0,,,,,,,0.08,,0.99,,0.82,0.5,
WSPM_1_2,1.0,0.9,,,1.0,,,0.38,,0.42,,0.22,,,0.92,0.98,0.29,
PM10_0,1.0,0.98,0.02,,0.91,0.09,0.01,0.6,0.22,0.35,0.09,0.46,0.14,0.04,0.03,0.98,0.4,0.02
PM10_1,1.0,0.99,,,0.94,0.05,,0.56,0.23,0.29,0.14,0.39,0.09,0.03,,0.67,0.93,0.07
PM10_2,1.0,1.0,,,0.97,,,0.58,,0.33,0.24,0.45,,,,0.41,0.96,0.65
